ZTF_Name,Class,col3,col4,col5,col6,col7,Version,col9
ZTF20abpuxcc,Ic,0.028,,2459069.5,2460446.46,-1376.96,ZTF20abpuxcc_20200808_P60_v1.ascii,0
ZTF20abpuxcc,Ic,0.028,,2459091.5,2460446.46,-1354.96,ZTF20abpuxcc_20200830_P60_v1.ascii,0
ZTF20abpuxcc,Ic,0.028,,2459097.5,2460446.46,-1348.96,ZTF20abpuxcc_20200905_P60_v1.ascii,0
ZTF20abpuxcc,Ic,0.028,,2459108.5,2460446.46,-1337.96,ZTF20abpuxcc_20200916_P200_v2.ascii,0
ZTF20abpvgcy,-,,,2459066.5,2460446.49,-1379.99,ZTF20abpvgcy_20200805_P60_v1.ascii,0
ZTF20abpvhij,Ia,0.055,,2459070.5,2460446.51,-1376.01,ZTF20abpvhij_20200809_P60_v1.ascii,0
ZTF20abpvhij,Ia,0.055,,2459073.5,2460446.51,-1373.01,ZTF20abpvhij_20200812_P60_v1.ascii,0
ZTF20abpvhlg,II,0.051,,2459070.5,2460446.45,-1375.95,ZTF20abpvhlg_20200809_P60_v1.ascii,0
ZTF20abpvhlg,II,0.051,,2459108.5,2460446.45,-1337.95,ZTF20abpvhlg_20200916_P200_v1.ascii,0
ZTF20abpvipp,-,,,2459108.5,2460475.41,-1366.91,ZTF20abpvipp_20200916_P200_v1.ascii,0
ZTF20abpxvhj,CV?,,,2459072.5,2460444.44,-1371.94,ZTF20abpxvhj_20200811_NOT_v1.ascii,0
ZTF20abqbkzm,-,,,2459065.5,2460446.45,-1380.95,ZTF20abqbkzm_20200804_P60_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459066.5,2460457.49,-1390.99,ZTF20abqdkne_20200805_P60_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459066.5,2460457.49,-1390.99,ZTF20abqdkne_20200805_P60_v2.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459073.5,2460457.49,-1383.99,ZTF20abqdkne_20200812_P60_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459073.5,2460457.49,-1383.99,ZTF20abqdkne_20200812_P60_v2.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459075.5,2460457.49,-1381.99,ZTF20abqdkne_20200814_P200_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459078.5,2460457.49,-1378.99,ZTF20abqdkne_20200817_P60_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459082.5,2460457.49,-1374.99,ZTF20abqdkne_20200821_Keck1_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459082.5,2460457.49,-1374.99,ZTF20abqdkne_20200821_NOT_v1.ascii,0
ZTF20abqdkne,Ic,0.02838,,2459084.5,2460457.49,-1372.99,ZTF20abqdkne_20200823_P60_v1.ascii,0
ZTF20abqdqyh,II,0.0194,,2459068.5,2460446.47,-1377.97,ZTF20abqdqyh_20200807_P60_v1.ascii,0
ZTF19aamjsyl,duplicate,,,2459067.5,2460448.46,-1380.96,ZTF19aamjsyl_20200806_P60_v1.ascii,0
ZTF20abpqfgl,-,,,2459068.5,2460445.3,-1376.8,ZTF20abpqfgl_20200807_P60_v1.ascii,0
ZTF20abpuyau,Ia,0.064,,2459071.5,2460463.48,-1391.98,ZTF20abpuyau_20200810_P60_v1.ascii,0
ZTF20abpuyau,Ia,0.064,,2459076.5,2460463.48,-1386.98,ZTF20abpuyau_20200815_P60_v1.ascii,0
ZTF20abpuyau,Ia,0.064,,2459085.5,2460463.48,-1377.98,ZTF20abpuyau_20200824_P60_v1.ascii,0
ZTF20abqalfa,-,,,2459067.5,2460445.45,-1377.95,ZTF20abqalfa_20200806_P60_v1.ascii,0
ZTF20abqcvtk,Ia,0.05,,2459069.5,2460456.32,-1386.82,ZTF20abqcvtk_20200808_P60_v1.ascii,0
ZTF20abqefja,Ia,0.0802,,2459079.5,2460461.23,-1381.73,ZTF20abqefja_20200818_P60_v1.ascii,0
ZTF20abqefja,Ia,0.0802,,2459079.5,2460461.23,-1381.73,ZTF20abqefja_20200818_P60_v2.ascii,0
ZTF20abqferm,II,0.03,,2459077.5,2460455.49,-1377.99,ZTF20abqferm_20200816_P60_v1.ascii,0
ZTF20abqferm,II,0.03,,2459077.5,2460455.49,-1377.99,ZTF20abqferm_20200816_P60_v2.ascii,0
ZTF20abqfgee,Ia,0.036,,2459075.5,2460462.53,-1387.03,ZTF20abqfgee_20200814_P60_v1.ascii,0
ZTF20abqfgee,Ia,0.036,,2459086.5,2460462.53,-1376.03,ZTF20abqfgee_20200825_P60_v1.ascii,0
ZTF20abqfgee,Ia,0.036,,2459093.5,2460462.53,-1369.03,ZTF20abqfgee_20200901_LT_v1.ascii,0
ZTF20abqgsah,CV,,,2459067.5,2460448.34,-1380.84,ZTF20abqgsah_20200806_P60_v1.ascii,0
ZTF20abqgsah,CV,,,2459080.5,2460448.34,-1367.84,ZTF20abqgsah_20200819_P60_v1.ascii,0
ZTF20abqgtqf,-,,,2459070.5,2460448.52,-1378.02,ZTF20abqgtqf_20200809_P60_v1.ascii,0
ZTF20abqhnqq,Ia,0.0828,,2459072.5,2460448.49,-1375.99,ZTF20abqhnqq_20200811_P60_v1.ascii,0
ZTF20abqhnqq,Ia,0.0828,,2459072.5,2460448.49,-1375.99,ZTF20abqhnqq_20200811_P60_v2.ascii,0
ZTF20abozqdj,Ic,0.03722,,2459068.5,2460449.32,-1380.82,ZTF20abozqdj_20200807_P60_v1.ascii,0
ZTF20abozqdj,Ic,0.03722,,2459075.5,2460449.32,-1373.82,ZTF20abozqdj_20200814_P200_v1.ascii,0
ZTF20abozqdj,Ic,0.03722,,2459082.5,2460449.32,-1366.82,ZTF20abozqdj_20200821_Keck1_v1.ascii,0
ZTF20abpyxja,Ia,0.05,,2459069.5,2460460.38,-1390.88,ZTF20abpyxja_20200808_P60_v1.ascii,0
ZTF20abpyxja,Ia,0.05,,2459076.5,2460460.38,-1383.88,ZTF20abpyxja_20200815_P60_v1.ascii,0
ZTF20abpyxja,Ia,0.05,,2459079.5,2460460.38,-1380.88,ZTF20abpyxja_20200818_P60_v1.ascii,0
ZTF20abqgzhh,Ia,0.05,,2459068.5,2460459.34,-1390.84,ZTF20abqgzhh_20200807_P60_v1.ascii,0
ZTF20abqgzhh,Ia,0.05,,2459071.5,2460459.34,-1387.84,ZTF20abqgzhh_20200810_LT_v1.ascii,0
ZTF20abqkaoc,II,0.05,,2459067.5,2460449.35,-1381.85,ZTF20abqkaoc_20200806_LT_v1.ascii,0
ZTF20abqkaoc,II,0.05,,2459067.5,2460449.35,-1381.85,ZTF20abqkaoc_20200806_LT_v2.ascii,0
ZTF20abqkaoc,II,0.05,,2459069.5,2460449.35,-1379.85,ZTF20abqkaoc_20200808_P60_v1.ascii,0
ZTF20abqkaoc,II,0.05,,2459071.5,2460449.35,-1377.85,ZTF20abqkaoc_20200810_P60_v1.ascii,0
ZTF20abqkaoc,II,0.05,,2459075.5,2460449.35,-1373.85,ZTF20abqkaoc_20200814_P200_v1.ascii,0
ZTF20abqkaoc,II,0.05,,2459082.5,2460449.35,-1366.85,ZTF20abqkaoc_20200821_NOT_v1.ascii,0
ZTF20abqkaoc,II,0.05,,2459083.5,2460449.35,-1365.85,ZTF20abqkaoc_20200822_NOT_v1.ascii,0
ZTF20abqkdcs,CV,,,2459068.5,2460449.34,-1380.84,ZTF20abqkdcs_20200807_P60_v1.ascii,0
ZTF20abqkdcs,CV,,,2459068.5,2460449.34,-1380.84,ZTF20abqkdcs_20200807_P60_v2.ascii,0
ZTF20abqkeje,-,,,2459072.5,2460449.35,-1376.85,ZTF20abqkeje_20200811_P60_v1.ascii,0
ZTF20ablmxtl,-,,,2459080.5,2460446.48,-1365.98,ZTF20ablmxtl_20200819_P60_v1.ascii,0
ZTF20abqhsxb,nova,0.00017,,2459069.5,2460451.46,-1381.96,ZTF20abqhsxb_20200808_P60_v1.ascii,0
ZTF20abqhsxb,nova,0.00017,,2459077.5,2460451.46,-1373.96,ZTF20abqhsxb_20200816_P60_v1.ascii,0
ZTF20abqosnh,Ia,0.09,,2459075.5,2460464.51,-1389.01,ZTF20abqosnh_20200814_P60_v1.ascii,0
ZTF20abqsrvn,-,0.037,,2459073.5,2460453.48,-1379.98,ZTF20abqsrvn_20200812_P60_v1.ascii,0
ZTF20abqsrvn,-,0.037,,2459074.5,2460453.48,-1378.98,ZTF20abqsrvn_20200813_P60_v1.ascii,0
ZTF20abqsrvn,-,0.037,,2459077.5,2460453.48,-1375.98,ZTF20abqsrvn_20200816_P60_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459076.5,2460480.35,-1403.85,ZTF20abqkbfx_20200815_P60_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459077.5,2460480.35,-1402.85,ZTF20abqkbfx_20200816_P60_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459077.5,2460480.35,-1402.85,ZTF20abqkbfx_20200816_P60_v2.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459087.5,2460480.35,-1392.85,ZTF20abqkbfx_20200826_P60_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459091.5,2460480.35,-1388.85,ZTF20abqkbfx_20200830_NOT_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459098.5,2460480.35,-1381.85,ZTF20abqkbfx_20200906_P60_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459098.5,2460480.35,-1381.85,ZTF20abqkbfx_20200906_P60_v2.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459100.5,2460480.35,-1379.85,ZTF20abqkbfx_20200908_NOT_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459107.5,2460480.35,-1372.85,ZTF20abqkbfx_20200915_P200_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459112.5,2460480.35,-1367.85,ZTF20abqkbfx_20200920_Keck1_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459121.5,2460480.35,-1358.85,ZTF20abqkbfx_20200929_P60_v1.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459121.5,2460480.35,-1358.85,ZTF20abqkbfx_20200929_P60_v2.ascii,0
ZTF20abqkbfx,Ia-CSM?,0.0964,,2459141.5,2460480.35,-1338.85,ZTF20abqkbfx_20201019_Keck1_v1.ascii,0
ZTF20abqmtsh,Ia,0.02507,,2459072.5,2460462.33,-1389.83,ZTF20abqmtsh_20200811_P60_v1.ascii,0
ZTF20abqmtsh,Ia,0.02507,,2459075.5,2460462.33,-1386.83,ZTF20abqmtsh_20200814_P60_v1.ascii,0
ZTF20abqmtsh,Ia,0.02507,,2459078.5,2460462.33,-1383.83,ZTF20abqmtsh_20200817_LT_v1.ascii,0
ZTF20abqnztv,Ia,0.07,,2459081.5,2460462.34,-1380.84,ZTF20abqnztv_20200820_P60_v1.ascii,0
ZTF20abqnztv,Ia,0.07,,2459081.5,2460462.34,-1380.84,ZTF20abqnztv_20200820_P60_v2.ascii,0
ZTF20abqofgc,Ia,0.08,,2459077.5,2460462.36,-1384.86,ZTF20abqofgc_20200816_P60_v1.ascii,0
ZTF20abqofgc,Ia,0.08,,2459077.5,2460462.36,-1384.86,ZTF20abqofgc_20200816_P60_v2.ascii,0
ZTF20abqofgc,Ia,0.08,,2459078.5,2460462.36,-1383.86,ZTF20abqofgc_20200817_P60_v1.ascii,0
ZTF20abqofgc,Ia,0.08,,2459078.5,2460462.36,-1383.86,ZTF20abqofgc_20200817_P60_v2.ascii,0
ZTF20abqqwui,Ia,0.07,,2459072.5,2460451.34,-1378.84,ZTF20abqqwui_20200811_P60_v1.ascii,0
ZTF20abquppg,Ia,0.057,,2459075.5,2460463.43,-1387.93,ZTF20abquppg_20200814_P200_v1.ascii,0
ZTF20abqgbum,IIn,0.068,,2459078.5,2460461.2,-1382.7,ZTF20abqgbum_20200817_P60_v1.ascii,0
ZTF20abqgbum,IIn,0.068,,2459082.5,2460461.2,-1378.7,ZTF20abqgbum_20200821_NOT_v1.ascii,0
ZTF20abqmmhn,Ia,0.09,,2459093.5,2460475.23,-1381.73,ZTF20abqmmhn_20200901_P60_v1.ascii,0
ZTF20abqmmhn,Ia,0.09,,2459093.5,2460475.23,-1381.73,ZTF20abqmmhn_20200901_P60_v2.ascii,0
ZTF20abqvsik,Ia,0.00259,,2459072.5,2460526.56,-1454.06,ZTF20abqvsik_20200811_NOT_v1.ascii,0
ZTF20abqvsik,Ia,0.00259,,2459079.5,2460526.56,-1447.06,ZTF20abqvsik_20200818_Keck1_v1.ascii,0
ZTF20abrempf,Ia,0.0732,,2459095.5,2460477.16,-1381.66,ZTF20abrempf_20200903_P60_v1.ascii,0
ZTF20abrempf,Ia,0.0732,,2459095.5,2460477.16,-1381.66,ZTF20abrempf_20200903_P60_v2.ascii,0
ZTF20abrgzfn,SLSN-II,0.1532,,2459097.5,2460476.35,-1378.85,ZTF20abrgzfn_20200905_P60_v1.ascii,0
ZTF20abrgzfn,SLSN-II,0.1532,,2459107.5,2460476.35,-1368.85,ZTF20abrgzfn_20200915_P200_v1.ascii,0
ZTF20abqetet,Ia,0.06,,2459074.5,2460461.42,-1386.92,ZTF20abqetet_20200813_P60_v1.ascii,0
ZTF20abqetet,Ia,0.06,,2459077.5,2460461.42,-1383.92,ZTF20abqetet_20200816_P60_v1.ascii,0
ZTF20abqetet,Ia,0.06,,2459077.5,2460461.42,-1383.92,ZTF20abqetet_20200816_P60_v2.ascii,0
ZTF20abqlawg,Ia,0.0711,,2459074.5,2460461.39,-1386.89,ZTF20abqlawg_20200813_P60_v1.ascii,0
ZTF20abqlawg,Ia,0.0711,,2459075.5,2460461.39,-1385.89,ZTF20abqlawg_20200814_P200_v1.ascii,0
ZTF20abqlgtv,Ia,0.1035,,2459075.5,2460461.49,-1385.99,ZTF20abqlgtv_20200814_P200_v1.ascii,0
ZTF20abqlgtv,Ia,0.1035,,2459084.5,2460461.49,-1376.99,ZTF20abqlgtv_20200823_Keck1_v1.ascii,0
ZTF20abrffom,Iax,0.02868,,2459075.5,2460475.23,-1399.73,ZTF20abrffom_20200814_P60_v1.ascii,0
ZTF20abrffom,Iax,0.02868,,2459076.5,2460475.23,-1398.73,ZTF20abrffom_20200815_LT_v1.ascii,0
ZTF20abrffom,Iax,0.02868,,2459077.5,2460475.23,-1397.73,ZTF20abrffom_20200816_NOT_v2.ascii,0
ZTF20abrgyhd,Ia,0.066,,2459079.5,2460463.38,-1383.88,ZTF20abrgyhd_20200818_P60_v1.ascii,0
ZTF20abrmbdl,IIn,0.047,,2459075.5,2460472.37,-1396.87,ZTF20abrmbdl_20200814_P200_v1.ascii,0
ZTF20abrnklh,Ia,0.06,,2459075.5,2460463.49,-1387.99,ZTF20abrnklh_20200814_P60_v1.ascii,0
ZTF20abrnklh,Ia,0.06,,2459075.5,2460463.49,-1387.99,ZTF20abrnklh_20200814_P60_v2.ascii,0
ZTF20abrnvwf,Ia,0.08,,2459076.5,2460464.49,-1387.99,ZTF20abrnvwf_20200815_P60_v1.ascii,0
ZTF18abqyaix,Ia,0.0582,,2459077.5,2460463.49,-1385.99,ZTF18abqyaix_20200816_P60_v1.ascii,0
ZTF20abqnctf,Ia,0.08,,2459079.5,2460463.23,-1383.73,ZTF20abqnctf_20200818_P60_v1.ascii,0
ZTF20abqnctf,Ia,0.08,,2459079.5,2460463.23,-1383.73,ZTF20abqnctf_20200818_P60_v2.ascii,0
ZTF20abrcnbr,Ib/c,0.03765,,2459075.5,2460453.51,-1378.01,ZTF20abrcnbr_20200814_P60_v1.ascii,0
ZTF20abrcnbr,Ib/c,0.03765,,2459075.5,2460453.51,-1378.01,ZTF20abrcnbr_20200814_P60_v2.ascii,0
ZTF20abrcnbr,Ib/c,0.03765,,2459090.5,2460453.51,-1363.01,ZTF20abrcnbr_20200829_P200_v1.ascii,0
ZTF20abrcnbr,Ib/c,0.03765,,2459107.5,2460453.51,-1346.01,ZTF20abrcnbr_20200915_Keck1_v2.ascii,0
ZTF20abrnvnn,II,0.0444,,2459079.5,2460458.45,-1378.95,ZTF20abrnvnn_20200818_P60_v1.ascii,0
ZTF20abrnvnn,II,0.0444,,2459079.5,2460458.45,-1378.95,ZTF20abrnvnn_20200818_P60_v2.ascii,0
ZTF20abrnvnn,II,0.0444,,2459107.5,2460458.45,-1350.95,ZTF20abrnvnn_20200915_P200_v1.ascii,0
ZTF19aciefgg,-,,,2459092.5,2460471.47,-1378.97,ZTF19aciefgg_20200831_P60_v1.ascii,0
ZTF19aciefgg,-,,,2459092.5,2460471.47,-1378.97,ZTF19aciefgg_20200831_P60_v2.ascii,0
ZTF20abpubll,Ia,0.09,,2459077.5,2460458.41,-1380.91,ZTF20abpubll_20200816_P60_v1.ascii,0
ZTF20abqkmlp,Ia,0.0834,,2459087.5,2460452.33,-1364.83,ZTF20abqkmlp_20200826_P60_v1.ascii,0
ZTF20abqkmlp,Ia,0.0834,,2459087.5,2460452.33,-1364.83,ZTF20abqkmlp_20200826_P60_v2.ascii,0
ZTF20abqkmlp,Ia,0.0834,,2459112.5,2460452.33,-1339.83,ZTF20abqkmlp_20200920_Keck1_v1.ascii,0
ZTF20abrjmgi,Ia,0.00369,,2459075.5,2460553.52,-1478.02,ZTF20abrjmgi_20200814_NOT_v1.ascii,0
ZTF20absgwch,II?,0.07604,,2459080.5,2460470.43,-1389.93,ZTF20absgwch_20200819_P60_v1.ascii,0
ZTF20absgwch,II?,0.07604,,2459081.5,2460470.43,-1388.93,ZTF20absgwch_20200820_P60_v1.ascii,0
ZTF20absgwch,II?,0.07604,,2459086.5,2460470.43,-1383.93,ZTF20absgwch_20200825_P60_v1.ascii,0
ZTF20absgwch,II?,0.07604,,2459101.5,2460470.43,-1368.93,ZTF20absgwch_20200909_LT_v1.ascii,0
ZTF20absgwch,II?,0.07604,,2459115.5,2460470.43,-1354.93,ZTF20absgwch_20200923_P60_v1.ascii,0
ZTF20absvtnc,Ia,0.035,,2459086.5,2460474.4,-1387.9,ZTF20absvtnc_20200825_APO_v1.ascii,0
ZTF18aatrkga,Ia,0.0285,,2459077.5,2460470.2,-1392.7,ZTF18aatrkga_20200816_LT_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459085.5,2460476.4,-1390.9,ZTF20abswdbg_20200824_P60_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459086.5,2460476.4,-1389.9,ZTF20abswdbg_20200825_P60_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459086.5,2460476.4,-1389.9,ZTF20abswdbg_20200825_P60_v2.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459091.5,2460476.4,-1384.9,ZTF20abswdbg_20200830_NOT_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459091.5,2460476.4,-1384.9,ZTF20abswdbg_20200830_P60_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459091.5,2460476.4,-1384.9,ZTF20abswdbg_20200830_P60_v2.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459097.5,2460476.4,-1378.9,ZTF20abswdbg_20200905_P60_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459141.5,2460476.4,-1334.9,ZTF20abswdbg_20201019_Keck1_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459153.5,2460476.4,-1322.9,ZTF20abswdbg_20201031_Keck2_v1.ascii,0
ZTF20abswdbg,Ic-BL,0.03,,2459173.5,2460476.4,-1302.9,ZTF20abswdbg_20201120_Keck1_v1.ascii,0
ZTF20absyium,Ia,0.02389,,2459077.5,2460477.21,-1399.71,ZTF20absyium_20200816_TNG_v1.ascii,0
ZTF20absyium,Ia,0.02389,,2459079.5,2460477.21,-1397.71,ZTF20absyium_20200818_P60_v1.ascii,0
ZTF20absyium,Ia,0.02389,,2459080.5,2460477.21,-1396.71,ZTF20absyium_20200819_P60_v1.ascii,0
ZTF20absyium,Ia,0.02389,,2459084.5,2460477.21,-1392.71,ZTF20absyium_20200823_P60_v1.ascii,0
ZTF20absyium,Ia,0.02389,,2459114.5,2460477.21,-1362.71,ZTF20absyium_20200922_P60_v1.ascii,0
ZTF20abszzlp,Ia,0.023,,2459080.5,2460477.21,-1396.71,ZTF20abszzlp_20200819_P60_v1.ascii,0
ZTF20abszzlp,Ia,0.023,,2459081.5,2460477.21,-1395.71,ZTF20abszzlp_20200820_P60_v1.ascii,0
ZTF20abtctgr,Ia,0.03976,,2459078.5,2460472.49,-1393.99,ZTF20abtctgr_20200817_GTC_v1.ascii,0
ZTF20abtfnpl,Ia,0.07,,2459086.5,2460469.3,-1382.8,ZTF20abtfnpl_20200825_P60_v1.ascii,0
ZTF20abrhlfb,Ia,0.09,,2459079.5,2460461.39,-1381.89,ZTF20abrhlfb_20200818_P60_v1.ascii,0
ZTF20abrmmah,Ic-BL,0.0725,,2459080.5,2460470.39,-1389.89,ZTF20abrmmah_20200819_P60_v1.ascii,0
ZTF20abrmmah,Ic-BL,0.0725,,2459081.5,2460470.39,-1388.89,ZTF20abrmmah_20200820_P60_v1.ascii,0
ZTF20abrmmah,Ic-BL,0.0725,,2459085.5,2460470.39,-1384.89,ZTF20abrmmah_20200824_P60_v1.ascii,0
ZTF20abrmmah,Ic-BL,0.0725,,2459108.5,2460470.39,-1361.89,ZTF20abrmmah_20200916_P200_v1.ascii,0
ZTF20abrmmah,Ic-BL,0.0725,,2459112.5,2460470.39,-1357.89,ZTF20abrmmah_20200920_Keck1_v1.ascii,0
ZTF20abrnavu,Ia,0.08,,2459081.5,2460466.42,-1384.92,ZTF20abrnavu_20200820_P60_v1.ascii,0
ZTF20absfrbq,Ia,0.07,,2459085.5,2460470.4,-1384.9,ZTF20absfrbq_20200824_P60_v1.ascii,0
ZTF20absfrbq,Ia,0.07,,2459089.5,2460470.4,-1380.9,ZTF20absfrbq_20200828_P60_v1.ascii,0
ZTF20absfrbq,Ia,0.07,,2459089.5,2460470.4,-1380.9,ZTF20absfrbq_20200828_P60_v2.ascii,0
ZTF20abswjae,Ia,0.07427,,2459086.5,2460468.43,-1381.93,ZTF20abswjae_20200825_P60_v1.ascii,0
ZTF20abswjae,Ia,0.07427,,2459086.5,2460468.43,-1381.93,ZTF20abswjae_20200825_P60_v3.ascii,0
ZTF20abtjjhb,IIn,0.064,,2459093.5,2460486.45,-1392.95,ZTF20abtjjhb_20200901_P60_v1.ascii,0
ZTF20abtjjhb,IIn,0.064,,2459094.5,2460486.45,-1391.95,ZTF20abtjjhb_20200902_P60_v1.ascii,0
ZTF20abtjjhb,IIn,0.064,,2459100.5,2460486.45,-1385.95,ZTF20abtjjhb_20200908_LT_v1.ascii,0
ZTF20abtnpwt,Ia,0.09,,2459090.5,2460477.4,-1386.9,ZTF20abtnpwt_20200829_P60_v1.ascii,0
ZTF20abtnpwt,Ia,0.09,,2459090.5,2460477.4,-1386.9,ZTF20abtnpwt_20200829_P60_v2.ascii,0
ZTF20abtsecq,Ia,0.076,,2459093.5,2460474.33,-1380.83,ZTF20abtsecq_20200901_P60_v1.ascii,0
ZTF20abtsecq,Ia,0.076,,2459093.5,2460474.33,-1380.83,ZTF20abtsecq_20200901_P60_v2.ascii,0
ZTF20abqyqcu,-,0.1,,2459081.5,2460475.18,-1393.68,ZTF20abqyqcu_20200820_P60_v1.ascii,0
ZTF20abqyqcu,-,0.1,,2459097.5,2460475.18,-1377.68,ZTF20abqyqcu_20200905_P60_v1.ascii,0
ZTF20abqyqcu,-,0.1,,2459107.5,2460475.18,-1367.68,ZTF20abqyqcu_20200915_P200_v1.ascii,0
ZTF20abraygp,-,0.0,,2459081.5,2460462.44,-1380.94,ZTF20abraygp_20200820_P60_v1.ascii,0
ZTF20abthxfr,Ia,0.046,,2459081.5,2460472.51,-1391.01,ZTF20abthxfr_20200820_P60_v1.ascii,0
ZTF20abthxfr,Ia,0.046,,2459081.5,2460472.51,-1391.01,ZTF20abthxfr_20200820_P60_v2.ascii,0
ZTF20abucvpo,Ia,0.03,,2459083.5,2460475.47,-1391.97,ZTF20abucvpo_20200822_P60_v1.ascii,0
ZTF20abnofwd,Ia,0.035,,2459090.5,2460446.5,-1356.0,ZTF20abnofwd_20200829_P60_v1.ascii,0
ZTF20abnofwd,Ia,0.035,,2459090.5,2460446.5,-1356.0,ZTF20abnofwd_20200829_P60_v2.ascii,0
ZTF20abnofwd,Ia,0.035,,2459108.5,2460446.5,-1338.0,ZTF20abnofwd_20200916_P200_v1.ascii,0
ZTF20abszyjg,Ia,0.046,,2459082.5,2460470.28,-1387.78,ZTF20abszyjg_20200821_P60_v1.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459082.5,2460471.5,-1389.0,ZTF20abtkjfw_20200821_P60_v1.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459082.5,2460471.5,-1389.0,ZTF20abtkjfw_20200821_P60_v2.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459089.5,2460471.5,-1382.0,ZTF20abtkjfw_20200828_P200_v1.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459091.5,2460471.5,-1380.0,ZTF20abtkjfw_20200830_P60_v1.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459091.5,2460471.5,-1380.0,ZTF20abtkjfw_20200830_P60_v2.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459107.5,2460471.5,-1364.0,ZTF20abtkjfw_20200915_Keck1_v1.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459142.5,2460471.5,-1329.0,ZTF20abtkjfw_20201020_Keck1_v1.ascii,0
ZTF20abtkjfw,Ic,0.01744,,2459173.5,2460471.5,-1298.0,ZTF20abtkjfw_20201120_Keck1_v1.ascii,0
ZTF20abtmfpq,CV,,,2459087.5,2460462.26,-1374.76,ZTF20abtmfpq_20200826_P60_v1.ascii,0
ZTF20abucjsa,Ia,0.043,,2459082.5,2460472.53,-1390.03,ZTF20abucjsa_20200821_P60_v1.ascii,0
ZTF20abucjsa,Ia,0.043,,2459101.5,2460472.53,-1371.03,ZTF20abucjsa_20200909_LT_v1.ascii,0
ZTF20abucjsa,Ia,0.043,,2459106.5,2460472.53,-1366.03,ZTF20abucjsa_20200914_P60_v1.ascii,0
ZTF20abucjsa,Ia,0.043,,2459107.5,2460472.53,-1365.03,ZTF20abucjsa_20200915_P200_v1.ascii,0
ZTF20abucjsa,Ia,0.043,,2459112.5,2460472.53,-1360.03,ZTF20abucjsa_20200920_Keck1_v1.ascii,0
ZTF20abujoya,Ia,0.07,,2459082.5,2460467.51,-1385.01,ZTF20abujoya_20200821_P60_v1.ascii,0
ZTF20abujoya,Ia,0.07,,2459082.5,2460467.51,-1385.01,ZTF20abujoya_20200821_P60_v2.ascii,0
ZTF20abujoya,Ia,0.07,,2459091.5,2460467.51,-1376.01,ZTF20abujoya_20200830_NOT_v1.ascii,0
ZTF20abupuzr,-,,,2459112.5,2460492.32,-1379.82,ZTF20abupuzr_20200920_P60_v1.ascii,0
ZTF20abuqali,II,0.04,,2459082.5,2460492.5,-1410.0,ZTF20abuqali_20200821_P60_v1.ascii,0
ZTF20abuqali,II,0.04,,2459084.5,2460492.5,-1408.0,ZTF20abuqali_20200823_P60_v1.ascii,0
ZTF20abuqali,II,0.04,,2459084.5,2460492.5,-1408.0,ZTF20abuqali_20200823_P60_v2.ascii,0
ZTF20abuqali,II,0.04,,2459091.5,2460492.5,-1401.0,ZTF20abuqali_20200830_P60_v1.ascii,0
ZTF20abuqali,II,0.04,,2459091.5,2460492.5,-1401.0,ZTF20abuqali_20200830_P60_v2.ascii,0
