ZTF_Name,Class,col3,col4,col5,col6,col7,Version,col9
ZTF20abywsut,Ic,0.03142,,2459110.5,2460497.36,-1386.86,ZTF20abywsut_20200918_P60_v2.ascii,0
ZTF20abywsut,Ic,0.03142,,2459112.5,2460497.36,-1384.86,ZTF20abywsut_20200920_NOT_v1.ascii,0
ZTF20abywsut,Ic,0.03142,,2459117.5,2460497.36,-1379.86,ZTF20abywsut_20200925_P60_v1.ascii,0
ZTF20abywsut,Ic,0.03142,,2459117.5,2460497.36,-1379.86,ZTF20abywsut_20200925_P60_v2.ascii,0
ZTF20abyxcib,Ia,0.02897,,2459106.5,2460494.55,-1388.05,ZTF20abyxcib_20200914_P60_v1.ascii,0
ZTF20abyxcib,Ia,0.02897,,2459106.5,2460494.55,-1388.05,ZTF20abyxcib_20200914_P60_v2.ascii,0
ZTF20abyxcib,Ia,0.02897,,2459108.5,2460494.55,-1386.05,ZTF20abyxcib_20200916_P200_v1.ascii,0
ZTF20abyxcib,Ia,0.02897,,2459115.5,2460494.55,-1379.05,ZTF20abyxcib_20200923_P60_v1.ascii,0
ZTF20abyylgi,II,0.02891,,2459106.5,2460498.53,-1392.03,ZTF20abyylgi_20200914_P60_v1.ascii,0
ZTF20abyylgi,II,0.02891,,2459111.5,2460498.53,-1387.03,ZTF20abyylgi_20200919_P60_v1.ascii,0
ZTF20abyylgi,II,0.02891,,2459112.5,2460498.53,-1386.03,ZTF20abyylgi_20200920_P60_v1.ascii,0
ZTF20abyylgi,II,0.02891,,2459113.5,2460498.53,-1385.03,ZTF20abyylgi_20200921_P60_v1.ascii,0
ZTF20abyylgi,II,0.02891,,2459114.5,2460498.53,-1384.03,ZTF20abyylgi_20200922_P60_v1.ascii,0
ZTF20abxidyb,Ia,0.099,,2459109.5,2460486.44,-1376.94,ZTF20abxidyb_20200917_Keck1_v1.ascii,0
ZTF20abyjoxb,Ia,0.085,,2459112.5,2460492.4,-1379.9,ZTF20abyjoxb_20200920_P60_v1.ascii,0
ZTF20abjfufv,Ia,0.03,,2459109.5,2460497.31,-1387.81,ZTF20abjfufv_20200917_P60_v1.ascii,0
ZTF20abyppuk,Ia,0.08,,2459107.5,2460494.31,-1386.81,ZTF20abyppuk_20200915_P60_v1.ascii,0
ZTF20abyppuk,Ia,0.08,,2459109.5,2460494.31,-1384.81,ZTF20abyppuk_20200917_P60_v1.ascii,0
ZTF20abyskia,Ia,0.08,,2459109.5,2460494.19,-1384.69,ZTF20abyskia_20200917_P60_v1.ascii,0
ZTF20abyskia,Ia,0.08,,2459109.5,2460494.19,-1384.69,ZTF20abyskia_20200917_P60_v2.ascii,0
ZTF20abyskia,Ia,0.08,,2459110.5,2460494.19,-1383.69,ZTF20abyskia_20200918_P60_v1.ascii,0
ZTF20abyskia,Ia,0.08,,2459110.5,2460494.19,-1383.69,ZTF20abyskia_20200918_P60_v2.ascii,0
ZTF20abyskia,Ia,0.08,,2459111.5,2460494.19,-1382.69,ZTF20abyskia_20200919_P60_v1.ascii,0
ZTF20abywydb,II,0.04,,2459110.5,2460486.45,-1375.95,ZTF20abywydb_20200918_P60_v1.ascii,0
ZTF20abywydb,II,0.04,,2459112.5,2460486.45,-1373.95,ZTF20abywydb_20200920_Keck1_v1.ascii,0
ZTF20abywydb,II,0.04,,2459112.5,2460486.45,-1373.95,ZTF20abywydb_20200920_P60_v1.ascii,0
ZTF20abywydb,II,0.04,,2459114.5,2460486.45,-1371.95,ZTF20abywydb_20200922_APO_v1.ascii,0
ZTF20abyxogn,-,,,2459107.5,2460486.43,-1378.93,ZTF20abyxogn_20200915_P60_v1.ascii,0
ZTF20abyyfmw,Ia,0.02581,,2459107.5,2460500.28,-1392.78,ZTF20abyyfmw_20200915_P60_v1.ascii,0
ZTF20abyyfmw,Ia,0.02581,,2459107.5,2460500.28,-1392.78,ZTF20abyyfmw_20200915_P60_v2.ascii,0
ZTF20abyyzvg,-,,,2459107.5,2460488.21,-1380.71,ZTF20abyyzvg_20200915_P60_v1.ascii,0
ZTF20abyzbxa,Ia,0.08,,2459112.5,2460495.21,-1382.71,ZTF20abyzbxa_20200920_P60_v1.ascii,0
ZTF20abyzbxa,Ia,0.08,,2459112.5,2460495.21,-1382.71,ZTF20abyzbxa_20200920_P60_v2.ascii,0
ZTF20abyzomt,II,0.02212,,2459107.5,2460492.34,-1384.84,ZTF20abyzomt_20200915_P60_v1.ascii,0
ZTF20abyzomt,II,0.02212,,2459108.5,2460492.34,-1383.84,ZTF20abyzomt_20200916_P60_v1.ascii,0
ZTF20abyzomt,II,0.02212,,2459108.5,2460492.34,-1383.84,ZTF20abyzomt_20200916_P60_v2.ascii,0
ZTF20abyzomt,II,0.02212,,2459112.5,2460492.34,-1379.84,ZTF20abyzomt_20200920_P60_v1.ascii,0
ZTF20abyzomt,II,0.02212,,2459112.5,2460492.34,-1379.84,ZTF20abyzomt_20200920_P60_v2.ascii,0
ZTF20abyzomt,II,0.02212,,2459149.5,2460492.34,-1342.84,ZTF20abyzomt_20201027_P60_v1.ascii,0
ZTF20abyzprl,II,0.053,,2459111.5,2460492.4,-1380.9,ZTF20abyzprl_20200919_P60_v1.ascii,0
ZTF20abyzprl,II,0.053,,2459111.5,2460492.4,-1380.9,ZTF20abyzprl_20200919_P60_v2.ascii,0
ZTF20abzcfqn,Ia,0.0805,,2459107.5,2460499.33,-1391.83,ZTF20abzcfqn_20200915_Keck1_v1.ascii,0
ZTF20abzcmge,-,,,2459107.5,2460488.53,-1381.03,ZTF20abzcmge_20200915_P60_v1.ascii,0
ZTF20abzcokk,CV,,,2459107.5,2460489.42,-1381.92,ZTF20abzcokk_20200915_P60_v1.ascii,0
ZTF20abzcsbt,Ia,0.023,,2459107.5,2460500.55,-1393.05,ZTF20abzcsbt_20200915_P60_v1.ascii,0
ZTF20abzetdf,Ia,0.07,,2459110.5,2460496.51,-1386.01,ZTF20abzetdf_20200918_P60_v1.ascii,0
ZTF20abzetdf,Ia,0.07,,2459112.5,2460496.51,-1384.01,ZTF20abzetdf_20200920_P60_v1.ascii,0
ZTF20abyosmd,II,0.02106,,2459108.5,2460510.55,-1402.05,ZTF20abyosmd_20200916_P200_v1.ascii,0
ZTF20abyosmd,II,0.02106,,2459108.5,2460510.55,-1402.05,ZTF20abyosmd_20200916_P60_v1.ascii,0
ZTF20abyosmd,II,0.02106,,2459108.5,2460510.55,-1402.05,ZTF20abyosmd_20200916_P60_v2.ascii,0
ZTF20abyosmd,II,0.02106,,2459109.5,2460510.55,-1401.05,ZTF20abyosmd_20200917_P60_v1.ascii,0
ZTF20abytful,-,,,2459108.5,2460489.21,-1380.71,ZTF20abytful_20200916_P60_v1.ascii,0
ZTF20abywzvj,Ia,0.03874,,2459107.5,2460495.45,-1387.95,ZTF20abywzvj_20200915_P60_v1.ascii,0
ZTF20abyzgzj,Ia,0.06,,2459109.5,2460498.22,-1388.72,ZTF20abyzgzj_20200917_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459109.5,2460492.34,-1382.84,ZTF20abyznqs_20200917_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459110.5,2460492.34,-1381.84,ZTF20abyznqs_20200918_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459113.5,2460492.34,-1378.84,ZTF20abyznqs_20200921_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459114.5,2460492.34,-1377.84,ZTF20abyznqs_20200922_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459114.5,2460492.34,-1377.84,ZTF20abyznqs_20200922_P60_v2.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459116.5,2460492.34,-1375.84,ZTF20abyznqs_20200924_APO_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459125.5,2460492.34,-1366.84,ZTF20abyznqs_20201003_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459126.5,2460492.34,-1365.84,ZTF20abyznqs_20201004_P60_v1.ascii,0
ZTF20abyznqs,Ibn,0.05,,2459130.5,2460492.34,-1361.84,ZTF20abyznqs_20201008_NOT_v1.ascii,0
ZTF20abyzoof,II,0.02851,,2459108.5,2460561.13,-1452.63,ZTF20abyzoof_20200916_P200_v1.ascii,0
ZTF20abzayoe,Ia,0.079,,2459116.5,2460489.32,-1372.82,ZTF20abzayoe_20200924_APO_v1.ascii,0
ZTF20abzbfct,Ia,0.0343,,2459108.5,2460508.39,-1399.89,ZTF20abzbfct_20200916_P200_v1.ascii,0
ZTF20abzbfct,Ia,0.0343,,2459113.5,2460508.39,-1394.89,ZTF20abzbfct_20200921_FTN_v1.ascii,0
ZTF20abzcokv,Ia,0.055,,2459110.5,2460504.42,-1393.92,ZTF20abzcokv_20200918_P60_v1.ascii,0
ZTF20abzettb,Ia-91bg,0.01855,,2459108.5,2460489.46,-1380.96,ZTF20abzettb_20200916_P200_v1.ascii,0
ZTF20abzgddp,-,,,2459110.5,2460489.2,-1378.7,ZTF20abzgddp_20200918_P60_v1.ascii,0
ZTF20abzgddp,-,,,2459110.5,2460489.2,-1378.7,ZTF20abzgddp_20200918_P60_v2.ascii,0
ZTF20abzgegm,II,0.046,,2459111.5,2460492.28,-1380.78,ZTF20abzgegm_20200919_P60_v1.ascii,0
ZTF20abzgegm,II,0.046,,2459118.5,2460492.28,-1373.78,ZTF20abzgegm_20200926_P60_v1.ascii,0
ZTF20abzgegm,II,0.046,,2459122.5,2460492.28,-1369.78,ZTF20abzgegm_20200930_P60_v1.ascii,0
ZTF20abzgegm,II,0.046,,2459128.5,2460492.28,-1363.78,ZTF20abzgegm_20201006_P60_v1.ascii,0
ZTF20abzgegm,II,0.046,,2459141.5,2460492.28,-1350.78,ZTF20abzgegm_20201019_Keck1_v1.ascii,0
ZTF20abzhwtq,Ia,0.05374,,2459108.5,2460493.35,-1384.85,ZTF20abzhwtq_20200916_P60_v1.ascii,0
ZTF20abzhwtq,Ia,0.05374,,2459108.5,2460493.35,-1384.85,ZTF20abzhwtq_20200916_P60_v2.ascii,0
ZTF20abzjoxd,IIn,0.0577,,2459122.5,2460504.28,-1381.78,ZTF20abzjoxd_20200930_P60_v1.ascii,0
ZTF20abzjoxd,IIn,0.0577,,2459125.5,2460504.28,-1378.78,ZTF20abzjoxd_20201003_P60_v1.ascii,0
ZTF20abzjoxd,IIn,0.0577,,2459127.5,2460504.28,-1376.78,ZTF20abzjoxd_20201005_P60_v1.ascii,0
ZTF20abzjoxd,IIn,0.0577,,2459134.5,2460504.28,-1369.78,ZTF20abzjoxd_20201012_P60_v1.ascii,0
ZTF20abzjoxd,IIn,0.0577,,2459134.5,2460504.28,-1369.78,ZTF20abzjoxd_20201012_P60_v2.ascii,0
ZTF20abzjoxd,IIn,0.0577,,2459141.5,2460504.28,-1362.78,ZTF20abzjoxd_20201019_Keck1_v1.ascii,0
ZTF18aaaehwv,-,,,2459109.5,2460490.55,-1381.05,ZTF18aaaehwv_20200917_P60_v1.ascii,0
ZTF20abypkpz,Ia,0.064,,2459109.5,2460496.31,-1386.81,ZTF20abypkpz_20200917_P60_v1.ascii,0
ZTF20abypkpz,Ia,0.064,,2459112.5,2460496.31,-1383.81,ZTF20abypkpz_20200920_Keck1_v1.ascii,0
ZTF20abzjcdg,Ic,0.04643,,2459109.5,2460494.33,-1384.83,ZTF20abzjcdg_20200917_P60_v1.ascii,0
ZTF20abzjcdg,Ic,0.04643,,2459112.5,2460494.33,-1381.83,ZTF20abzjcdg_20200920_Keck1_v1.ascii,0
ZTF20abzjcdg,Ic,0.04643,,2459116.5,2460494.33,-1377.83,ZTF20abzjcdg_20200924_P60_v1.ascii,0
ZTF20abzjcdg,Ic,0.04643,,2459116.5,2460494.33,-1377.83,ZTF20abzjcdg_20200924_P60_v2.ascii,0
ZTF20abztkiv,II,0.03529,,2459116.5,2460499.45,-1382.95,ZTF20abztkiv_20200924_P60_v1.ascii,0
ZTF20abztkiv,II,0.03529,,2459116.5,2460499.45,-1382.95,ZTF20abztkiv_20200924_P60_v2.ascii,0
ZTF20abztkiv,II,0.03529,,2459142.5,2460499.45,-1356.95,ZTF20abztkiv_20201020_Keck1_v1.ascii,0
ZTF20abztkiv,II,0.03529,,2459142.5,2460499.45,-1356.95,ZTF20abztkiv_20201020_Keck1_v2.ascii,0
ZTF18abvuddu,-,,,2459111.5,2460494.34,-1382.84,ZTF18abvuddu_20200919_P60_v1.ascii,0
ZTF20abyxnjo,Ia,0.08,,2459117.5,2460497.35,-1379.85,ZTF20abyxnjo_20200925_P60_v1.ascii,0
ZTF20abyxuky,Ia,0.08,,2459115.5,2460497.43,-1381.93,ZTF20abyxuky_20200923_P60_v1.ascii,0
ZTF20abzcrno,-,,,2459119.5,2460505.37,-1385.87,ZTF20abzcrno_20200927_P60_v1.ascii,0
ZTF20abzcrno,-,,,2459119.5,2460505.37,-1385.87,ZTF20abzcrno_20200927_P60_v2.ascii,0
ZTF20abzfoyg,Ia,0.075,,2459137.5,2460495.21,-1357.71,ZTF20abzfoyg_20201015_APO_v1.ascii,0
ZTF20abzjpsv,Ia,0.095,,2459111.5,2460492.4,-1380.9,ZTF20abzjpsv_20200919_P60_v1.ascii,0
ZTF18abxhsyn,Ia,0.03757,,2459111.5,2460505.34,-1393.84,ZTF18abxhsyn_20200919_P60_v1.ascii,0
ZTF18abxhsyn,Ia,0.03757,,2459112.5,2460505.34,-1392.84,ZTF18abxhsyn_20200920_Keck1_v1.ascii,0
ZTF20abyxjvm,-,0.07873,,2459113.5,2460502.35,-1388.85,ZTF20abyxjvm_20200921_P60_v1.ascii,0
ZTF20abyxjvm,-,0.07873,,2459118.5,2460502.35,-1383.85,ZTF20abyxjvm_20200926_P60_v1.ascii,0
ZTF20abzaknn,Ia,0.094,,2459111.5,2460499.35,-1387.85,ZTF20abzaknn_20200919_P60_v1.ascii,0
ZTF20abzcmeh,-,,,2459116.5,2460497.41,-1380.91,ZTF20abzcmeh_20200924_P60_v1.ascii,0
ZTF20abzcmeh,-,,,2459119.5,2460497.41,-1377.91,ZTF20abzcmeh_20200927_P60_v1.ascii,0
ZTF20abzcmeh,-,,,2459119.5,2460497.41,-1377.91,ZTF20abzcmeh_20200927_P60_v2.ascii,0
ZTF20abzcmeh,-,,,2459120.5,2460497.41,-1376.91,ZTF20abzcmeh_20200928_P60_v1.ascii,0
ZTF20abzjads,Ia,0.075,,2459111.5,2460501.25,-1389.75,ZTF20abzjads_20200919_P60_v1.ascii,0
ZTF20abzjads,Ia,0.075,,2459115.5,2460501.25,-1385.75,ZTF20abzjads_20200923_P60_v1.ascii,0
ZTF20abzjvse,Ia,0.08,,2459116.5,2460508.36,-1391.86,ZTF20abzjvse_20200924_P60_v1.ascii,0
ZTF20abzpxxu,Ia,0.09,,2459117.5,2460507.35,-1389.85,ZTF20abzpxxu_20200925_P60_v1.ascii,0
ZTF20abzpxxu,Ia,0.09,,2459117.5,2460507.35,-1389.85,ZTF20abzpxxu_20200925_P60_v2.ascii,0
ZTF20abzvxyk,Ia,0.093,,2459120.5,2460506.37,-1385.87,ZTF20abzvxyk_20200928_P60_v1.ascii,0
ZTF20acaapwk,Ia,0.074,,2459113.5,2460504.54,-1391.04,ZTF20acaapwk_20200921_NOT_v1.ascii,0
ZTF20acaapwk,Ia,0.074,,2459114.5,2460504.54,-1390.04,ZTF20acaapwk_20200922_P60_v1.ascii,0
ZTF20acaczen,Ia,0.087,,2459128.5,2460499.34,-1370.84,ZTF20acaczen_20201006_P60_v1.ascii,0
ZTF20acaczen,Ia,0.087,,2459145.5,2460499.34,-1353.84,ZTF20acaczen_20201023_SOAR_v1.ascii,0
ZTF20acaczen,Ia,0.087,,2459145.5,2460499.34,-1353.84,ZTF20acaczen_20201023_SOAR_v2.ascii,0
ZTF20acaiztt,II,0.05,,2459134.5,2460505.45,-1370.95,ZTF20acaiztt_20201012_Keck1_v1.ascii,0
ZTF20abyfmjr,Ia,0.099,,2459109.5,2460492.48,-1382.98,ZTF20abyfmjr_20200917_Keck1_v1.ascii,0
ZTF20abyfmjr,Ia,0.099,,2459112.5,2460492.48,-1379.98,ZTF20abyfmjr_20200920_P60_v1.ascii,0
ZTF20abzeynv,-,,,2459112.5,2460496.51,-1384.01,ZTF20abzeynv_20200920_P60_v1.ascii,0
ZTF20abzeynv,-,,,2459115.5,2460496.51,-1381.01,ZTF20abzeynv_20200923_P60_v1.ascii,0
ZTF20abzeynv,-,,,2459116.5,2460496.51,-1380.01,ZTF20abzeynv_20200924_P60_v1.ascii,0
ZTF20abzeynv,-,,,2459118.5,2460496.51,-1378.01,ZTF20abzeynv_20200926_P60_v1.ascii,0
ZTF20abzeynv,-,,,2459120.5,2460496.51,-1376.01,ZTF20abzeynv_20200928_P60_v1.ascii,0
ZTF20abzoaas,II,0.02723,,2459113.5,2460497.18,-1383.68,ZTF20abzoaas_20200921_P60_v1.ascii,0
ZTF20abzoaas,II,0.02723,,2459119.5,2460497.18,-1377.68,ZTF20abzoaas_20200927_P60_v1.ascii,0
ZTF20acazpve,-,,,2459120.5,2460493.26,-1372.76,ZTF20acazpve_20200928_P60_v1.ascii,0
ZTF20abysxbk,Ib,0.02539,,2459117.5,2460493.27,-1375.77,ZTF20abysxbk_20200925_P60_v1.ascii,0
ZTF20abysxbk,Ib,0.02539,,2459117.5,2460493.27,-1375.77,ZTF20abysxbk_20200925_P60_v2.ascii,0
ZTF20abysxbk,Ib,0.02539,,2459134.5,2460493.27,-1358.77,ZTF20abysxbk_20201012_Keck1_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459110.5,2460496.21,-1385.71,ZTF20abzoeiw_20200918_LT_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459113.5,2460496.21,-1382.71,ZTF20abzoeiw_20200921_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459115.5,2460496.21,-1380.71,ZTF20abzoeiw_20200923_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459122.5,2460496.21,-1373.71,ZTF20abzoeiw_20200930_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459130.5,2460496.21,-1365.71,ZTF20abzoeiw_20201008_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459136.5,2460496.21,-1359.71,ZTF20abzoeiw_20201014_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459141.5,2460496.21,-1354.71,ZTF20abzoeiw_20201019_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459143.5,2460496.21,-1352.71,ZTF20abzoeiw_20201021_P200_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459167.5,2460496.21,-1328.71,ZTF20abzoeiw_20201114_P60_v1.ascii,0
ZTF20abzoeiw,Ic-BL,0.027,,2459171.5,2460496.21,-1324.71,ZTF20abzoeiw_20201118_NOT_v1.ascii,0
ZTF20acauthg,Ia,0.08,,2459118.5,2460505.38,-1386.88,ZTF20acauthg_20200926_P60_v1.ascii,0
ZTF20abuhcje,-,,,2459113.5,2460486.49,-1372.99,ZTF20abuhcje_20200921_P60_v1.ascii,0
ZTF20abzgfhl,Ia,0.08,,2459114.5,2460496.22,-1381.72,ZTF20abzgfhl_20200922_P60_v1.ascii,0
ZTF20abzgfhl,Ia,0.08,,2459114.5,2460496.22,-1381.72,ZTF20abzgfhl_20200922_P60_v2.ascii,0
ZTF20acbeanu,Ia,0.06,,2459119.5,2460502.38,-1382.88,ZTF20acbeanu_20200927_P60_v1.ascii,0
ZTF20acbttnt,Ia-91T,0.099,,2459119.5,2460504.37,-1384.87,ZTF20acbttnt_20200927_P60_v1.ascii,0
ZTF20abzuhfn,-,,,2459122.5,2460507.52,-1385.02,ZTF20abzuhfn_20200930_P60_v1.ascii,0
ZTF20acajvrj,Ia,0.0705,,2459137.5,2460507.32,-1369.82,ZTF20acajvrj_20201015_APO_v1.ascii,0
ZTF20acbakkg,Ia,0.038,,2459116.5,2460502.23,-1385.73,ZTF20acbakkg_20200924_P60_v1.ascii,0
ZTF20acbakkg,Ia,0.038,,2459116.5,2460502.23,-1385.73,ZTF20acbakkg_20200924_P60_v2.ascii,0
ZTF20acbakkg,Ia,0.038,,2459120.5,2460502.23,-1381.73,ZTF20acbakkg_20200928_P60_v1.ascii,0
ZTF20acbakkg,Ia,0.038,,2459120.5,2460502.23,-1381.73,ZTF20acbakkg_20200928_P60_v2.ascii,0
ZTF20acbakkg,Ia,0.038,,2459133.5,2460502.23,-1368.73,ZTF20acbakkg_20201011_P60_v1.ascii,0
ZTF20acbakkg,Ia,0.038,,2459141.5,2460502.23,-1360.73,ZTF20acbakkg_20201019_Keck1_v1.ascii,0
ZTF20acbcfaa,SLSN-II,0.264,,2459151.5,2460549.15,-1397.65,ZTF20acbcfaa_20201029_P60_v1.ascii,0
ZTF20acbcfaa,SLSN-II,0.264,,2459165.5,2460549.15,-1383.65,ZTF20acbcfaa_20201112_P200_v2.ascii,0
ZTF20acbcfaa,SLSN-II,0.264,,2459167.5,2460549.15,-1381.65,ZTF20acbcfaa_20201114_P60_v1.ascii,0
ZTF20acbcfaa,SLSN-II,0.264,,2459170.5,2460549.15,-1378.65,ZTF20acbcfaa_20201117_Lick_3-m_v1.ascii,0
ZTF20acbcfaa,SLSN-II,0.264,,2459190.5,2460549.15,-1358.65,ZTF20acbcfaa_20201207_NTT_v1.ascii,0
ZTF20acbcfaa,SLSN-II,0.264,,2459347.5,2460549.15,-1201.65,ZTF20acbcfaa_20210513_P200_v1.ascii,0
ZTF20accdijx,II,0.025,,2459116.5,2460516.33,-1399.83,ZTF20accdijx_20200924_P60_v1.ascii,0
ZTF20accdijx,II,0.025,,2459125.5,2460516.33,-1390.83,ZTF20accdijx_20201003_LT_v1.ascii,0
ZTF20accdijx,II,0.025,,2459125.5,2460516.33,-1390.83,ZTF20accdijx_20201003_P60_v1.ascii,0
ZTF20accdijx,II,0.025,,2459126.5,2460516.33,-1389.83,ZTF20accdijx_20201004_P60_v1.ascii,0
ZTF20abyleyk,Ia,0.0459,,2459117.5,2460496.2,-1378.7,ZTF20abyleyk_20200925_P60_v1.ascii,0
ZTF20abyleyk,Ia,0.0459,,2459137.5,2460496.2,-1358.7,ZTF20abyleyk_20201015_APO_v1.ascii,0
ZTF20abzpxjv,-,,,2459118.5,2460504.52,-1386.02,ZTF20abzpxjv_20200926_P60_v1.ascii,0
ZTF20abzpxjv,-,,,2459120.5,2460504.52,-1384.02,ZTF20abzpxjv_20200928_P60_v1.ascii,0
ZTF20abzpxjv,-,,,2459121.5,2460504.52,-1383.02,ZTF20abzpxjv_20200929_P60_v1.ascii,0
ZTF20acajwft,-,,,2459117.5,2460492.4,-1374.9,ZTF20acajwft_20200925_P60_v1.ascii,0
ZTF20acberbd,Ia,0.07,,2459125.5,2460493.42,-1367.92,ZTF20acberbd_20201003_LT_v1.ascii,0
ZTF20acbiwri,II,0.03,,2459136.5,2460508.56,-1372.06,ZTF20acbiwri_20201014_P60_v1.ascii,0
ZTF20acbnwyb,Ia,0.06,,2459117.5,2460503.31,-1385.81,ZTF20acbnwyb_20200925_P60_v1.ascii,0
ZTF20accrldu,II,0.03777,,2459115.5,2460504.31,-1388.81,ZTF20accrldu_20200923_P60_v1.ascii,0
ZTF20accrldu,II,0.03777,,2459118.5,2460504.31,-1385.81,ZTF20accrldu_20200926_P60_v1.ascii,0
ZTF20accrldu,II,0.03777,,2459120.5,2460504.31,-1383.81,ZTF20accrldu_20200928_P60_v1.ascii,0
ZTF20acdafau,Ia,0.016,,2459119.5,2460513.22,-1393.72,ZTF20acdafau_20200927_P60_v1.ascii,0
ZTF20acduffd,Ia,0.01954,,2459117.5,2460511.51,-1394.01,ZTF20acduffd_20200925_P60_v1.ascii,0
ZTF20acduffd,Ia,0.01954,,2459117.5,2460511.51,-1394.01,ZTF20acduffd_20200925_P60_v2.ascii,0
ZTF20acduffd,Ia,0.01954,,2459119.5,2460511.51,-1392.01,ZTF20acduffd_20200927_P60_v1.ascii,0
ZTF20acduffd,Ia,0.01954,,2459122.5,2460511.51,-1389.01,ZTF20acduffd_20200930_LT_v1.ascii,0
ZTF20acduffd,Ia,0.01954,,2459122.5,2460511.51,-1389.01,ZTF20acduffd_20200930_P60_v1.ascii,0
ZTF20acduffd,Ia,0.01954,,2459131.5,2460511.51,-1380.01,ZTF20acduffd_20201009_P60_v1.ascii,0
ZTF18abvoyen,CV,,,2459118.5,2460499.27,-1380.77,ZTF18abvoyen_20200926_P60_v1.ascii,0
ZTF20accagnf,Ia,0.06,,2459118.5,2460507.21,-1388.71,ZTF20accagnf_20200926_P60_v1.ascii,0
ZTF20accagnf,Ia,0.06,,2459118.5,2460507.21,-1388.71,ZTF20accagnf_20200926_P60_v2.ascii,0
ZTF20accovje,Ia,0.094,,2459126.5,2460507.28,-1380.78,ZTF20accovje_20201004_P60_v1.ascii,0
ZTF20acczsxk,-,,,2459122.5,2460497.24,-1374.74,ZTF20acczsxk_20200930_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459117.5,2460518.35,-1400.85,ZTF20acdqjeq_20200925_Gemini_N_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459117.5,2460518.35,-1400.85,ZTF20acdqjeq_20200925_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459118.5,2460518.35,-1399.85,ZTF20acdqjeq_20200926_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459119.5,2460518.35,-1398.85,ZTF20acdqjeq_20200927_NOT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459120.5,2460518.35,-1397.85,ZTF20acdqjeq_20200928_LT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459120.5,2460518.35,-1397.85,ZTF20acdqjeq_20200928_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459124.5,2460518.35,-1393.85,ZTF20acdqjeq_20201002_LT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459124.5,2460518.35,-1393.85,ZTF20acdqjeq_20201002_NOT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459125.5,2460518.35,-1392.85,ZTF20acdqjeq_20201003_P200_v3.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459130.5,2460518.35,-1387.85,ZTF20acdqjeq_20201008_LT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459132.5,2460518.35,-1385.85,ZTF20acdqjeq_20201010_LT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459134.5,2460518.35,-1383.85,ZTF20acdqjeq_20201012_Keck1_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459134.5,2460518.35,-1383.85,ZTF20acdqjeq_20201012_LT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459137.5,2460518.35,-1380.85,ZTF20acdqjeq_20201015_IRTF_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459137.5,2460518.35,-1380.85,ZTF20acdqjeq_20201015_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459145.5,2460518.35,-1372.85,ZTF20acdqjeq_20201023_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459149.5,2460518.35,-1368.85,ZTF20acdqjeq_20201027_LT_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459149.5,2460518.35,-1368.85,ZTF20acdqjeq_20201027_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459150.5,2460518.35,-1367.85,ZTF20acdqjeq_20201028_P60_v1.ascii,0
ZTF20acdqjeq,Iax,0.01722,,2459150.5,2460518.35,-1367.85,ZTF20acdqjeq_20201028_P60_v2.ascii,0
