Version,ZTF_Name,z_sntemplate,z_rlap,z_snid,z_snid_err,z_level,rank_1,sntemplate_1,rlap_1,c_snid_1,z_snid_1,z_snid_err_1,age_1,age_flag_1,rank_2,sntemplate_2,rlap_2,c_snid_2,z_snid_2,z_snid_err_2,age_2,age_flag_2,rank_3,sntemplate_3,rlap_3,c_snid_3,z_snid_3,z_snid_err_3,age_3,age_flag_3,rank_4,sntemplate_4,rlap_4,c_snid_4,z_snid_4,z_snid_err_4,age_4,age_flag_4,rank_5,sntemplate_5,rlap_5,c_snid_5,z_snid_5,z_snid_err_5,age_5,age_flag_5
ZTF19aawgfnn_20190607_P60_v1.ascii,ZTF19aawgfnn,sn98aq,11.87,0.0558,0.0046,1,1,sn98aq,11.87,Ia-norm,0.0558,0.0046,-8.0,0,3,sn2005na,9.75,Ia-norm,0.0544,0.0054,3.4,0,4,sn2006N,9.44,Ia-norm,0.0559,0.0054,0.7,0,9,sn2006az,9.03,Ia-norm,0.0533,0.0055,-1.0,0,59,sn1999aa,7.43,Ia-91T,0.0547,0.0075,1.8,0
ZTF19aawgolt_20190704_P200_v1.ascii,ZTF19aawgolt,sn92A,23.68,0.076,0.0022,1,1,sn92A,23.68,Ia-norm,0.076,0.0022,16.3,0,3,sn2006sr,22.69,Ia-norm,0.0705,0.0022,17.6,0,4,sn2001V,19.47,Ia-91T,0.069,0.0028,21.3,0,5,sn2006ac,18.88,Ia-norm,0.0712,0.0029,18.0,0,6,sn89B,18.85,Ia-norm,0.0664,0.0026,16.4,0
ZTF19aawgxdn_20190601_P60_v2.ascii,ZTF19aawgxdn,sn2011ke,4.71,0.0586,0.0055,1,1,sn99gi,7.84,II-norm,0.035,0.0085,-7.1,0,3,ASASSN14li,5.52,TDE,0.0279,0.0121,0.0,1,4,ASASSN14ae,5.25,TDE,0.0253,0.0138,94.0,1,6,sn92H,5.05,II-norm,0.0242,0.0106,44.3,0,7,sn1997cn,5.02,Ia-91bg,0.0283,0.0144,15.0,0
ZTF19aawgxdn_20190601_P60_v3.ascii,ZTF19aawgxdn,sn1996bo,6.3,0.4892,0.0097,0,1,sn1996bo,6.3,Ia-norm,0.4892,0.0097,3.3,0,2,sn2005A,5.61,Ia-norm,0.4964,0.0118,1.5,0,5,sn98bw,5.16,Ic-BL,0.2922,0.021,17.7,0,9,sn2006jc,4.86,Ibn,0.3119,0.0087,12.5,0,10,sn1998ab,4.6,Ia-91T,0.4795,0.0125,6.7,0
ZTF19aawgxdn_20190602_P200_v1.ascii,ZTF19aawgxdn,sn1998bw,8.21,0.0355,0.0126,1,1,sn1998bw,8.21,Ic-BL,0.0355,0.0126,12.7,0,3,sn06iw,7.13,II-norm,0.0292,0.0053,11.0,0,4,sn1999gi,6.71,II-norm,0.033,0.0085,-7.0,0,6,sn1992H,6.59,II-norm,0.0225,0.0074,44.3,0,7,PTF10cwr,6.1,Ic-SLSN,0.0368,0.0091,-4.3,0
ZTF19aawgxdn_20190609_P60_v1.ascii,ZTF19aawgxdn,kcSc,6.46,0.0279,0.0042,1,1,kcSc,6.46,Gal,0.0279,0.0042,-99.9,2,2,sn1992H,6.45,II-norm,0.0295,0.0063,135.8,0,4,sn94D,6.32,Ia-norm,0.0374,0.011,26.2,0,5,kcSB4,5.84,Gal,0.0272,0.0042,-99.9,2,6,sn99br,5.83,II-norm,0.0312,0.0058,18.0,0
ZTF19aawgxdn_20190609_P60_v2.ascii,ZTF19aawgxdn,sn1999em,19.14,0.0301,0.0032,1,1,sn1999em,19.14,II-norm,0.0301,0.0032,1.4,0,3,sn04et,18.07,II-norm,0.0301,0.0034,-1.9,0,7,sn2006bp,15.99,II-norm,0.034,0.0038,3.3,0,17,sn09bz,13.3,II-norm,0.0325,0.0048,9.0,0,68,sn93J,7.53,IIb,0.036,0.0103,502.1,0
ZTF19aawgxdn_20190703_P60_v1.ascii,ZTF19aawgxdn,sn1999gi,21.55,0.0316,0.002,1,1,sn1999gi,21.55,II-norm,0.0316,0.002,18.9,0,3,sn04er,20.88,II-norm,0.0326,0.0022,55.0,0,4,sn03bn,20.69,II-norm,0.0306,0.0021,35.0,0,5,sn2006bp,18.03,II-norm,0.0316,0.0023,34.1,0,7,sn06it,17.18,II-norm,0.0285,0.0024,36.0,0
ZTF19aawgxdn_20190815_P60_v1.ascii,ZTF19aawgxdn,sn92H,9.42,0.0328,0.0037,1,1,sn92H,9.42,II-norm,0.0328,0.0037,103.0,0,2,sn99em,9.4,II-norm,0.0294,0.0027,90.0,0,9,sn03bn,8.29,II-norm,0.0301,0.0037,95.0,0,23,sn99ac,7.4,Ia-91T,0.053,0.0071,39.9,0,45,sn02fk,6.86,Ia-norm,0.0453,0.0069,39.52,0
ZTF19aawgxdn_20190909_P60_v1.ascii,ZTF19aawgxdn,sn08in,8.11,0.0292,0.0034,1,1,sn08in,8.11,II-norm,0.0292,0.0034,81.0,0,2,sn03bn,6.41,II-norm,0.0318,0.0041,95.0,0,3,sn1999em,6.34,II-norm,0.0304,0.0035,90.0,0,9,sn02cx,5.81,Ia-02cx,0.0357,0.0057,53.3,0,17,sn2005hj,5.41,Ia-91T,0.0455,0.0091,32.5,0
ZTF19aawgxdn_20190918_P60_v1.ascii,ZTF19aawgxdn,sn1999em,9.98,0.029,0.0028,1,1,sn1999em,9.98,II-norm,0.029,0.0028,90.0,0,3,sn08in,9.68,II-norm,0.0292,0.0029,81.0,0,4,sn04et,9.53,II-norm,0.0301,0.0038,82.5,0,34,sn93J,7.44,IIb,0.0378,0.006,13.0,0,59,sn02cx,6.84,Ia-02cx,0.0343,0.0052,53.3,0
ZTF19aawgxdn_20190918_P60_v2.ascii,ZTF19aawgxdn,sn04fc,12.63,0.0326,0.0026,1,1,sn04fc,12.63,II-norm,0.0326,0.0026,59.0,0,2,sn08in,12.51,II-norm,0.0294,0.0023,81.0,0,3,sn1999em,12.44,II-norm,0.0307,0.0025,71.2,0,76,sn93J,8.67,IIb,0.0397,0.0045,13.0,0,93,sn06dw,8.36,Ia-norm,0.0466,0.0063,28.28,0
ZTF19aawgxdn_20190919_P60_v1.ascii,ZTF19aawgxdn,sn08in,10.09,0.0288,0.0027,1,1,sn08in,10.09,II-norm,0.0288,0.0027,81.0,0,2,sn00dk,9.37,Ia-norm,0.0438,0.0054,36.68,0,3,sn03bn,9.0,II-norm,0.0303,0.0032,95.0,0,4,sn06ee,8.88,II-norm,0.0319,0.0032,52.0,0,6,sn1999aa,8.67,Ia-91T,0.0435,0.0059,28.2,0
ZTF19aawgxdn_20190919_P60_v2.ascii,ZTF19aawgxdn,sn03bn,15.85,0.0302,0.0019,1,1,sn03bn,15.85,II-norm,0.0302,0.0019,95.0,0,2,sn08in,13.98,II-norm,0.0281,0.002,81.0,0,3,sn04fc,12.85,II-norm,0.0322,0.0024,59.0,0,38,sn95D,9.77,Ia-norm,0.045,0.0051,60.77,0,92,sn1999aa,8.12,Ia-91T,0.0471,0.0069,25.2,0
ZTF19aawgxdn_20190920_Lick_3-m_v1.ascii,ZTF19aawgxdn,sn99em,23.27,0.0299,0.0009,1,1,sn99em,23.27,II-norm,0.0299,0.0009,90.0,0,5,sn1999gi,22.59,II-norm,0.031,0.0011,81.6,0,7,sn08in,22.12,II-norm,0.0309,0.0011,62.0,0,8,sn04fc,21.91,II-norm,0.0331,0.0013,59.0,0,9,sn06ee,21.63,II-norm,0.0296,0.0012,94.0,0
ZTF19aawgxdn_20190924_P60_v1.ascii,ZTF19aawgxdn,sn99em,7.98,0.0351,0.0038,1,1,sn99em,7.98,II-norm,0.0351,0.0038,32.5,0,3,sn06bp,7.77,II-norm,0.0376,0.0039,49.0,0,7,sn08in,7.52,II-norm,0.0302,0.0035,81.0,0,21,sn02cx,6.09,Ia-02cx,0.0378,0.0052,53.3,0,28,sn2006lf,5.66,Ia-norm,0.0477,0.0079,50.6,0
ZTF19aawgxdn_20190930_P60_v1.ascii,ZTF19aawgxdn,sn2005cf,5.52,0.0959,0.0098,1,1,iPTF13bvn,5.94,Ib-norm,0.1414,0.003,-12.7,0,2,sn2005cf,5.52,Ia-norm,0.0959,0.0098,-9.7,0,6,sn2010bh,5.04,Ic-BL,1.1905,0.0132,1.2,0,12,sn1994D,4.67,Ia-norm,0.1006,0.0119,-11.1,0,14,sn07qe,4.62,Ia-norm,0.105,0.0122,-6.54,0
ZTF19aawhlcn_20190604_P200_v2.ascii,ZTF19aawhlcn,sn2004bd,7.54,0.0244,0.0076,1,1,sn2004bd,7.54,Ia-norm,0.0244,0.0076,18.0,0,2,sn1999by,7.21,Ia-91bg,0.0269,0.0071,7.9,0,6,sn2003hv,6.95,Ia-norm,0.0278,0.0074,19.1,0,7,sn2002dj,6.85,Ia-norm,0.0282,0.0088,22.3,0,10,sn1999ac,6.71,Ia-91T,0.0221,0.0074,40.5,0
ZTF19aawhlcn_20190704_Keck1_v1.ascii,ZTF19aawhlcn,sn2003bg,6.58,0.3858,0.0078,0,1,sn2003bg,6.58,IIb,0.3858,0.0078,240.6,0,3,sn1999gi,6.09,II-norm,0.3355,0.0039,160.4,0,5,sn2002ap,6.05,Ic-BL,0.3838,0.0085,154.6,0,6,kcSB6,6.02,Gal,0.3361,0.0034,-99.9,2,8,sn06Y,5.59,II-norm,0.3357,0.009,82.0,0
ZTF19aawhniz_20190624_APO_v1.ascii,ZTF19aawhniz,sn94D,10.31,0.0761,0.0061,1,1,sn94D,10.31,Ia-norm,0.0761,0.0061,13.2,0,5,sn2007fb,8.46,Ia-norm,0.0758,0.0069,14.5,0,8,sn90N,8.23,Ia-norm,0.0742,0.0076,17.7,0,10,sn2006lf,8.15,Ia-norm,0.0744,0.0073,13.2,0,80,sn2001V,6.37,Ia-91T,0.0729,0.01,21.1,0
ZTF19aawlgne_20190613_P60_v1.ascii,ZTF19aawlgne,sn1979C,7.72,0.0411,0.0074,1,1,iPTF13ajg,15.85,Ic-SLSN,1.1674,0.0011,7.7,0,2,sn1979C,7.72,II-norm,0.0411,0.0074,71.6,0,4,sn92H,6.79,II-norm,0.0638,0.0065,129.8,0,6,sn2008am,6.04,IIn,0.0291,0.0063,352.0,0,9,sn2004dj,5.58,II-norm,0.0314,0.0067,89.8,1
ZTF19aawlkjx_20190513_NTT_v1.ascii,ZTF19aawlkjx,sn04et,12.9,0.016,0.0033,1,1,sn04et,12.9,II-norm,0.016,0.0033,10.0,0,3,sn2006bp,12.6,II-norm,0.0193,0.0035,14.3,0,7,sn2005cs,11.6,II-norm,0.0096,0.0032,10.0,0,18,sn2011fu,10.68,IIb,0.0176,0.0047,2.0,0,92,sn05bl,8.18,Ia-91bg,0.0198,0.0064,17.19,0
ZTF19aawmcjt_20200224_P60_v1.ascii,ZTF19aawmcjt,ASASSN14li,10.3,0.0441,0.0071,1,1,ASASSN14li,10.3,TDE,0.0441,0.0071,0.0,1,2,ASASSN14ae,8.15,TDE,0.0417,0.0084,94.0,1,5,sn1991T,5.89,Ia-91T,0.0553,0.0118,45.2,0,8,sn99gi,5.55,II-norm,0.0489,0.0121,-7.1,0,9,sn06bp,5.4,II-norm,0.0504,0.0105,16.2,0
ZTF19aawmhbu_20190618_P60_v1.ascii,ZTF19aawmhbu,sn97ef,9.0,0.4419,0.0087,0,1,sn97ef,9.0,Ic-BL,0.4419,0.0087,13.8,0,3,sn2005az,8.18,Ic-norm,0.4348,0.0075,-2.7,0,4,sn04aw,7.86,Ic-norm,0.4288,0.0074,18.1,0,5,sn2005ek,7.71,Ic-norm,0.4275,0.0103,1.1,0,33,sn2009jf,6.25,Ib-norm,0.4326,0.008,3.0,0
ZTF19aawmhbu_20190719_P60_v1.ascii,ZTF19aawmhbu,sn1994I,6.92,0.4332,0.0087,0,1,sn1994I,6.92,Ic-norm,0.4332,0.0087,0.1,0,3,sn2000ce,6.79,Ia-norm,0.4297,0.0071,19.5,0,4,sn2013dk,6.46,Ic-norm,0.4376,0.0092,-1.0,0,5,sn2007bg,6.46,Ic-BL,0.4554,0.0122,5.9,0,6,sn2007ag,6.36,Ib-norm,0.4214,0.0098,2.5,0
ZTF19aawmkja_20190602_P60_v1.ascii,ZTF19aawmkja,sn98S,4.51,0.4213,0.0109,0,1,sn98S,4.51,IIn,0.4213,0.0109,56.3,0,7,sn91N,4.2,Ic-norm,0.453,0.0218,0.0,1,11,sn2002dj,4.03,Ia-norm,0.447,0.0174,219.6,0,12,sn2008D,3.97,Ib-norm,0.4849,0.0173,-12.5,0,15,sn2006X,3.95,Ia-norm,0.4526,0.0165,275.1,0
ZTF19aawmkja_20190608_P60_v1.ascii,ZTF19aawmkja,sn2003ic,8.79,0.0348,0.0083,1,1,sn2003ic,8.79,Ia-norm,0.0348,0.0083,-4.1,0,2,sn2008Z,8.68,Ia-norm,0.0352,0.0083,-9.2,0,4,sn2006cc,7.44,Ia-norm,0.0358,0.0076,-9.7,0,18,sn1999by,5.8,Ia-91bg,0.0418,0.0178,5.9,0,25,sn1998es,5.69,Ia-91T,0.0266,0.0098,-0.5,0
ZTF19aawmqtd_20190610_P60_v1.ascii,ZTF19aawmqtd,sn2006cj,6.13,0.058,0.0081,1,1,PTF11rks,7.23,Ic-SLSN,0.4489,0.0028,47.61,0,2,SSS120810-23,6.55,Ic-SLSN,0.0778,0.0137,38.63,0,3,sn2006cj,6.13,Ia-norm,0.058,0.0081,5.4,0,4,sn2005eu,6.1,Ia-norm,0.0561,0.0076,-9.0,0,8,sn03bn,5.79,II-norm,0.0549,0.0055,126.0,0
ZTF19aawmqtd_20190610_P60_v2.ascii,ZTF19aawmqtd,sn07it,7.48,0.0585,0.0038,1,1,sn07it,7.48,II-norm,0.0585,0.0038,191.0,0,2,SSS120810-23,6.9,Ic-SLSN,0.0841,0.0115,38.63,0,3,sn1992H,6.66,II-norm,0.058,0.0047,265.1,0,5,sn92H,6.64,II-norm,0.0589,0.0051,135.8,0,11,sn2003W,6.32,Ia-norm,0.0883,0.0135,-9.1,0
ZTF19aawmqtd_20190610_P60_v3.ascii,ZTF19aawmqtd,sn2007ca,7.6,0.1952,0.0082,1,1,sn06cq,8.06,Ia-norm,0.2035,0.0088,1.91,0,2,sn02er,7.93,Ia-norm,0.2037,0.0084,-3.5,0,4,sn2007ca,7.6,Ia-norm,0.1952,0.0082,3.4,0,5,sn96X,7.54,Ia-norm,0.1929,0.0079,0.9,0,53,sn2001eh,6.66,Ia-91T,0.2018,0.0099,2.7,0
ZTF19aawmqtd_20190610_P60_v4.ascii,ZTF19aawmqtd,sn06gz,5.87,0.1952,0.0099,1,1,sn2001br,6.38,Ia-norm,0.2062,0.0104,2.5,0,2,sn94D,6.13,Ia-norm,0.2095,0.0123,-4.8,0,4,sn06gz,5.87,Ia-03fg,0.1952,0.0099,4.3,0,5,sn1993ac,5.83,Ia-norm,0.2018,0.0109,6.9,0,29,sn2001ig,5.25,IIb,0.2041,0.0125,12.0,1
ZTF19aawmqtd_20190610_P60_v5.ascii,ZTF19aawmqtd,sn99ee,11.24,0.0693,0.0068,1,1,sn99ee,11.24,Ia-norm,0.0693,0.0068,-8.6,0,3,sn2003W,10.55,Ia-norm,0.0702,0.0072,-3.3,0,4,sn2002dj,10.09,Ia-norm,0.0749,0.007,-11.4,0,7,sn2003fa,9.56,Ia-91T,0.0596,0.0072,-9.5,0,15,sn03fg,7.72,Ia-03fg,0.0461,0.0071,2.0,0
ZTF19aawnqoj_20190609_P60_v1.ascii,ZTF19aawnqoj,sn2006cz,15.54,0.0655,0.0044,1,1,sn2006cz,15.54,Ia-91T,0.0655,0.0044,-3.9,0,4,sn2006az,14.46,Ia-norm,0.0582,0.004,-1.0,0,5,sn2003cg,13.74,Ia-norm,0.0616,0.0044,-2.1,0,6,sn2002ck,12.93,Ia-norm,0.0594,0.0048,-0.6,0,70,sn2006gz,9.18,Ia-03fg,0.064,0.006,-1.6,0
ZTF19aawqcgy_20190609_P60_v1.ascii,ZTF19aawqcgy,sn97ef,5.59,0.0543,0.0176,1,1,lbv01ac,7.13,LBV,0.0254,0.0027,-99.9,2,2,lbv2001ac,7.13,LBV,0.0254,0.0027,-99.9,2,3,sn1990K,6.99,II-norm,0.0417,0.0047,139.0,1,5,sn09au,6.42,II-norm,0.0242,0.0033,77.0,0,6,kcSB6,6.37,Gal,0.0241,0.0029,-99.9,2
ZTF19aawqcgy_20190609_P60_v2.ascii,ZTF19aawqcgy,sn2007ru,7.79,0.035,0.0105,1,1,sn2007ru,7.79,Ic-BL,0.035,0.0105,12.96,0,2,sn99dk,6.53,Ia-norm,0.0199,0.0116,44.2,0,3,sn99aa,6.5,Ia-norm,0.033,0.0125,29.1,0,5,sn02bo,6.42,Ia-norm,0.021,0.0122,44.48,0,16,sn1999ac,6.02,Ia-91T,0.014,0.0126,28.6,0
ZTF19aawqcgy_20190613_P60_v1.ascii,ZTF19aawqcgy,sn2005az,4.67,0.4408,0.0168,1,1,iPTF13ajg,4.85,Ic-SLSN,0.4778,0.0098,24.94,0,2,sn2005az,4.67,Ic-norm,0.4408,0.0168,-4.7,0,3,sn2006X,4.67,Ia-norm,0.4361,0.0148,275.1,0,5,sn1997br,4.6,Ia-91T,0.4387,0.0173,16.8,0,7,sn2001bf,4.54,Ia-norm,0.4194,0.0167,64.5,0
ZTF19aawqcgy_20190613_P60_v2.ascii,ZTF19aawqcgy,sn2007ru,10.92,0.0372,0.007,1,1,sn2007ru,10.92,Ic-BL,0.0372,0.007,12.96,0,2,sn97ef,9.2,Ic-BL,0.0243,0.0089,6.8,0,4,sn2002dj,8.13,Ia-norm,0.049,0.0092,-11.4,0,5,sn1999ac,8.12,Ia-91T,0.0209,0.007,7.8,0,9,sn1997bq,7.83,Ia-norm,0.0214,0.0082,12.2,0
ZTF19aawqcgy_20190701_P200_v1.ascii,ZTF19aawqcgy,kcSB6,9.09,0.0208,0.0019,1,1,kcSB6,9.09,Gal,0.0208,0.0019,-99.9,2,2,kcSB5,8.45,Gal,0.021,0.0021,-99.9,2,3,PTF11rks,8.36,Ic-SLSN,0.3999,0.002,47.61,0,4,kcSB3,8.29,Gal,0.0215,0.002,-99.9,2,6,sn2004ao,7.38,Ib-norm,0.0622,0.0059,179.0,1
ZTF19aawqcgy_20190801_P200_v2.ascii,ZTF19aawqcgy,kcSB6,11.17,0.0215,0.0015,1,1,kcSB6,11.17,Gal,0.0215,0.0015,-99.9,2,2,kcSB5,10.01,Gal,0.0218,0.0016,-99.9,2,3,kcSB3,9.74,Gal,0.0224,0.0017,-99.9,2,5,PTF11rks,7.32,Ic-SLSN,0.401,0.0022,47.61,0,6,lbv01ac,6.95,LBV,0.023,0.0023,-99.9,2
ZTF19aawqcgy_20190926_Keck1_v1.ascii,ZTF19aawqcgy,sn1990B,13.2,0.0226,0.0043,1,1,sn1990B,13.2,Ic-norm,0.0226,0.0043,88.0,0,3,sn2009jf,12.49,Ib-norm,0.0226,0.0043,95.2,0,4,sn2003bg,11.81,IIb,0.0251,0.0049,153.2,0,5,sn2008aq,11.52,IIb,0.0239,0.0052,119.0,1,8,sn1988L,11.0,Ib-norm,0.0254,0.0052,47.7,1
ZTF19aawqckx_20190607_P60_v2.ascii,ZTF19aawqckx,sn2006N,13.94,0.0347,0.0036,1,1,sn2006N,13.94,Ia-norm,0.0347,0.0036,-3.3,0,2,sn2006lf,13.8,Ia-norm,0.0344,0.0036,-6.5,0,3,sn05el,13.12,Ia-norm,0.0341,0.004,-6.7,0,5,sn2008Q,12.89,Ia-norm,0.0348,0.0039,-3.2,0,6,sn07bd,12.82,Ia-norm,0.0401,0.0043,-5.58,0
ZTF19aawrpwn_20190606_P60_v1.ascii,ZTF19aawrpwn,PTF10bzf,4.94,0.2869,0.0184,0,1,PTF10bzf,4.94,Ic-BL,0.2869,0.0184,7.0,0,2,sn1991bg,4.45,Ia-91bg,0.4439,0.0121,2.1,0,3,sn2013dx,4.45,Ic-BL,0.2793,0.0099,-0.7,0,4,PTF12dam,4.43,Ic-SLSN,0.4235,0.0125,13.99,0,6,kcSB2,4.29,Gal,0.5155,0.0039,-99.9,2
ZTF19aawrumx_20190610_P60_v1.ascii,ZTF19aawrumx,sn2002cd,13.2,0.0763,0.0049,1,1,sn2002cd,13.2,Ia-norm,0.0763,0.0049,-4.7,0,3,sn1998aq,12.17,Ia-norm,0.0605,0.0046,1.0,0,9,sn2003kf,11.17,Ia-norm,0.0679,0.0053,-9.3,0,95,sn2006gz,7.75,Ia-03fg,0.0649,0.0065,-1.6,0,97,iPTF13ajg,7.71,Ic-SLSN,1.0191,0.002,-4.37,0
ZTF19aawscnp_20190606_P60_v1.ascii,ZTF19aawscnp,sn2006cj,9.93,0.0779,0.0066,1,1,sn2006cj,9.93,Ia-norm,0.0779,0.0066,-1.2,0,2,sn2003ic,9.08,Ia-norm,0.0811,0.0068,-4.1,0,3,sn2006cf,8.64,Ia-norm,0.0741,0.0069,2.7,0,6,sn99aw,7.48,Ia-91T,0.0895,0.0087,0.3,0,67,sn2002ap,5.83,Ic-BL,1.1747,0.0135,-2.4,0
ZTF19aawscnp_20190606_P60_v2.ascii,ZTF19aawscnp,sn2006cj,12.56,0.0775,0.0052,1,1,sn2006cj,12.56,Ia-norm,0.0775,0.0052,-1.2,0,2,sn05hj,11.33,Ia-norm,0.0758,0.0045,-0.3,0,3,sn05eq,10.39,Ia-norm,0.0764,0.006,0.66,0,4,sn2006S,10.39,Ia-norm,0.0803,0.0062,-0.7,0,9,sn99aw,9.98,Ia-91T,0.0886,0.0065,0.3,0
ZTF19aawsday_20190624_P60_v1.ascii,ZTF19aawsday,sn94D,11.31,0.0406,0.0063,1,1,sn94D,11.31,Ia-norm,0.0406,0.0063,26.2,0,2,sn79C,10.55,II-norm,0.0385,0.0051,42.8,0,4,sn99ee,10.16,Ia-norm,0.0369,0.0064,40.9,0,6,sn06lf,10.09,Ia-norm,0.0373,0.0064,25.06,0,16,sn1999aa,8.64,Ia-91T,0.0353,0.0076,33.1,0
ZTF19aawsday_20190624_P60_v2.ascii,ZTF19aawsday,kcSB6,14.7,0.0288,0.0017,1,1,kcSB6,14.7,Gal,0.0288,0.0017,-99.9,2,2,kcSB5,13.84,Gal,0.029,0.0018,-99.9,2,3,kcSB3,13.65,Gal,0.0295,0.0018,-99.9,2,4,sn94D,13.05,Ia-norm,0.0426,0.0053,26.2,0,5,sn1979C,12.42,II-norm,0.0434,0.0045,71.6,0
ZTF19aawsday_20190624_P60_v3.ascii,ZTF19aawsday,kcSB6,17.4,0.0286,0.0014,1,1,kcSB6,17.4,Gal,0.0286,0.0014,-99.9,2,2,kcSB5,16.39,Gal,0.0288,0.0015,-99.9,2,3,kcSB3,15.9,Gal,0.0293,0.0015,-99.9,2,4,agn,12.68,AGN,0.0288,0.0023,-99.9,2,7,sn1979C,12.18,II-norm,0.0432,0.0047,71.6,0
ZTF19aawsday_20190626_P200_v1.ascii,ZTF19aawsday,kcSB6,17.3,0.0286,0.001,1,1,kcSB6,17.3,Gal,0.0286,0.001,-99.9,2,2,kcSB5,16.28,Gal,0.0289,0.0011,-99.9,2,3,kcSB3,16.23,Gal,0.0295,0.0011,-99.9,2,6,sn06bc,10.35,II-norm,0.0283,0.0017,9.0,0,7,PTF11rks,9.9,Ic-SLSN,0.4106,0.0017,47.61,0
ZTF19aawsday_20190704_Keck1_v1.ascii,ZTF19aawsday,kcSc,17.71,0.0292,0.001,1,1,kcSc,17.71,Gal,0.0292,0.001,-99.9,2,2,kcSB6,16.94,Gal,0.0289,0.001,-99.9,2,3,kcSB5,14.6,Gal,0.0292,0.0012,-99.9,2,6,agn,13.13,AGN,0.0291,0.0016,-99.9,2,7,PTF11rks,12.89,Ic-SLSN,0.4111,0.0013,47.61,0
ZTF19aawsdlq_20190608_P60_v1.ascii,ZTF19aawsdlq,sn07il,12.31,0.0165,0.0031,1,1,sn07il,12.31,II-norm,0.0165,0.0031,52.0,0,2,sn04fx,11.87,II-norm,0.0138,0.0029,40.0,0,5,sn09bz,10.28,II-norm,0.018,0.0037,37.0,0,6,sn1987A,10.26,II-norm,0.0271,0.0044,-75.6,0,93,sn93J,7.78,IIb,0.0266,0.0061,-2.4,0
ZTF19aawtnqd_20190604_P200_v1.ascii,ZTF19aawtnqd,sn99ee,13.66,0.02,0.0055,1,1,sn99ee,13.66,Ia-norm,0.02,0.0055,-8.6,0,3,sn2005cf,11.52,Ia-norm,0.0193,0.0062,-10.2,0,4,sn90N,11.26,Ia-norm,0.0253,0.0067,-13.2,0,11,sn2006S,10.62,Ia-norm,0.0126,0.0065,-5.5,0,26,sn2006oa,9.87,Ia-91T,0.0108,0.0073,-3.8,0
ZTF19aawtqdv_20190618_P60_v1.ascii,ZTF19aawtqdv,sn1994T,9.44,0.0815,0.0057,1,1,sn1994T,9.44,Ia-norm,0.0815,0.0057,-0.2,0,2,sn2004dt,8.63,Ia-norm,0.0923,0.0068,-8.9,0,4,sn2007af,7.64,Ia-norm,0.0744,0.0065,2.3,0,5,sn2007co,7.61,Ia-norm,0.0865,0.0078,-4.1,0,6,sn2007jg,7.57,Ia-norm,0.0881,0.008,-2.3,0
ZTF19aawtqdv_20190618_P60_v2.ascii,ZTF19aawtqdv,sn1994T,11.3,0.0762,0.0055,1,1,sn1994T,11.3,Ia-norm,0.0762,0.0055,0.8,0,3,sn94M,10.74,Ia-norm,0.0804,0.0051,5.0,0,4,sn00cp,10.41,Ia-norm,0.0754,0.0053,3.21,0,5,sn2007af,10.3,Ia-norm,0.0743,0.0052,0.3,0,16,sn99aw,9.75,Ia-91T,0.0853,0.0062,3.2,0
ZTF19aawudku_20190704_P200_v1.ascii,ZTF19aawudku,sn1984A,12.2,0.0821,0.0043,1,1,sn1984A,12.2,Ia-norm,0.0821,0.0043,26.2,0,2,sn2001ay,12.18,Ia-norm,0.0735,0.0046,29.5,0,3,sn2005bo,11.11,Ia-norm,0.0759,0.0045,21.7,0,40,sn1998es,8.56,Ia-91T,0.0752,0.0057,29.1,0,49,sn2003dh,8.45,Ic-BL,0.0872,0.0075,17.5,0
ZTF19aawupxb_20190620_P60_v1.ascii,ZTF19aawupxb,sn2010bh,5.87,0.1525,0.0038,0,1,sn2010bh,5.87,Ic-BL,0.1525,0.0038,-3.5,0,2,sn2001N,5.59,Ia-norm,0.0625,0.0108,11.5,0,3,sn2001V,5.32,Ia-91T,0.0875,0.0125,-12.3,0,4,sn05hk,5.31,Ia-02cx,0.0573,0.0136,-2.4,0,6,sn99dq,5.19,Ia-norm,0.0835,0.0123,-3.33,0
ZTF19aawwlxc_20190605_P60_v1.ascii,ZTF19aawwlxc,sn05hk,10.95,0.0415,0.0049,0,1,sn05hk,10.95,Ia-02cx,0.0415,0.0049,-9.3,0,5,sn1999dq,9.15,Ia-91T,0.0584,0.0066,-8.5,0,7,sn04aw,8.66,Ic-norm,0.068,0.0082,-5.2,0,9,sn2003fa,8.56,Ia-91T,0.0575,0.0072,-6.6,0,13,sn1991T,8.24,Ia-91T,0.0544,0.0071,-1.5,0
ZTF19aawyepw_20190611_P60_v1.ascii,ZTF19aawyepw,sn03bn,8.05,0.0597,0.0047,1,1,sn03bn,8.05,II-norm,0.0597,0.0047,126.0,0,2,sn04fx,6.94,II-norm,0.0597,0.0047,106.0,0,4,PTF11rks,6.05,Ic-SLSN,0.4531,0.004,47.61,0,5,sn04et,5.98,II-norm,0.0602,0.0092,14.5,0,7,ASASSN14li,5.95,TDE,0.0591,0.0089,12.0,1
