,ZTF_Name,Version,subject_ids,NoMatch,#1,#2,#3,#4,#5
0,ZTF17aaajnki,ZTF17aaajnki_20180320_P60_v2.ascii,53623567,1,9,2,0,0,0
1,ZTF17aaapufz,ZTF17aaapufz_20190304_P200_v1.ascii,53623569,1,9,0,1,0,0
2,ZTF17aaaukqn,ZTF17aaaukqn_20180904_P60_v1.ascii,53623570,4,7,0,0,0,0
3,ZTF17aaazdba,ZTF17aaazdba_20190315_P60_v1.ascii,53623579,7,3,0,0,0,1
4,ZTF17aaazdba,ZTF17aaazdba_20190424_P60_v1.ascii,53623588,2,0,1,7,1,0
5,ZTF17aaazdba,ZTF17aaazdba_20190925_Keck1_v4.ascii,53623594,0,11,0,0,0,0
6,ZTF17aaburzk,ZTF17aaburzk_20180717_P60_v1.ascii,53623599,7,0,1,1,0,2
7,ZTF18aaabltn,ZTF18aaabltn_20190502_DCT_v1.ascii,53623603,0,1,7,1,1,1
8,ZTF18aaadtdc,ZTF18aaadtdc_20181106_P60_v1.ascii,53623604,0,10,0,0,0,0
9,ZTF18aaaibml,ZTF18aaaibml_20200219_Keck1_v1.ascii,53623608,1,7,1,0,2,0
10,ZTF18aaakpbx,ZTF18aaakpbx_20180928_P60_v2.ascii,53623609,0,2,1,1,2,4
11,ZTF18aaakpsa,ZTF18aaakpsa_20180910_P60_v1.ascii,53623610,1,2,2,0,6,0
12,ZTF18aaaokus,ZTF18aaaokus_20181110_P60_v1.ascii,53623611,1,2,2,0,1,5
13,ZTF18aaaqexr,ZTF18aaaqexr_20200220_P60_v1.ascii,53623613,8,1,1,1,0,0
14,ZTF18aabcvnq,ZTF18aabcvnq_20180604_P60_v1.ascii,53623614,7,0,0,0,3,1
15,ZTF18aabfxpw,ZTF18aabfxpw_20181220_P60_v1.ascii,53623615,5,2,4,0,0,0
16,ZTF18aabicqe,ZTF18aabicqe_20181103_P60_v1.ascii,53623616,0,9,1,0,0,1
17,ZTF18aabilqu,ZTF18aabilqu_20180522_P60_v1.ascii,53623618,0,2,6,0,2,1
18,ZTF18aabssth,ZTF18aabssth_20180309_P60_v1.ascii,53623619,1,4,1,1,0,3
19,ZTF18aabtahy,ZTF18aabtahy_20180308_P200_v1.ascii,53623620,1,4,0,1,2,2
20,ZTF18aabtxvd,ZTF18aabtxvd_20180326_P60_v1.ascii,53623622,4,1,0,0,0,6
21,ZTF18aabtxvd,ZTF18aabtxvd_20180404_DCT_v3.ascii,53623625,4,0,1,0,5,1
22,ZTF18aabtxvd,ZTF18aabtxvd_20180411_DCT_v2.ascii,53623626,0,1,1,9,0,0
23,ZTF18aabtxvd,ZTF18aabtxvd_20191023_DCT_v1.ascii,53623634,1,1,9,0,0,0
24,ZTF18aabuoud,ZTF18aabuoud_20190705_P60_v1.ascii,53623635,2,0,10,0,1,0
25,ZTF18aabvmws,ZTF18aabvmws_20181110_P60_v1.ascii,53623636,0,2,5,4,0,0
26,ZTF18aabvpbb,ZTF18aabvpbb_20180919_P60_v1.ascii,53623637,5,0,0,0,5,1
27,ZTF18aabxlsv,ZTF18aabxlsv_20181110_Keck1_v1.ascii,53623640,0,1,2,0,8,0
28,ZTF18aabybkt,ZTF18aabybkt_20180309_P60_v1.ascii,53623642,0,2,1,6,0,2
29,ZTF18aabybkt,ZTF18aabybkt_20180321_APO_v1.ascii,53623644,1,0,4,5,1,1
30,ZTF18aaccmnh,ZTF18aaccmnh_20180517_P200_v1.ascii,53623645,0,6,2,2,0,1
31,ZTF18aachojf,ZTF18aachojf_20180523_P60_v1.ascii,53623646,0,7,3,1,0,0
32,ZTF18aacopwm,ZTF18aacopwm_20181204_Keck1_v1.ascii,53623647,0,10,0,1,0,0
33,ZTF18aacsudg,ZTF18aacsudg_20191003_P200_v1.ascii,53623649,0,7,1,3,0,0
34,ZTF18aadbtae,ZTF18aadbtae_20190701_P200_v1.ascii,53623650,0,3,3,2,1,1
35,ZTF18aadkjmo,ZTF18aadkjmo_20181102_P60_v1.ascii,53623651,1,6,1,0,2,1
36,ZTF18aadnqwz,ZTF18aadnqwz_20180831_P60_v1.ascii,53623652,0,5,1,2,2,1
37,ZTF18aadqmyy,ZTF18aadqmyy_20190324_P60_v1.ascii,53623653,0,3,1,3,3,0
38,ZTF18aadzfso,ZTF18aadzfso_20200208_LT_v1.ascii,53623654,1,5,1,2,1,0
39,ZTF18aaegvyd,ZTF18aaegvyd_20190625_P60_v1.ascii,53623655,3,0,3,1,1,3
40,ZTF18aaekkoj,ZTF18aaekkoj_20180514_Keck1_v1.ascii,53623656,0,4,3,2,2,0
41,ZTF18aaemivw,ZTF18aaemivw_20181104_P60_v1.ascii,53623657,0,10,0,0,1,0
42,ZTF18aaenfaa,ZTF18aaenfaa_20180922_P60_v1.ascii,53623658,0,9,1,0,1,0
43,ZTF18aaeoiwu,ZTF18aaeoiwu_20191019_P60_v1.ascii,53623660,2,0,8,0,0,0
44,ZTF18aaexyql,ZTF18aaexyql_20191102_P60_v1.ascii,53623662,4,0,0,5,1,0
45,ZTF18aaexyql,ZTF18aaexyql_20191126_P60_v1.ascii,53623663,3,0,0,3,5,0
46,ZTF18aafcpdd,ZTF18aafcpdd_20181222_P60_v1.ascii,53623667,3,1,1,0,0,6
47,ZTF18aaflcyp,ZTF18aaflcyp_20181229_P60_v1.ascii,53623668,2,3,3,3,0,0
48,ZTF18aagpxsx,ZTF18aagpxsx_20181227_P60_v1.ascii,53623669,0,10,0,0,0,1
49,ZTF18aagpzjk,ZTF18aagpzjk_20180320_P60_v1.ascii,53623670,2,0,0,1,8,0
50,ZTF18aagpzjk,ZTF18aagpzjk_20180410_P200_v1.ascii,53623671,1,3,1,0,5,1
51,ZTF18aagrdcs,ZTF18aagrdcs_20180327_P60_v1.ascii,53623672,0,3,1,0,3,3
52,ZTF18aagrdcs,ZTF18aagrdcs_20180419_P200_v1.ascii,53623673,0,7,0,0,4,0
53,ZTF18aagrdcs,ZTF18aagrdcs_20180419_TNG_v1.ascii,53623674,0,2,1,1,0,7
54,ZTF18aagrkwn,ZTF18aagrkwn_20180601_P60_v1.ascii,53623675,1,2,3,0,3,2
55,ZTF18aagrtxs,ZTF18aagrtxs_20180328_P60_v1.ascii,53623676,0,5,1,2,1,2
56,ZTF18aagstdc,ZTF18aagstdc_20180402_P60_v1.ascii,53623677,0,3,0,0,5,2
57,ZTF18aagteoy,ZTF18aagteoy_20180403_P60_v1.ascii,53623679,0,0,10,0,0,0
58,ZTF18aagteoy,ZTF18aagteoy_20180404_DCT_v3.ascii,53623680,0,0,9,0,1,1
59,ZTF18aagtevs,ZTF18aagtevs_20180404_DCT_v2.ascii,53623681,1,4,0,3,1,2
60,ZTF18aahatvc,ZTF18aahatvc_20200507_P60_v1.ascii,53623682,2,6,0,1,0,2
61,ZTF18aahatvc,ZTF18aahatvc_20200518_P60_v1.ascii,53623683,2,7,0,0,2,0
62,ZTF18aahatvc,ZTF18aahatvc_20200522_P60_v1.ascii,53623684,2,1,1,2,3,1
63,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v1.ascii,53623685,2,1,6,2,0,0
64,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v4.ascii,53623686,1,1,6,2,0,0
65,ZTF18aahesrp,ZTF18aahesrp_20180410_P60_v1.ascii,53623688,1,1,4,1,4,0
66,ZTF18aahfeiy,ZTF18aahfeiy_20180517_P200_v1.ascii,53623691,0,9,0,0,2,0
67,ZTF18aahfjdt,ZTF18aahfjdt_20180419_P60_v1.ascii,53623694,1,2,1,6,1,0
68,ZTF18aahfohe,ZTF18aahfohe_20180419_P60_v1.ascii,53623695,2,4,0,0,1,4
69,ZTF18aahfqbc,ZTF18aahfqbc_20180411_APO_v1.ascii,53623697,0,3,0,6,0,1
70,ZTF18aahfxnn,ZTF18aahfxnn_20180410_P200_v1.ascii,53623698,0,1,5,4,0,0
71,ZTF18aahfzea,ZTF18aahfzea_20180421_P60_v1.ascii,53623699,0,6,2,3,0,0
72,ZTF18aahheaj,ZTF18aahheaj_20180414_LT_v1.ascii,53623702,2,4,0,0,3,1
73,ZTF18aahhenr,ZTF18aahhenr_20180411_APO_v1.ascii,53623703,3,3,0,0,4,1
74,ZTF18aahhqih,ZTF18aahhqih_20180327_P60_v1.ascii,53623705,2,1,2,3,2,0
75,ZTF18aahhzqn,ZTF18aahhzqn_20180421_P60_v1.ascii,53623706,1,0,1,2,2,5
76,ZTF18aahhzqn,ZTF18aahhzqn_20180421_P60_v2.ascii,53623707,3,3,1,1,0,2
77,ZTF18aahhzqn,ZTF18aahhzqn_20190403_Keck1_v1.ascii,53623709,2,2,1,0,1,5
78,ZTF18aahijwe,ZTF18aahijwe_20180425_P60_v1.ascii,53623710,1,0,5,3,0,1
79,ZTF18aahjaxz,ZTF18aahjaxz_20180419_P60_v1.ascii,53623712,2,3,5,0,1,0
80,ZTF18aahjaxz,ZTF18aahjaxz_20180419_P60_v2.ascii,53623713,0,4,4,1,1,1
81,ZTF18aahjaxz,ZTF18aahjaxz_20180421_P60_v1.ascii,53623716,1,5,1,1,1,1
82,ZTF18aahjaxz,ZTF18aahjaxz_20180421_P60_v2.ascii,53623717,1,5,4,0,0,1
83,ZTF18aahjaxz,ZTF18aahjaxz_20180428_LT_v1.ascii,53623718,2,5,2,0,1,0
84,ZTF18aahmhxu,ZTF18aahmhxu_20180422_P60_v4.ascii,53623720,4,1,0,4,1,0
85,ZTF18aahmhxu,ZTF18aahmhxu_20180428_LT_v1.ascii,53623721,5,0,1,0,4,0
86,ZTF18aahmhxu,ZTF18aahmhxu_20180517_P200_v2.ascii,53623723,2,2,4,1,1,1
87,ZTF18aahmhxu,ZTF18aahmhxu_20180717_P200_v1.ascii,53623724,1,1,3,2,3,0
88,ZTF18aahmhxu,ZTF18aahmhxu_20181213_P200_v1.ascii,53623725,1,3,2,0,4,1
89,ZTF18aahmkac,ZTF18aahmkac_20190529_DCT_v1.ascii,53623727,1,3,0,6,0,1
90,ZTF18aahmxqa,ZTF18aahmxqa_20180409_P60_v2.ascii,53623728,4,3,0,1,0,1
91,ZTF18aahmxqa,ZTF18aahmxqa_20180409_P60_v5.ascii,53623729,0,1,6,4,0,0
92,ZTF18aahmxqa,ZTF18aahmxqa_20180409_P60_v6.ascii,53623730,1,4,3,1,0,1
93,ZTF18aahmxqa,ZTF18aahmxqa_20180417_NOT_v1.ascii,53623732,1,1,0,1,8,0
94,ZTF18aahmxqa,ZTF18aahmxqa_20180419_TNG_v1.ascii,53623733,1,5,2,1,2,0
95,ZTF18aahmxqa,ZTF18aahmxqa_20180514_Keck1_v1.ascii,53623734,0,4,0,1,4,2
96,ZTF18aahnnly,ZTF18aahnnly_20180508_P200_v1.ascii,53623736,0,2,1,6,1,0
97,ZTF18aahpbal,ZTF18aahpbal_20180418_P60_v1.ascii,53623737,0,10,0,0,1,0
98,ZTF18aahpbwz,ZTF18aahpbwz_20180426_P60_v1.ascii,53623738,0,0,1,1,9,0
99,ZTF18aahpbwz,ZTF18aahpbwz_20180509_NOT_v1.ascii,53623739,1,3,4,1,1,0
100,ZTF18aahpbwz,ZTF18aahpbwz_20180509_P60_v1.ascii,53623740,2,0,9,0,0,0
101,ZTF18aahpbwz,ZTF18aahpbwz_20180509_P60_v3.ascii,53623742,3,3,1,0,3,0
102,ZTF18aahpbwz,ZTF18aahpbwz_20180516_NOT_v1.ascii,53623743,1,9,0,0,1,0
103,ZTF18aahpbwz,ZTF18aahpbwz_20180517_P200_v1.ascii,53623744,1,7,0,2,1,0
104,ZTF18aahptcq,ZTF18aahptcq_20180415_P60_v1.ascii,53623746,4,4,1,0,2,0
105,ZTF18aahptcq,ZTF18aahptcq_20180415_P60_v2.ascii,53623747,4,0,6,0,0,1
106,ZTF18aahqfee,ZTF18aahqfee_20180513_DCT_v1.ascii,53623748,0,2,3,0,6,0
107,ZTF18aahqkbt,ZTF18aahqkbt_20180517_P60_v1.ascii,53623751,1,0,11,1,0,0
108,ZTF18aahqkbt,ZTF18aahqkbt_20180520_P60_v1.ascii,53623753,0,2,6,0,3,0
109,ZTF18aahqkbt,ZTF18aahqkbt_20180913_DCT_v1.ascii,53623754,3,1,2,0,2,3
110,ZTF18aahqkbt,ZTF18aahqkbt_20191023_DCT_v1.ascii,53623755,1,2,3,3,2,0
111,ZTF18aahqmsr,ZTF18aahqmsr_20180426_P60_v1.ascii,53623756,1,4,0,0,1,5
112,ZTF18aahshhp,ZTF18aahshhp_20200303_P60_v1.ascii,53623757,1,2,7,0,0,1
113,ZTF18aahtjsc,ZTF18aahtjsc_20190401_P60_v1.ascii,53623758,6,5,0,0,0,0
114,ZTF18aahtkze,ZTF18aahtkze_20180513_DCT_v1.ascii,53623759,2,3,1,2,3,0
115,ZTF18aahuujv,ZTF18aahuujv_20190704_P60_v1.ascii,53623761,4,3,0,2,0,0
116,ZTF18aahuujv,ZTF18aahuujv_20190708_P60_v1.ascii,53623762,2,2,0,0,0,7
117,ZTF18aahvcby,ZTF18aahvcby_20180513_DCT_v1.ascii,53623763,0,8,0,1,0,1
118,ZTF18aaikyip,ZTF18aaikyip_20181223_P60_v1.ascii,53623767,2,0,5,1,0,3
119,ZTF18aailmnv,ZTF18aailmnv_20180721_P60_v1.ascii,53623769,2,2,1,0,6,0
120,ZTF18aainvic,ZTF18aainvic_20180516_P200_v1.ascii,53623770,0,2,0,7,2,0
121,ZTF18aainvic,ZTF18aainvic_20180622_TNG_v2.ascii,53623772,0,7,0,2,0,1
122,ZTF18aainvic,ZTF18aainvic_20180714_TNG_v1.ascii,53623773,1,0,7,3,0,0
123,ZTF18aainvic,ZTF18aainvic_20180717_P200_v1.ascii,53623774,1,1,5,0,0,4
124,ZTF18aainvic,ZTF18aainvic_20180930_TNG_v1.ascii,53623776,2,1,5,3,0,0
125,ZTF18aairuad,ZTF18aairuad_20180416_LT_v1.ascii,53623777,1,3,0,4,1,2
126,ZTF18aaisyyp,ZTF18aaisyyp_20180504_NOT_v1.ascii,53623778,1,8,0,0,1,1
127,ZTF18aaisyyp,ZTF18aaisyyp_20180504_P60_v1.ascii,53623779,3,2,0,3,0,3
128,ZTF18aaisyyp,ZTF18aaisyyp_20190403_Keck1_v1.ascii,53623782,0,0,1,7,3,0
129,ZTF18aaitfrq,ZTF18aaitfrq_20181227_P200_v1.ascii,53623783,0,1,0,2,4,4
130,ZTF18aajivpr,ZTF18aajivpr_20200416_P60_v1.ascii,53623787,0,7,0,1,3,0
131,ZTF18aajivpr,ZTF18aajivpr_20200416_P60_v2.ascii,53623788,0,5,0,4,0,2
132,ZTF18aajnqmp,ZTF18aajnqmp_20180610_P60_v1.ascii,53623789,0,6,4,0,0,1
133,ZTF18aajpjdi,ZTF18aajpjdi_20180425_P60_v1.ascii,53623790,2,2,5,1,0,0
134,ZTF18aajpjdi,ZTF18aajpjdi_20180427_LT_v1.ascii,53623791,1,2,2,1,3,1
135,ZTF18aajqcue,ZTF18aajqcue_20180516_LT_v2.ascii,53623792,2,4,0,1,0,3
136,ZTF18aajqcue,ZTF18aajqcue_20180516_P200_v1.ascii,53623793,2,5,0,0,1,3
137,ZTF18aajqcue,ZTF18aajqcue_20180516_P200_v2.ascii,53623794,1,0,0,4,4,2
138,ZTF18aajqcue,ZTF18aajqcue_20180717_P200_v1.ascii,53623800,1,1,2,4,3,0
139,ZTF18aajqcue,ZTF18aajqcue_20190104_Keck1_v1.ascii,53623801,0,1,1,0,1,8
140,ZTF18aajswer,ZTF18aajswer_20180722_P60_v1.ascii,53623805,0,8,3,0,0,0
141,ZTF18aajtlbf,ZTF18aajtlbf_20180420_P200_v1.ascii,53623806,0,3,1,2,3,2
142,ZTF18aajupnt,ZTF18aajupnt_20180612_P200_v1.ascii,53623807,0,6,1,3,1,0
143,ZTF18aajupnt,ZTF18aajupnt_20180722_P60_v1.ascii,53623808,0,4,4,2,0,0
144,ZTF18aajupnt,ZTF18aajupnt_20180807_Keck1_v1.ascii,53623809,0,1,0,8,0,1
145,ZTF18aajupnt,ZTF18aajupnt_20180812_P60_v1.ascii,53623810,0,5,0,1,4,1
146,ZTF18aajupnt,ZTF18aajupnt_20180812_P60_v2.ascii,53623811,2,1,8,0,0,0
147,ZTF18aajupnt,ZTF18aajupnt_20180821_Gemini_N_v1.ascii,53623812,0,4,1,1,4,1
148,ZTF18aajupnt,ZTF18aajupnt_20190502_DCT_v1.ascii,53623814,1,2,0,1,3,3
149,ZTF18aajupnt,ZTF18aajupnt_20190629_DCT_v2.ascii,53623815,4,2,0,0,3,1
150,ZTF18aakaaza,ZTF18aakaaza_20180513_DCT_v1.ascii,53623817,0,1,2,0,0,8
151,ZTF18aakctzv,ZTF18aakctzv_20180612_P200_v1.ascii,53623819,0,3,3,3,0,0
152,ZTF18aakecej,ZTF18aakecej_20180426_P60_v1.ascii,53623820,8,0,3,0,0,0
153,ZTF18aakecej,ZTF18aakecej_20180426_P60_v2.ascii,53623821,6,2,0,0,0,3
154,ZTF18aakfabl,ZTF18aakfabl_20181105_P60_v1.ascii,53623823,1,2,3,0,3,3
155,ZTF18aakfabl,ZTF18aakfabl_20181115_P60_v3.ascii,53623825,2,0,4,4,1,0
156,ZTF18aakfabl,ZTF18aakfabl_20181201_Keck1_v1.ascii,53623826,2,4,2,1,2,0
157,ZTF18aakgzot,ZTF18aakgzot_20180601_P60_v1.ascii,53623827,2,5,1,0,1,2
158,ZTF18aakiwbs,ZTF18aakiwbs_20200415_P60_v1.ascii,53623828,1,6,2,2,0,0
159,ZTF18aakkrjm,ZTF18aakkrjm_20200425_P60_v1.ascii,53623829,4,4,3,0,0,0
160,ZTF18aakkrjm,ZTF18aakkrjm_20200426_LT_v1.ascii,53623830,4,5,0,0,2,0
161,ZTF18aaknyrs,ZTF18aaknyrs_20191101_P60_v1.ascii,53623832,8,0,1,2,0,0
162,ZTF18aakrnvd,ZTF18aakrnvd_20180517_NOT_v1.ascii,53623833,0,5,2,2,3,0
163,ZTF18aakrnvd,ZTF18aakrnvd_20180517_P200_v1.ascii,53623834,3,2,3,0,1,0
164,ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v2.ascii,53623836,1,3,0,1,6,0
165,ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v3.ascii,53623837,3,2,2,4,0,1
166,ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v4.ascii,53623838,6,0,4,1,0,0
167,ZTF18aakzliv,ZTF18aakzliv_20180516_P200_v1.ascii,53623840,0,1,0,0,10,0
168,ZTF18aalbpll,ZTF18aalbpll_20180517_P200_v1.ascii,53623841,0,4,0,4,0,2
169,ZTF18aalcxig,ZTF18aalcxig_20180516_P200_v1.ascii,53623842,0,3,3,1,2,2
170,ZTF18aalpdyt,ZTF18aalpdyt_20180524_P60_v1.ascii,53623843,1,0,5,0,1,4
171,ZTF18aamftst,ZTF18aamftst_20180615_P60_v1.ascii,53623844,0,11,0,0,0,0
172,ZTF18aamgcbt,ZTF18aamgcbt_20180802_P60_v1.ascii,53623845,3,7,1,0,0,0
173,ZTF18aamgcbt,ZTF18aamgcbt_20180802_P60_v2.ascii,53623846,3,1,3,2,2,0
174,ZTF18aamigmk,ZTF18aamigmk_20180608_P60_v1.ascii,53623847,0,10,0,1,0,0
175,ZTF18aamyexb,ZTF18aamyexb_20180524_P60_v1.ascii,53623852,0,8,0,0,0,2
176,ZTF18aanygjk,ZTF18aanygjk_20190617_P60_v1.ascii,53623858,10,0,0,0,1,0
177,ZTF18aanygjk,ZTF18aanygjk_20190703_P60_v1.ascii,53623859,2,4,0,0,1,4
178,ZTF18aaodnxt,ZTF18aaodnxt_20180509_P60_v2.ascii,53623861,2,4,0,1,0,3
179,ZTF18aaodnxt,ZTF18aaodnxt_20180516_P200_v1.ascii,53623862,0,3,1,3,2,2
180,ZTF18aaojsvk,ZTF18aaojsvk_20180614_P60_v1.ascii,53623864,0,8,0,1,2,0
181,ZTF18aaotzhu,ZTF18aaotzhu_20180519_P60_v1.ascii,53623866,1,4,3,0,2,0
182,ZTF18aaoufjt,ZTF18aaoufjt_20190704_Keck1_v1.ascii,53623870,0,9,0,1,1,0
183,ZTF18aaovbiy,ZTF18aaovbiy_20180509_P60_v1.ascii,53623871,2,2,1,1,0,5
184,ZTF18aapgrxo,ZTF18aapgrxo_20180612_P200_v1.ascii,53623876,3,2,6,0,0,0
185,ZTF18aapgrxo,ZTF18aapgrxo_20190406_Keck1_v1.ascii,53623880,3,0,2,0,2,4
186,ZTF18aapgrxo,ZTF18aapgrxo_20190702_Keck1_v1.ascii,53623881,1,2,2,1,2,3
187,ZTF18aapictz,ZTF18aapictz_20180517_P200_v1.ascii,53623882,0,3,2,0,6,0
188,ZTF18aapzqup,ZTF18aapzqup_20180624_P60_v1.ascii,53623887,0,11,0,0,0,0
189,ZTF18aapzqup,ZTF18aapzqup_20180720_P60_v1.ascii,53623888,0,10,0,0,1,0
190,ZTF18aaqceqh,ZTF18aaqceqh_20191213_P60_v1.ascii,53623890,1,2,2,2,1,3
191,ZTF18aaqceqh,ZTF18aaqceqh_20191223_Keck1_v1.ascii,53623891,0,3,7,0,0,0
192,ZTF18aaqcqvr,ZTF18aaqcqvr_20180509_LT_v1.ascii,53623892,5,2,0,4,0,0
193,ZTF18aaqcqvr,ZTF18aaqcqvr_20180510_P60_v2.ascii,53623893,2,1,6,0,1,1
194,ZTF18aaqcugm,ZTF18aaqcugm_20180508_P60_v1.ascii,53623896,1,3,2,0,3,2
195,ZTF18aaqcugm,ZTF18aaqcugm_20180509_P60_v1.ascii,53623897,0,2,3,5,1,0
196,ZTF18aaqeasu,ZTF18aaqeasu_20180508_P200_v1.ascii,53623899,0,1,0,1,7,1
197,ZTF18aaqeasu,ZTF18aaqeasu_20180508_P200_v2.ascii,53623900,0,2,4,0,0,3
198,ZTF18aaqeasu,ZTF18aaqeasu_20180514_Keck1_v1.ascii,53623901,5,0,3,1,1,1
199,ZTF18aaqeasu,ZTF18aaqeasu_20180517_P200_v1.ascii,53623902,6,1,0,4,0,0
200,ZTF18aaqeasu,ZTF18aaqeasu_20180517_P200_v2.ascii,53623903,4,0,5,0,0,2
201,ZTF18aaqeasu,ZTF18aaqeasu_20180528_P60_v1.ascii,53623904,4,1,0,3,2,1
202,ZTF18aaqeasu,ZTF18aaqeasu_20180531_DCT_v1.ascii,53623905,2,6,0,2,1,0
203,ZTF18aaqeasu,ZTF18aaqeasu_20180617_Keck1_v1.ascii,53623907,1,4,1,0,5,0
204,ZTF18aaqedfj,ZTF18aaqedfj_20180517_P200_v2.ascii,53623910,2,3,3,1,1,1
205,ZTF18aaqehoc,ZTF18aaqehoc_20180509_P60_v1.ascii,53623911,4,0,0,1,0,6
206,ZTF18aaqfqaa,ZTF18aaqfqaa_20180510_P60_v1.ascii,53623914,7,0,0,1,3,0
207,ZTF18aaqgadq,ZTF18aaqgadq_20180516_P200_v1.ascii,53623915,0,3,0,3,1,3
208,ZTF18aaqgadq,ZTF18aaqgadq_20180516_P60_v1.ascii,53623916,0,3,3,0,0,8
209,ZTF18aaqjovh,ZTF18aaqjovh_20180514_Keck1_v1.ascii,53623923,2,1,0,5,1,1
210,ZTF18aaqjovh,ZTF18aaqjovh_20180515_NOT_v1.ascii,53623924,2,8,0,0,0,0
211,ZTF18aaqjovh,ZTF18aaqjovh_20180608_P200_v1.ascii,53623925,1,3,0,6,0,1
212,ZTF18aaqkcso,ZTF18aaqkcso_20190513_P60_v1.ascii,53623927,1,6,0,0,2,2
213,ZTF18aaqkdwf,ZTF18aaqkdwf_20180723_P60_v1.ascii,53623928,0,2,3,0,5,1
214,ZTF18aaqkdwf,ZTF18aaqkdwf_20180912_P200_v2.ascii,53623929,0,4,1,0,4,2
215,ZTF18aaqkdwu,ZTF18aaqkdwu_20190514_P60_v1.ascii,53623930,3,0,2,3,2,1
216,ZTF18aaqkoyr,ZTF18aaqkoyr_20180508_P60_v1.ascii,53623934,3,2,2,0,1,3
217,ZTF18aaqkqxi,ZTF18aaqkqxi_20180517_P200_v1.ascii,53623935,2,2,5,0,1,1
218,ZTF18aaqpjja,ZTF18aaqpjja_20180522_P200_v1.ascii,53623936,1,4,3,2,1,0
219,ZTF18aaqpkvx,ZTF18aaqpkvx_20180522_P200_v1.ascii,53623937,2,3,0,0,6,0
220,ZTF18aaqqhis,ZTF18aaqqhis_20180514_Keck1_v1.ascii,53623938,3,1,2,1,4,0
221,ZTF18aaqqoqs,ZTF18aaqqoqs_20180510_APO_v1.ascii,53623940,1,1,7,0,1,0
222,ZTF18aaqqoqs,ZTF18aaqqoqs_20180517_P200_v1.ascii,53623941,0,4,0,5,2,0
223,ZTF18aaqskoy,ZTF18aaqskoy_20180519_P60_v1.ascii,53623943,4,1,1,0,0,4
224,ZTF18aaqskoy,ZTF18aaqskoy_20180520_P60_v1.ascii,53623944,1,4,0,2,1,2
225,ZTF18aaqvuhl,ZTF18aaqvuhl_20200103_P60_v1.ascii,53623945,3,3,0,1,4,0
226,ZTF18aaqznkg,ZTF18aaqznkg_20180510_P60_v1.ascii,53623946,3,3,1,1,3,0
227,ZTF18aaqznkg,ZTF18aaqznkg_20180510_P60_v2.ascii,53623947,3,0,2,2,2,1
228,ZTF18aaraifg,ZTF18aaraifg_20180510_P60_v1.ascii,53623949,4,7,0,0,0,0
229,ZTF18aaraifg,ZTF18aaraifg_20180514_LT_v1.ascii,53623950,3,0,3,0,1,3
230,ZTF18aarasof,ZTF18aarasof_20180712_Keck1_v1.ascii,53623954,0,6,0,1,1,2
231,ZTF18aarbaba,ZTF18aarbaba_20200625_P60_v1.ascii,53623956,6,0,4,0,0,1
232,ZTF18aarbaba,ZTF18aarbaba_20200630_P60_v1.ascii,53623957,5,6,0,0,0,0
233,ZTF18aarbixk,ZTF18aarbixk_20180521_P60_v2.ascii,53623960,8,0,1,0,0,2
234,ZTF18aarcchg,ZTF18aarcchg_20180516_P200_v1.ascii,53623961,5,1,1,2,1,1
235,ZTF18aarcchg,ZTF18aarcchg_20180520_P60_v1.ascii,53623962,5,2,2,0,2,0
236,ZTF18aarcchg,ZTF18aarcchg_20180530_LT_v1.ascii,53623963,0,3,3,3,2,0
237,ZTF18aarcypa,ZTF18aarcypa_20180516_P60_v1.ascii,53623965,2,7,2,0,0,0
238,ZTF18aardpmx,ZTF18aardpmx_20190315_P200_v1.ascii,53623966,2,5,3,0,1,0
239,ZTF18aarikzk,ZTF18aarikzk_20200424_P60_v1.ascii,53623967,2,5,3,0,0,0
240,ZTF18aarlpzd,ZTF18aarlpzd_20200417_P60_v2.ascii,53623969,1,4,3,0,0,2
241,ZTF18aarlpzd,ZTF18aarlpzd_20200426_LT_v1.ascii,53623970,0,7,2,0,0,1
242,ZTF18aarlpzd,ZTF18aarlpzd_20200426_LT_v2.ascii,53623971,2,6,0,0,1,2
243,ZTF18aaroihe,ZTF18aaroihe_20180519_P60_v1.ascii,53623973,1,3,1,3,2,1
244,ZTF18aaroihe,ZTF18aaroihe_20180519_P60_v2.ascii,53623974,1,4,2,1,3,0
245,ZTF18aartjod,ZTF18aartjod_20200627_P60_v2.ascii,53623978,0,0,10,0,1,0
246,ZTF18aartjod,ZTF18aartjod_20200716_P200_v1.ascii,53623979,0,3,1,5,2,0
247,ZTF18aartjod,ZTF18aartjod_20200716_P200_v3.ascii,53623980,1,1,0,5,3,0
248,ZTF18aarwxum,ZTF18aarwxum_20190727_P60_v1.ascii,53623983,6,4,0,1,0,0
249,ZTF18aarxzmv,ZTF18aarxzmv_20180608_P60_v1.ascii,53623985,0,4,2,1,1,3
250,ZTF18aarymnz,ZTF18aarymnz_20180424_P60_v1.ascii,53623986,0,1,2,0,3,4
251,ZTF18aasdted,ZTF18aasdted_20180516_P200_v1.ascii,53623987,1,0,3,1,3,2
