ZTF_Name,Class,col3,col4,col5,col6,col7,Version,col9
ZTF18aarcchg,ambiguous,0.035623,,2458268.5,2459648.26,-1379.76,ZTF18aarcchg_20180530_LT_v1.ascii,1
ZTF18aarcygc,Ia,0.092,,2458255.5,2459630.19,-1374.69,ZTF18aarcygc_20180517_P200_v1.ascii,1
ZTF18aarcypa,Ia,0.03,0.032102,2458254.5,2459639.24,-1384.74,ZTF18aarcypa_20180516_P60_v1.ascii,1
ZTF18aataafd,Ia,0.075,0.077051,2458262.5,2459644.3,-1381.8,ZTF18aataafd_20180524_P60_v1.ascii,1
ZTF18aasuray,CLAGN,0.0397,,2458290.5,2459805.57,-1515.07,ZTF18aasuray_20180621_DCT_v1.ascii,0
ZTF18aasuray,CLAGN,0.0397,,2459189.5,2459805.57,-616.07,ZTF18aasuray_20201206_DCT_v1.ascii,0
ZTF18aasdted,Ia,0.029,0.01815,2458254.5,2459648.35,-1393.85,ZTF18aasdted_20180516_P200_v1.ascii,1
ZTF18aaslhxt,Ia,0.059,,2458261.5,2459643.47,-1381.97,ZTF18aaslhxt_20180523_LT_v1.ascii,1
ZTF18aaslhxt,Ia,0.059,,2458285.5,2459643.47,-1357.97,ZTF18aaslhxt_20180616_P200_v1.ascii,1
ZTF18aatzygk,Ia,0.077,,2458259.5,2459643.28,-1383.78,ZTF18aatzygk_20180521_DCT_v1.ascii,1
ZTF18aaqgbju,Ia-91T,0.099,,2458281.5,2459624.37,-1342.87,ZTF18aaqgbju_20180612_P200_v1.ascii,1
ZTF18aaqjhqz,Ia,0.101,,2458260.5,2459636.2,-1375.7,ZTF18aaqjhqz_20180522_P200_v1.ascii,1
ZTF18aarasof,IIn,0.042,,2458311.5,2459651.43,-1339.93,ZTF18aarasof_20180712_Keck1_v1.ascii,1
ZTF18aatyqds,II,0.026,,2458257.5,2459651.43,-1393.93,ZTF18aatyqds_20180519_APO_v1.ascii,1
ZTF18aauenwu,IIn,0.046,0.0483,2458258.5,2459640.5,-1382.0,ZTF18aauenwu_20180520_P60_v1.ascii,1
ZTF18aauenwu,IIn,0.046,0.0483,2458281.5,2459640.5,-1359.0,ZTF18aauenwu_20180612_P200_v1.ascii,1
ZTF18aauenwu,IIn,0.046,0.0483,2458306.5,2459640.5,-1334.0,ZTF18aauenwu_20180707_LT_v1.ascii,1
ZTF18aauenwu,IIn,0.046,0.0483,2458307.5,2459640.5,-1333.0,ZTF18aauenwu_20180708_P200_v2.ascii,1
ZTF18aauenwu,IIn,0.046,0.0483,2458311.5,2459640.5,-1329.0,ZTF18aauenwu_20180712_Keck1_v1.ascii,1
