ZTF_Name classification redshift HGz JD JD_peak phase name flag is_good_spec SF_fit_1 chi2_fit_1 zfit_1 zfit_2 SF_fit_2 chi2_fit_2 c_snid c_rlap z_snid SNR short_name
ZTF18abeamgv Ib 0.047 0.03518 2458307.5 2458314.67 -7.17 ZTF18abeamgv_20180708_P60_v1.ascii 1 False Ib 0.0018652809 0.047 0.047 IIb 0.0020338467 IIb 8.46 0.0297 12.459822616351563 "2005bf/WFCCD+2005-04-07 00:00:00.00"
ZTF18abeamgv Ib 0.047 0.03518 2458312.5 2458314.67 -2.17 ZTF18abeamgv_20180713_Keck1_v1.ascii 1 True IIb 0.0040279897 0.047 0.047 Ic 0.0048382487 IIb 16.15 0.0362 4.484003874983345 "PS15bgt/KAST+2015-07-20 10:22:04.00"
ZTF18abebzog Ia 0.038 nan 2458305.5 2458316.8 -11.3 ZTF18abebzog_20180706_P60_v1.ascii 1 False SLSN-I 0.0039076083 0.038 0.038 Ibn 0.003912354 Ia-norm 6.3 0.1639 14.873182576370276 "LSQ14an/EFOSC2-NTT+2014-01-09 07:21:15.00"
ZTF18abebzog Ia 0.038 nan 2458310.5 2458316.8 -6.3 ZTF18abebzog_20180711_P60_v1.ascii 1 False Ia-norm 0.0019305218 0.038 0.038 Ia-norm 0.002839595 Ia-91T 10.37 0.0368 7.00661964410172 "2012cu/KAST+2012-06-27 05:52:48.00"
ZTF18abebzog Ia 0.038 nan 2458310.5 2458316.8 -6.3 ZTF18abebzog_20180711_P60_v2.ascii 1 True Ia-norm 0.0017731242 0.038 0.038 Ia-norm 0.0019528621 Ia-norm 11.38 0.0345 8.535873708297954 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18abecbks Ic 0.027 0.029651 2458304.5 2458312.69 -8.19 ZTF18abecbks_20180705_P60_v1.ascii 1 True Ic 0.0019671351 0.027 0.027 Ic 0.0026597762 Ia-norm 9.7 0.0327 8.746649189639502 "1994I/KAST+1994-04-04 10:14:53.00"
ZTF18abecbks Ic 0.027 0.029651 2458432.5 2458312.69 119.81 ZTF18abecbks_20181110_Keck1_v1.ascii 1 False Ib 0.0058530704 0.027 0.027 Ib 0.00592576 II-norm 12.63 0.0289 0.6038522788939815 "2009jf/LRIS+2010-02-06 05:06:43.00"
ZTF18abdmlya IIb 0.014 0.01468 2458305.5 2458305.63 -0.13 ZTF18abdmlya_20180706_P60_v1.ascii 1 True IIb 0.0014405402 0.014 0.014 IIb 0.0022168797 Ia-02cx 7.31 0.4351 14.85274913069195 "2001ig/LRIS+2001-12-23 00:00:00.00"
ZTF18abdrmin Ia 0.053 0.051449 2458325.5 2458315.63 9.87 ZTF18abdrmin_20180726_P60_v1.ascii 1 True Ia-norm 0.0011702377 0.053 0.053 Ia-norm 0.0012074708 Ia-norm 20.61 0.0509 5.651017976953537 "2009ig/KAST+2009-09-19 11:48:28.00"
ZTF18abeaipj Ia 0.084 nan 2458315.5 2458314.68 0.82 ZTF18abeaipj_20180716_P60_v1.ascii 1 True Ia-pec 0.0022235087 0.084 0.084 "Ia 99aa-like" 0.0025355695 Ia-norm 17.82 0.0831 5.956050604004938 "2000cx/KAST+2000-07-28 09:30:14.00"
ZTF18abeecwe Ia 0.039 nan 2458312.5 2458318.72 -6.22 ZTF18abeecwe_20180713_P60_v1.ascii 1 False Ia-norm 0.00086320814 0.039 0.039 Ia-norm 0.00088166713 Ia-norm 28.1 0.0393 10.00662024584318 "2017erp/KAST+2017-06-26 05:19:40.00"
ZTF18abeecwe Ia 0.039 nan 2458312.5 2458318.72 -6.22 ZTF18abeecwe_20180713_P60_v2.ascii 1 True Ia-norm 0.005638026 0.039 0.039 Ia-norm 0.007058109 Ia-norm 16.01 0.04 10.021685461709168 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18abeecwe Ia 0.039 nan 2458627.5 2458318.72 308.78 ZTF18abeecwe_20190524_P200_v1.ascii 1 False II 0.0022132685 0.039 0.039 SLSN-IIn 0.0022707137 Gal 9.2 0.0393 14.711236431603567 "2002hh/KAST+2002-11-02 00:00:00.00"
ZTF18abeyqpr Ic 0.037 nan 2458324.5 2458322.73 1.77 ZTF18abeyqpr_20180725_P60_v1.ascii 1 False Ic 0.0018676732 0.037 0.037 IIn 0.0018784094 IIb 6.4 0.0318 11.20898634429349 "2004gt/KAST+2004-12-18 13:53:45.00"
ZTF18abeyqpr Ic 0.037 nan 2458331.5 2458322.73 8.77 ZTF18abeyqpr_20180801_P60_v1.ascii 1 False IIb 0.0022444855 0.037 0.037 Ic 0.0024507784 IIb 7.03 0.0379 8.523063041002636 "2001ig/EFOSC2-3.6+2002-01-12 00:00:00.00"
ZTF18abeyqpr Ic 0.037 nan 2458332.5 2458322.73 9.77 ZTF18abeyqpr_20180802_P60_v1.ascii 1 False IIb 0.0016859393 0.037 0.037 Ic-BL 0.0017761457 Ic-norm 6.58 0.0368 10.758973035552778 "2011fu/AFOSC+2011-10-24 00:00:00.00"
ZTF18abeyqpr Ic 0.037 nan 2458332.5 2458322.73 9.77 ZTF18abeyqpr_20180802_P60_v2.ascii 1 False IIb 0.0019224368 0.037 0.037 Ic 0.0019383025 Ic-BL 4.77 0.755 8.019183513023723 "2001ig/EFOSC2-3.6+2002-01-12 00:00:00.00"
ZTF18abeyqpr Ic 0.037 nan 2458333.5 2458322.73 10.77 ZTF18abeyqpr_20180803_NOT_v1.ascii 1 True Ic 0.0043087234 0.037 0.037 Ib 0.0045140306 Ic-norm 17.44 0.0374 4.634782596702754 "1994I/KAST+1994-04-20 00:00:00.00"
ZTF18abeyqpr Ic 0.037 nan 2458432.5 2458322.73 109.77 ZTF18abeyqpr_20181110_Keck1_v1.ascii 1 False Ca-Ib 0.0034125112 0.037 nan nan nan Ib-norm 5.86 0.1841 1.8435199976638879 "PTF11kmb/LRIS+2011-12-31 05:32:11.00"
ZTF18abdrbqp II 0.018 0.01881 2458311.5 2458307.68 3.82 ZTF18abdrbqp_20180712_P60_v1.ascii 1 False II 0.0014842529 0.018 0.018 II 0.0015500031 II-norm 10.65 0.0133 7.522964275704446 "2012aw/AFOSC+2012-03-26 21:02:19.00"
ZTF18abdrbqp II 0.018 0.01881 2458311.5 2458307.68 3.82 ZTF18abdrbqp_20180712_P60_v2.ascii 1 True II 0.0019022019 0.018 0.018 II 0.0025224227 II-norm 9.16 0.0204 8.97816964163887 "2012aw/AFOSC+2012-03-26 21:02:19.00"
ZTF18abetehf Ia 0.065 0.064875 2458312.5 2458320.62 -8.12 ZTF18abetehf_20180713_P60_v1.ascii 1 False Ia-norm 0.0023126455 0.065 0.065 Ia-norm 0.0028443178 Ia-norm 14.38 0.0681 8.748687612503698 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18abetehf Ia 0.065 0.064875 2458312.5 2458320.62 -8.12 ZTF18abetehf_20180713_P60_v2.ascii 1 True SLSN-IIn 0.0017230993 0.065 0.065 Ia-norm 0.0017471069 Ic-BL 6.25 0.5873 10.09217884839537 "PTF10fel/HET-LRS+2010-04-16 00:00:00.00"
ZTF18abetewu Ia 0.077 nan 2458314.5 2458322.7 -8.2 ZTF18abetewu_20180715_P60_v1.ascii 1 False Ia-norm 0.0014597061 0.077 0.077 Ia-norm 0.0015344246 Ia-norm 11.99 0.0778 12.632811176255345 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18abetewu Ia 0.077 nan 2458314.5 2458322.7 -8.2 ZTF18abetewu_20180715_P60_v2.ascii 1 True Ia-norm 0.0012816545 0.077 0.077 Ia-norm 0.0014794896 Ia-norm 15.32 0.074 12.562189651773583 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18abffyqp IIb 0.032 0.031302 2458307.5 2458308.67 -1.17 ZTF18abffyqp_20180708_P200_v2.ascii 1 False II-flash 0.0096685095 0.032 0.032 II-flash 0.009871212 Ic-BL 9.0 0.0416 5.564255990007846 2013fs_early/ALFOSC+00:00.0
ZTF18abffyqp IIb 0.032 0.031302 2458307.5 2458308.67 -1.17 ZTF18abffyqp_20180708_P200_v6.ascii 1 False SLSN-I 0.011869137 0.032 0.032 SLSN-I 0.013330632 Ic-norm 7.67 0.0354 5.524094631790426 "2017egm/ALFOSC+2017-06-07 23:31:12.00"
ZTF18abffyqp IIb 0.032 0.031302 2458307.5 2458308.67 -1.17 ZTF18abffyqp_20180708_P60_v1.ascii 1 False IIb 0.008036692 0.032 0.032 IIb-flash 0.011007193 Ic-BL 5.26 0.5599 8.430347659345522 "2013cu/LRIS+2013-05-09 09:05:02.00"
ZTF18abffyqp IIb 0.032 0.031302 2458308.5 2458308.67 -0.17 ZTF18abffyqp_20180709_P60_v1.ascii 1 False IIb 0.00772294 0.032 0.032 SLSN-I 0.010190745 II-norm 4.86 0.046 20.66941495384255 "2013cu/LRIS+2013-05-09 09:05:02.00"
ZTF18abffyqp IIb 0.032 0.031302 2458310.5 2458308.67 1.83 ZTF18abffyqp_20180711_P60_v1.ascii 1 False II 0.005028488 0.032 0.032 IIb 0.0059290663 Ic-BL 4.78 0.5323 23.614355471289116 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abffyqp IIb 0.032 0.031302 2458310.5 2458308.67 1.83 ZTF18abffyqp_20180711_P60_v2.ascii 1 False II 0.005385287 0.032 0.032 II-flash 0.0069278707 Ia-norm 5.69 0.2969 23.53124994758767 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abffyqp IIb 0.032 0.031302 2458310.5 2458308.67 1.83 ZTF18abffyqp_20180711_P60_v3.ascii 1 False II 0.004995597 0.032 0.032 IIb 0.005346957 Ib-norm 5.44 0.5853 11.251752238990402 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abffyqp IIb 0.032 0.031302 2458310.5 2458308.67 1.83 ZTF18abffyqp_20180711_P60_v4.ascii 1 False II-flash 0.005440183 0.032 0.032 IIb 0.005607382 Ic-BL 6.12 0.5989 12.119135122685716 "iPTF14flu_early/LRIS+2014-09-29 06:18:23.00"
ZTF18abffyqp IIb 0.032 0.031302 2458311.5 2458308.67 2.83 ZTF18abffyqp_20180712_Keck1_v1.ascii 1 False II-flash 0.005739424 0.032 0.032 IIb 0.006210512 II-norm 7.64 0.0249 8.245587939598064 "iPTF14flu_early/LRIS+2014-09-29 06:18:23.00"
ZTF18abffyqp IIb 0.032 0.031302 2458314.5 2458308.67 5.83 ZTF18abffyqp_20180715_P60_v1.ascii 1 False II 0.0035882008 0.032 0.032 II 0.003829221 II-norm 4.25 0.4108 13.472587287193704 "2013fs/ALFOSC+2013-10-17 01:10:33.00"
ZTF18abffyqp IIb 0.032 0.031302 2458314.5 2458308.67 5.83 ZTF18abffyqp_20180715_P60_v2.ascii 1 False II 0.0033159996 0.032 0.032 II 0.0033789661 Ic-BL 4.6 0.9467 10.26816563190367 "2012aw/DOLORES+2012-03-20 20:38:27.00"
ZTF18abffyqp IIb 0.032 0.031302 2458322.5 2458308.67 13.83 ZTF18abffyqp_20180723_NOT_v1.ascii 1 False IIb 0.00225583 0.032 0.032 IIb 0.0022868759 II-norm 8.32 0.0276 6.424614625947974 "2013df/KAST+2013-06-16 05:47:02.00"
ZTF18abffyqp IIb 0.032 0.031302 2458334.5 2458308.67 25.83 ZTF18abffyqp_20180804_P60_v1.ascii 1 False IIb 0.0013019403 0.032 0.032 II 0.0019810104 IIb 10.02 0.035 7.722157631680511 "1993J/KAST+1993-04-14 00:00:00.00"
ZTF18abffyqp IIb 0.032 0.031302 2458334.5 2458308.67 25.83 ZTF18abffyqp_20180804_P60_v2.ascii 1 True IIb 0.0011796613 0.032 0.032 II 0.0016316372 IIb 10.66 0.0357 8.204878619351978 "1993J/KAST+1993-04-14 00:00:00.00"
ZTF18abffyqp IIb 0.032 0.031302 2458351.5 2458308.67 42.83 ZTF18abffyqp_20180821_P200_v1.ascii 1 False IIb 0.0067710374 0.032 0.032 II 0.0068526887 Ia-norm 10.86 0.0348 2.623564889550929 "2013df/HET-LRS+2013-07-08 00:00:00.00"
ZTF18abffyqp IIb 0.032 0.031302 2458432.5 2458308.67 123.83 ZTF18abffyqp_20181110_Keck1_v1.ascii 1 False IIb 0.0033291478 0.032 0.032 IIb 0.00386899 IIb 14.71 0.032 0.9506509830216205 "1993J/KAST+1993-07-14 00:00:00.00"
ZTF18abffyqp IIb 0.032 0.031302 2458637.5 2458308.67 328.83 ZTF18abffyqp_20190603_Keck1_v1.ascii 1 False IIb 0.0020479418 0.032 0.032 IIb 0.0020710246 IIb 11.56 0.0318 0.4463191367721875 "2011fu/OSIRIS+2012-07-20 02:24:00.00"
ZTF18abfgygp Ia 0.064 nan 2458315.5 2458323.84 -8.34 ZTF18abfgygp_20180716_P60_v1.ascii 1 True Ia-norm 0.001538397 0.064 0.064 Ia-norm 0.0017536378 Ia-norm 11.74 0.075 8.324007770412951 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18abfhaji Ia 0.093 nan 2458320.5 2458323.84 -3.34 ZTF18abfhaji_20180721_P60_v1.ascii 1 False Ia-norm 0.0019436715 0.093 0.093 Ia-norm 0.0020721825 Ia-norm 12.43 0.0837 5.363742219538304 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18abfhaji Ia 0.093 nan 2458320.5 2458323.84 -3.34 ZTF18abfhaji_20180721_P60_v2.ascii 1 True Ia-norm 0.0017793239 0.093 0.093 "Ia 99aa-like" 0.0018784528 Ia-norm 8.32 0.0881 3.843610127655684 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18abfhryc Ia 0.023 nan 2458307.5 2458323.86 -16.36 ZTF18abfhryc_20180708_P200_v2.ascii 1 False Ia-norm 0.00817101 0.023 0.023 Ia-norm 0.008257379 Ia-norm 9.4 0.0248 3.063815868482556 "2012cg/KAST+2012-05-21 04:27:50.00"
ZTF18abfhryc Ia 0.023 nan 2458318.5 2458323.86 -5.36 ZTF18abfhryc_20180719_FTN_v1.ascii 1 True Ia-norm 0.013390465 0.023 0.023 "Ia 91bg-like" 0.017144477 Ia-norm 21.33 0.0282 6.16046638557796 "2011fe/STIS+2011-09-13 16:05:00.00"
ZTF18abfhryc Ia 0.023 nan 2458638.5 2458323.86 314.64 ZTF18abfhryc_20190604_P200_v2.ascii 1 False II 0.002384681 0.023 0.023 II 0.0023937584 Gal 19.51 0.0319 6.659226436311135 "2008fq/WFCCD+2008-09-22 00:00:00.00"
ZTF18aansqun Ia 0.059 0.059676 2458312.5 2458308.69 3.81 ZTF18aansqun_20180713_P60_v1.ascii 1 False IIn 0.0018848978 0.059 0.059 IIn 0.0019993118 Ia-norm 5.99 0.5136 20.234354027908125 "2010jl/KAST+2011-01-26 11:19:40.00"
ZTF18aansqun Ia 0.059 0.059676 2458312.5 2458308.69 3.81 ZTF18aansqun_20180713_P60_v2.ascii 1 True Ia-CSM-(ambigious) 0.001820785 0.059 0.059 Ia-norm 0.0018403269 Ia-norm 8.22 0.0611 11.981250951416655 "2002ic/BC-Magellan+2002-11-29 00:00:00.00"
ZTF18aaqkdwf ambiguous 0.092 nan 2458322.5 2458347.65 -25.15 ZTF18aaqkdwf_20180723_P60_v1.ascii 1 False IIn 0.001442658 0.092 nan nan nan Ic-norm 8.18 0.5879 12.815682511345175 "2005cp/DBSP+2006-01-08 00:00:00.00"
ZTF18aaqkdwf ambiguous 0.092 nan 2458373.5 2458347.65 25.85 ZTF18aaqkdwf_20180912_P200_v2.ascii 1 True IIn 0.0028745814 0.092 0.092 SLSN-IIn 0.0029730767 Gal 13.52 0.0919 9.663635036831064 "2010jl/KAST+2010-11-15 13:43:40.00"
ZTF18abdkimx Ia 0.079 nan 2458312.5 2458312.78 -0.28 ZTF18abdkimx_20180713_P60_v1.ascii 1 False Ia-norm 0.002640416 0.079 0.079 Ia-norm 0.0030217413 Ia-norm 12.62 0.0771 7.994155774385109 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18abdkimx Ia 0.079 nan 2458312.5 2458312.78 -0.28 ZTF18abdkimx_20180713_P60_v2.ascii 1 True Ia-norm 0.0012345824 0.079 0.079 Ia-norm 0.0013792285 Ia-norm 16.36 0.0878 9.117622427355894 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18abdpvnd Ia-SC 0.046 nan 2458312.5 2458322.86 -10.36 ZTF18abdpvnd_20180713_P60_v1.ascii 1 False Ia-norm 0.0020235078 0.046 0.046 Ia-norm 0.0030595376 Ia-norm 10.82 0.0473 8.569618833697813 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18abdpvnd Ia-SC 0.046 nan 2458312.5 2458322.86 -10.36 ZTF18abdpvnd_20180713_P60_v2.ascii 1 False """super chandra""" 0.0025632852 0.046 0.046 Ia-norm 0.003396276 Ia-norm 8.42 0.0455 11.288731203494997 "2012dn/LRIS+2012-07-16 11:47:02.00"
ZTF18abdpvnd Ia-SC 0.046 nan 2458350.5 2458322.86 27.64 ZTF18abdpvnd_20180820_P60_v1.ascii 1 True "Ia 99aa-like" 0.017978152 0.046 0.046 "Ia 91bg-like" 0.022246877 Ia-norm 11.82 0.0409 8.933737556148484 "iPTF14bdn/YFOSC+2014-07-24 13:16:00.00"
ZTF18abdpvnd Ia-SC 0.046 nan 2458378.5 2458322.86 55.64 ZTF18abdpvnd_20180917_NOT_v1.ascii 1 False Ia-norm 0.004565365 0.046 0.046 Ia-norm 0.0046394677 Ia-02cx 21.19 0.0372 5.528359352771219 "2012cg/KAST+2012-07-12 05:25:26.00"
ZTF18abfwuwn Ia 0.105 nan 2458323.5 2458322.65 0.85 ZTF18abfwuwn_20180724_P60_v1.ascii 1 True "Ia 99aa-like" 0.0027264801 0.105 0.105 Ia-norm 0.0031431103 Ia-norm 7.96 0.1054 3.960050538111002 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18abetejo Ia 0.07 0.06342 2458312.5 2458311.69 0.81 ZTF18abetejo_20180713_P60_v1.ascii 1 False Ia-norm 0.0027528724 0.07 0.07 Ia-norm 0.0028003883 Ia-norm 7.25 0.064 29.640888116490977 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18abetejo Ia 0.07 0.06342 2458312.5 2458311.69 0.81 ZTF18abetejo_20180713_P60_v2.ascii 1 True """super chandra""" 0.0013009722 0.07 0.07 Ia-norm 0.0013976318 Ia-norm 7.16 0.0682 13.50776650302809 "2006gz/BC-OSU+2006-10-10 00:00:00.00"
ZTF18abfzfcv IIb 0.033 0.036963 2458311.5 2458330.75 -19.25 ZTF18abfzfcv_20180712_Keck1_v1.ascii 1 False IIb 0.008570357 0.033 0.033 IIb 0.008723433 Ia-norm 7.68 0.7418 2.7355892479256925 "2011dh/ISIS+2011-06-08 22:53:54.00"
ZTF18abfzfcv IIb 0.033 0.036963 2458317.5 2458330.75 -13.25 ZTF18abfzfcv_20180718_P60_v1.ascii 1 True IIb 0.002932527 0.033 0.033 Ib 0.0031388935 IIb 9.98 0.0334 7.883982086979338 "2008ax/CAFOS+2008-03-18 00:52:47.00"
ZTF18abfzhct Ic 0.037 nan 2458312.5 2458325.69 -13.19 ZTF18abfzhct_20180713_P60_v1.ascii 1 False Ic-BL 0.0063438998 0.037 0.037 Ic-BL 0.0064249528 Ic-SLSN 5.43 0.2829 10.802507966069507 "1998bw/DFOSC+1998-05-08 00:00:00.00"
ZTF18abfzhct Ic 0.037 nan 2458312.5 2458325.69 -13.19 ZTF18abfzhct_20180713_P60_v2.ascii 1 False Ic-BL 0.00634627 0.037 0.037 Ic-BL 0.0064982595 Ic-BL 6.83 0.6037 8.217545642024376 "1998bw/DFOSC+1998-05-08 00:00:00.00"
ZTF18abfzhct Ic 0.037 nan 2458314.5 2458325.69 -11.19 ZTF18abfzhct_20180715_LT_v1.ascii 1 False Ic-BL 0.0030046299 0.037 0.037 Ic-BL 0.0032393883 Gal 5.14 0.039 2.1675829725200044 "2003jd/FAST+2003-10-30 04:33:36.00"
ZTF18abfzhct Ic 0.037 nan 2458325.5 2458325.69 -0.19 ZTF18abfzhct_20180726_P60_v1.ascii 1 False SLSN-Ib 0.009519281 0.037 0.037 IIb 0.010867232 Ic-SLSN 4.87 0.1459 14.481241767546527 "2010md/DBSP+2010-07-14 00:00:00.00"
ZTF18abfzhct Ic 0.037 nan 2458331.5 2458325.69 5.81 ZTF18abfzhct_20180801_P60_v1.ascii 1 False Ic-BL 0.0020606546 0.037 0.037 Ic-BL 0.0025591343 Ib-norm 9.18 0.0287 11.774855100259973 "1998bw/DFOSC+1998-06-24 05:45:00.00"
ZTF18abfzhct Ic 0.037 nan 2458331.5 2458325.69 5.81 ZTF18abfzhct_20180801_P60_v2.ascii 1 False Ic-BL 0.0039818934 0.037 0.037 Ic-BL 0.004354149 Ib-norm 9.04 0.0478 10.468526323889403 "2002ap/KAST+2002-02-11 00:00:00.00"
ZTF18abfzhct Ic 0.037 nan 2458337.5 2458325.69 11.81 ZTF18abfzhct_20180807_NOT_v1.ascii 1 False Ic-BL 0.0052596335 0.037 0.037 Ic 0.0058491193 Ib-norm 12.61 0.0373 3.9381298668759896 "2002ap/LRIS+2002-02-14 00:00:00.00"
ZTF18abfzhct Ic 0.037 nan 2458348.5 2458325.69 22.81 ZTF18abfzhct_20180818_NOT_v1.ascii 1 True Ib 0.0023243653 0.037 0.037 Ic-BL 0.0025725137 Ib-norm 9.77 0.0333 1.787272103703848 "2004gq/LRIS+2005-02-12 09:28:48.00"
ZTF18abfzhct Ic 0.037 nan 2458432.5 2458325.69 106.81 ZTF18abfzhct_20181110_Keck1_v1.ascii 1 False SLSN-Ib 0.003272558 0.037 0.037 Ic 0.0036006009 Ic-norm 10.54 0.037 1.0312613397226422 "2010md/LRIS+2011-03-12 00:00:00.00"
ZTF18abespgb Ia 0.052 nan 2458314.5 2458315.69 -1.19 ZTF18abespgb_20180715_P60_v1.ascii 1 False Ia-norm 0.0016905414 0.052 0.052 Ia-norm 0.0017243625 Ia-norm 13.84 0.0553 12.151790243341933 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abespgb Ia 0.052 nan 2458314.5 2458315.69 -1.19 ZTF18abespgb_20180715_P60_v2.ascii 1 True Ia-norm 0.0017454147 0.052 0.052 Ia-norm 0.0017579045 Ia-norm 17.7 0.0523 10.941885762763349 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18abesqnb IIb 0.07 nan 2458313.5 2458320.65 -7.15 ZTF18abesqnb_20180714_P60_v1.ascii 1 False SLSN-II 0.006272909 0.07 0.07 IIb 0.0069591124 Ia-norm 4.22 0.3439 10.428464252926256 "2013hx/EFOSC2-NTT+2014-02-21 00:24:46.00"
ZTF18abesqnb IIb 0.07 nan 2458313.5 2458320.65 -7.15 ZTF18abesqnb_20180714_P60_v2.ascii 1 False II 0.0055331304 0.07 0.07 II-flash 0.0059649837 IIn 4.45 0.8241 6.072547174968225 "2016esw/KAST+2016-08-13 06:48:57.00"
ZTF18abesqnb IIb 0.07 nan 2458327.5 2458320.65 6.85 ZTF18abesqnb_20180728_P60_v1.ascii 1 False FBOT 0.011699243 0.07 0.07 II-flash 0.013797535 Ia-91T 4.96 0.1354 10.541319604415147 "AT2018cow/LRIS+2018-07-12 09:31:58.00"
ZTF18abesqnb IIb 0.07 nan 2458327.5 2458320.65 6.85 ZTF18abesqnb_20180728_P60_v2.ascii 1 False II 0.008326157 0.07 0.07 II-flash 0.008400756 Ia-91T 5.57 0.5429 7.301719884991911 "2016esw/KAST+2016-08-14 07:01:55.00"
ZTF18abesqnb IIb 0.07 nan 2458329.5 2458320.65 8.85 ZTF18abesqnb_20180730_P60_v1.ascii 1 False II 0.005025152 0.07 0.07 IIb 0.0062161237 Ic-norm 5.04 0.0632 11.04119668924585 "2012aw/AFOSC+2012-03-26 21:02:19.00"
ZTF18abesqnb IIb 0.07 nan 2458329.5 2458320.65 8.85 ZTF18abesqnb_20180730_P60_v2.ascii 1 False II 0.0059293937 0.07 0.07 II 0.005992305 Ia-norm 5.76 0.5624 7.162865951451111 "2012aw/ALFOSC+2012-03-19 00:00:00.00"
ZTF18abesqnb IIb 0.07 nan 2458330.5 2458320.65 9.85 ZTF18abesqnb_20180731_P60_v1.ascii 1 False II-flash 0.006168292 0.07 0.07 IIb 0.0069763097 C-star 5.01 0.5662 9.790429651478574 "iPTF14flu_early/DBSP+2014-10-01 00:00:00.00"
ZTF18abesqnb IIb 0.07 nan 2458330.5 2458320.65 9.85 ZTF18abesqnb_20180731_P60_v2.ascii 1 False II 0.0047702724 0.07 0.07 II-flash 0.005302668 Ic-BL 6.18 0.5807 7.160929747204063 "2013fs/ALFOSC+2013-10-17 01:10:33.00"
ZTF18abesqnb IIb 0.07 nan 2458334.5 2458320.65 13.85 ZTF18abesqnb_20180804_P200_v2.ascii 1 True IIb 0.00306976 0.07 0.07 II 0.0032446457 IIb 5.9 0.0701 5.723060357559797 "2011fu/AFOSC+2011-09-30 19:12:00.00"
ZTF18abgladq II 0.038 0.035441 2458314.5 2458315.62 -1.12 ZTF18abgladq_20180715_P60_v1.ascii 1 False Ic-BL 0.007069435 0.038 0.038 Ic-BL 0.008978821 Ia-norm 4.67 0.3406 18.191995807979403 "2006aj/FORS2+2006-02-26 00:23:02.00"
ZTF18abgladq II 0.038 0.035441 2458314.5 2458315.62 -1.12 ZTF18abgladq_20180715_P60_v2.ascii 1 False II 0.004477039 0.038 0.038 IIb 0.005350078 Ic-BL 4.24 0.5737 10.952254811238863 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18abgladq II 0.038 0.035441 2458316.5 2458315.62 0.88 ZTF18abgladq_20180717_P200_v1.ascii 1 False IIb 0.004472465 0.038 0.038 II-flash 0.0045259367 Gal 8.37 0.0382 15.828122222949816 "1993J/BC-Ekar+1993-03-31 20:30:00.00"
ZTF18abgladq II 0.038 0.035441 2458328.5 2458315.62 12.88 ZTF18abgladq_20180729_P60_v1.ascii 1 False Ic-BL 0.0047516013 0.038 0.038 Ic-BL 0.00557367 II-norm 4.85 0.0411 16.67746941867006 "2006aj/FORS2+2006-02-26 00:23:02.00"
ZTF18abgladq II 0.038 0.035441 2458328.5 2458315.62 12.88 ZTF18abgladq_20180729_P60_v2.ascii 1 False Ic-BL 0.003574641 0.038 0.038 Ic-BL 0.0037473086 Ic-BL 5.38 0.2891 10.215393050719282 "2006aj/FORS2+2006-02-26 00:23:02.00"
ZTF18abgladq II 0.038 0.035441 2458328.5 2458315.62 12.88 ZTF18abgladq_20180729_P60_v3.ascii 1 False Ic-BL 0.0047516013 0.038 0.038 Ic-BL 0.00557367 II-norm 4.85 0.0411 16.67746941867006 "2006aj/FORS2+2006-02-26 00:23:02.00"
ZTF18abgladq II 0.038 0.035441 2458328.5 2458315.62 12.88 ZTF18abgladq_20180729_P60_v4.ascii 1 False Ic-BL 0.003574641 0.038 0.038 Ic-BL 0.0037473086 Ic-BL 5.38 0.2891 10.215393050719282 "2006aj/FORS2+2006-02-26 00:23:02.00"
ZTF18abgladq II 0.038 0.035441 2458334.5 2458315.62 18.88 ZTF18abgladq_20180804_P200_v2.ascii 1 False II 0.0047788834 0.038 0.038 IIn 0.0049559884 II-norm 13.14 0.0329 11.418430794292417 "2014G/DOLORES+2014-02-19 00:27:12.00"
ZTF18abgladq II 0.038 0.035441 2458336.5 2458315.62 20.88 ZTF18abgladq_20180806_P60_v1.ascii 1 False IIb 0.0012768273 0.038 0.038 II 0.001277268 II-norm 8.66 0.0319 11.428446998844821 "2011fu/CAFOS+2011-10-06 21:36:00.00"
ZTF18abgladq II 0.038 0.035441 2458336.5 2458315.62 20.88 ZTF18abgladq_20180806_P60_v2.ascii 1 False IIb 0.001891943 0.038 0.038 II 0.002351311 II-norm 8.28 0.0396 8.369941265771686 "2011fu/CAFOS+2011-10-06 21:36:00.00"
