Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av
ZTF19aciefgg_20200831_P60_v2.ascii,binnings/ZTF19aciefgg_20200831_P60_v2,IIn,0.04662,IIn/2008fq/WFCCD phase-band : 3.0B,SB4,0.9554017,0.04459828,3.0,-0.8
ZTF19acihfxz_20191031_P60_v1.ascii,binnings/ZTF19acihfxz_20191031_P60_v1,SLSN-I,0.0665,SLSN-I/PTF10aagc/LRIS phase-band : u-,Sc,0.93368345,0.06631652,u,-1.6
ZTF19acjjwsy_20191104_P60_v1.ascii,binnings/ZTF19acjjwsy_20191104_P60_v1,Ia 91T-like,0.104,Ia 91T-like/1991T/Other phase-band : -7.0B,SB3,0.9964003,0.0035997063,-7.0,-2.0
ZTF19acjtkha_20191030_P60_v2.ascii,binnings/ZTF19acjtkha_20191030_P60_v2,IIn,0.0304,IIn/2008fq/WFCCD phase-band : 10.0B,Sc,0.9659813,0.034018677,10.0,-1.8
ZTF19acjtkha_20191106_P60_v1.ascii,binnings/ZTF19acjtkha_20191106_P60_v1,Ia 91bg-like,0.0304,Ia 91bg-like/1999by/FAST phase-band : -3.0B,Sc,0.97688586,0.023114119,-3.0,-1.8
ZTF19acjtkha_20191112_P60_v1.ascii,binnings/ZTF19acjtkha_20191112_P60_v1,Ia 02es-like,0.0336,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,S0,0.7654521,0.23454788,11.0,2.0
ZTF19ackjrru_20200101_P200_v1.ascii,binnings/ZTF19ackjrru_20200101_P200_v1,Ia 91bg-like,0.172935,Ia 91bg-like/2016ije/KAST phase-band : u-,Sc,0.4388326,0.56116736,u,2.0
ZTF19ackjszs_20200121_NOT_v1.ascii,binnings/ZTF19ackjszs_20200121_NOT_v1,Ia 91bg-like,0.0285,Ia 91bg-like/1991bg/BC-Asi phase-band : u-,Sc,0.39480087,0.60519916,u,2.0
ZTF19ackjszs_20200126_P60_v1.ascii,binnings/ZTF19ackjszs_20200126_P60_v1,SLSN-I,0.03075,SLSN-I/2015bn/LDSS-3 phase-band : 120.34B,Sc,0.71445274,0.28554723,120.34,1.2
ZTF19ackjszs_20200202_P60_v1.ascii,binnings/ZTF19ackjszs_20200202_P60_v1,Ic,0.03,Ic/2004gt/LRIS phase-band : 57.59B,Sc,0.8991911,0.10080895,57.59,0.6
ZTF19ackjszs_20200215_TNG_v1.ascii,binnings/ZTF19ackjszs_20200215_TNG_v1,SLSN-I,0.0285,SLSN-I/2017egm/Other phase-band : 145.42B,Sa,0.99542165,0.0045783473,145.42,2.0
ZTF19ackjszs_20200219_Keck1_v1.ascii,binnings/ZTF19ackjszs_20200219_Keck1_v1,Ic,0.03,Ic/2004gk/KAST phase-band : 48.45B,SB1,0.513329,0.48667097,48.45,2.0
ZTF19ackjszs_20200322_Keck1_v1.ascii,binnings/ZTF19ackjszs_20200322_Keck1_v1,SLSN-I,0.02925,SLSN-I/2015bn/X-Shooter phase-band : 353.34B,SB4,0.36051762,0.6394824,353.34,2.0
ZTF19ackyfqp_20191101_P60_v1.ascii,binnings/ZTF19ackyfqp_20191101_P60_v1,Ia-CSM,0.0375345,Ia-CSM/2005gj/LRIS phase-band : 48.04g,SB5,0.9932441,0.006755867,48.04,-1.8
ZTF19ackzvdp_20200124_Keck1_v1.ascii,binnings/ZTF19ackzvdp_20200124_Keck1_v1,IIn,0.3035,IIn/2005cp/DBSP phase-band : 62.0B,SB3,0.24072775,0.7592722,62.0,2.0
ZTF19acmgfkc_20191105_P200_v1.ascii,binnings/ZTF19acmgfkc_20191105_P200_v1,SLSN-IIn,0.04485,SLSN-IIn/PTF10tpz/DBSP phase-band : u-,Sc,0.91521484,0.08478517,u,-2.0
ZTF19acmxidf_20191107_P60_v1.ascii,binnings/ZTF19acmxidf_20191107_P60_v1,IIn,0.013509,IIn/2008fq/WFCCD phase-band : 10.0B,SB5,0.9845611,0.015438941,10.0,-0.4
ZTF19acnfzpc_20191110_P60_v2.ascii,binnings/ZTF19acnfzpc_20191110_P60_v2,SLSN-I,0.0863665,SLSN-I/2017egm/KAST phase-band : -0.39B,SB1,0.96450824,0.035491794,-0.39,-1.2
ZTF19acnwcbl_20191107_P60_v1.ascii,binnings/ZTF19acnwcbl_20191107_P60_v1,Ia-CSM-(ambigious),0.1155,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,SB5,0.65533376,0.34466627,6.0,1.6
ZTF19acolhnl_20200101_P200_v1.ascii,binnings/ZTF19acolhnl_20200101_P200_v1,SLSN-IIn,0.0804,SLSN-IIn/PTF10tpz/DBSP phase-band : u-,Sc,0.70726675,0.29273325,u,1.6
ZTF19acordoi_20191107_P60_v1.ascii,binnings/ZTF19acordoi_20191107_P60_v1,Ia-norm,0.091225,Ia-norm/2012cg/KAST phase-band : -8.44B,S0,0.9264069,0.073593095,-8.44,-2.0
ZTF19acpgaet_20191119_P60_v1.ascii,binnings/ZTF19acpgaet_20191119_P60_v1,Ia-CSM-(ambigious),0.0627,Ia-CSM-(ambigious)/2002ic/BC-Magellan phase-band : 2.0B,Sa,0.92626727,0.07373273,2.0,-1.4
ZTF19acpgaet_20191119_P60_v2.ascii,binnings/ZTF19acpgaet_20191119_P60_v2,Ia-CSM-(ambigious),0.0627,Ia-CSM-(ambigious)/2002ic/BC-Magellan phase-band : 2.0B,Sa,0.8960449,0.103955105,2.0,-2.0
ZTF19acpmbvd_20191223_LT_v1.ascii,binnings/ZTF19acpmbvd_20191223_LT_v1,IIb-flash,0.0069195,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.90176845,0.098231554,-7.0,-2.0
ZTF19acqehbt_20191112_P60_v1.ascii,binnings/ZTF19acqehbt_20191112_P60_v1,Ia 91bg-like,0.046125,Ia 91bg-like/1999by/FAST phase-band : -3.0B,SB1,0.9862441,0.013755931,-3.0,-0.8
ZTF19acqypso_20191121_Lick_3-m_v1.ascii,binnings/ZTF19acqypso_20191121_Lick_3-m_v1,II,0.0665,II/2002hh/LRIS phase-band : 5.0V,Sb,0.030822067,0.96917796,5.0,2.0
ZTF19acruaaa_20191124_P60_v1.ascii,binnings/ZTF19acruaaa_20191124_P60_v1,TDE H+He,0.027216,TDE H+He/2016fnl/DBSP phase-band : -1.04g,SB1,0.9093793,0.090620704,-1.04,0.4
ZTF19acrubhl_20191221_P200_v1.ascii,binnings/ZTF19acrubhl_20191221_P200_v1,SLSN-IIn,0.03708,SLSN-IIn/PTF10tpz/DBSP phase-band : u-,E,0.7197903,0.28020972,u,1.6
ZTF19acrubhl_20191223_Keck1_v1.ascii,binnings/ZTF19acrubhl_20191223_Keck1_v1,II,0.03708,II/iPTF15crj/DBSP phase-band : u-,S0,0.5238481,0.4761519,u,0.6
ZTF19acrvqpf_20191121_Lick_3-m_v1.ascii,binnings/ZTF19acrvqpf_20191121_Lick_3-m_v1,Ia 99aa-like,0.067935,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,Sb,0.054497566,0.94550246,-6.0,2.0
ZTF19acrwxfn_20200103_LT_v1.ascii,binnings/ZTF19acrwxfn_20200103_LT_v1,IIb-flash,0.0956325,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8948942,0.10510584,-7.0,-2.0
ZTF19acuitcy_20191217_LT_v1.ascii,binnings/ZTF19acuitcy_20191217_LT_v1,IIb-flash,0.1025,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8682765,0.13172352,-7.0,-2.0
ZTF19acukrxv_20200101_APO_v2.ascii,binnings/ZTF19acukrxv_20200101_APO_v2,IIb-flash,0.03895,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8995128,0.100487165,-7.0,-2.0
ZTF19acvtvlo_20191211_P60_v1.ascii,binnings/ZTF19acvtvlo_20191211_P60_v1,Ia-CSM-(ambigious),0.03952,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,Sa,0.9491327,0.050867304,6.0,-2.0
ZTF19acwrqtv_20191210_P60_v1.ascii,binnings/ZTF19acwrqtv_20191210_P60_v1,SLSN-I,0.063,SLSN-I/2017egm/KAST phase-band : 6.62B,SB1,0.9884615,0.011538532,6.62,0.0
ZTF19acxgxcu_20191223_LT_v1.ascii,binnings/ZTF19acxgxcu_20191223_LT_v1,IIb-flash,0.038,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.88353413,0.11646586,-7.0,-2.0
ZTF19acxmpnz_20200101_APO_v1.ascii,binnings/ZTF19acxmpnz_20200101_APO_v1,IIb-flash,0.027825,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8435157,0.15648429,-7.0,-2.0
ZTF19acxowrr_20200124_APO_v1.ascii,binnings/ZTF19acxowrr_20200124_APO_v1,IIb-flash,0.05183425,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.841035,0.158965,-7.0,-2.0
ZTF19acxowrr_20200127_P200_v1.ascii,binnings/ZTF19acxowrr_20200127_P200_v1,Ib,0.05183425,Ib/2008D/MMT-Blue phase-band : -12.57B,Sc,0.4832374,0.5167626,-12.57,-2.0
ZTF19acxowrr_20200219_Keck1_v1.ascii,binnings/ZTF19acxowrr_20200219_Keck1_v1,II,0.05057,II/2016bkv/FLOYDS-N phase-band : 36.77B,SB1,0.57038265,0.42961735,36.77,1.0
ZTF19acxpuql_20200224_NOT_v1.ascii,binnings/ZTF19acxpuql_20200224_NOT_v1,Ic,0.0294,Ic/2007gr/KAST phase-band : 12.33B,SB1,0.877626,0.122374,12.33,0.6
ZTF19acxpuql_20200307_P60_v1.ascii,binnings/ZTF19acxpuql_20200307_P60_v1,Ia-norm,0.0294,Ia-norm/1994D/KAST phase-band : 14.59B,Sa,0.67161787,0.3283821,14.59,2.0
ZTF19acxpuql_20200415_P60_v1.ascii,binnings/ZTF19acxpuql_20200415_P60_v1,Ibn,0.0294,Ibn/2010al/EFOSC2-NTT phase-band : 22.82B,SB1,0.98861825,0.011381771,22.82,2.0
ZTF19acxpuql_20200426_P60_v1.ascii,binnings/ZTF19acxpuql_20200426_P60_v1,SLSN-I,0.0294,SLSN-I/2015bn/LDSS-3 phase-band : 120.34B,SB1,0.91061926,0.08938076,120.34,0.6
ZTF19acxpuql_20200720_Keck1_v1.ascii,binnings/ZTF19acxpuql_20200720_Keck1_v1,SLSN-I,0.028,SLSN-I/SN2007bi/FORS2 phase-band : 421.0V,SB1,0.3706685,0.6293315,421.0,2.0
ZTF19acxqano_20200322_Keck1_v1.ascii,binnings/ZTF19acxqano_20200322_Keck1_v1,IIn,0.03138,IIn/2010jl/LRIS phase-band : 845.34V,SB1,0.16282739,0.8371726,845.34,1.6
ZTF19acxxxec_20191228_LT_v1.ascii,binnings/ZTF19acxxxec_20191228_LT_v1,IIb-flash,0.065325,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8555392,0.14446078,-7.0,-2.0
ZTF19acyggzu_20191217_P60_v1.ascii,binnings/ZTF19acyggzu_20191217_P60_v1,IIn,0.0418,IIn/2005cp/DBSP phase-band : 62.0B,S0,0.9946084,0.0053915805,62.0,2.0
ZTF19acyjjni_20200127_P200_v1.ascii,binnings/ZTF19acyjjni_20200127_P200_v1,Ia-CSM,0.0273,Ia-CSM/2017eby/EFOSC2-NTT phase-band : u-,Sa,0.47946376,0.52053624,u,-1.6
ZTF19acyksfd_20191228_LT_v1.ascii,binnings/ZTF19acyksfd_20191228_LT_v1,IIb-flash,0.0490565,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.85977507,0.14022492,-7.0,-2.0
ZTF19acykzsk_20191214_P60_v1.ascii,binnings/ZTF19acykzsk_20191214_P60_v1,II,0.02163,II/2013fs/ALFOSC phase-band : 6.24B,SB5,0.8910665,0.10893353,6.24,-1.0
ZTF19acytics_20200127_P200_v1.ascii,binnings/ZTF19acytics_20200127_P200_v1,Ia-CSM,0.03100625,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,SB6,0.5486697,0.45133027,u,-1.2
ZTF19adaiomg_20200102_P60_v1.ascii,binnings/ZTF19adaiomg_20200102_P60_v1,IIn,0.030114,IIn/2008fq/LDSS-3 phase-band : -2.0B,SB2,0.95436746,0.04563253,-2.0,2.0
ZTF19adaiujb_20200127_P200_v1.ascii,binnings/ZTF19adaiujb_20200127_P200_v1,II,0.01708,II/iPTF15crj/FLOYDS-N phase-band : u-,Sc,0.6368416,0.36315838,u,1.2
ZTF19adannbl_20200104_LT_v1.ascii,binnings/ZTF19adannbl_20200104_LT_v1,IIb-flash,0.0492,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.76112777,0.23887222,-7.0,-2.0
ZTF19adbmewx_20200104_P60_v1.ascii,binnings/ZTF19adbmewx_20200104_P60_v1,Ia 91T-like,0.0945,Ia 91T-like/1991T/Other phase-band : -7.0B,SB3,0.9890757,0.010924289,-7.0,0.2
ZTF19adbnhdb_20191231_LT_v1.ascii,binnings/ZTF19adbnhdb_20191231_LT_v1,IIb-flash,0.048,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.83321345,0.16678658,-7.0,-2.0
ZTF19adbsblp_20200218_Keck1_v1.ascii,binnings/ZTF19adbsblp_20200218_Keck1_v1,SLSN-IIn,0.0406,SLSN-IIn/PTF10tpz/KAST phase-band : u-,S0,0.82546276,0.17453724,u,-1.8
ZTF19adbsfpf_20200115_P60_v1.ascii,binnings/ZTF19adbsfpf_20200115_P60_v1,Ia-CSM,0.06195,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,Sb,0.9999126,8.735258e-05,u,-0.2
ZTF19adcbnty_20200125_P60_v1.ascii,binnings/ZTF19adcbnty_20200125_P60_v1,II-flash,0.048555,II-flash/iPTF15crj_early/GMOS phase-band : u-,Sc,0.92004704,0.07995296,u,-1.8
ZTF19adcecwu_20200505_P60_v1.ascii,binnings/ZTF19adcecwu_20200505_P60_v1,Ia 91bg-like,0.00945,Ia 91bg-like/1991bg/BC-Asi phase-band : u-,SB1,0.85676956,0.14323042,u,1.2
ZTF19adcfsoc_20200420_NOT_v1.ascii,binnings/ZTF19adcfsoc_20200420_NOT_v1,SLSN-II,0.259,SLSN-II/CSS121015/EFOSC2-NTT phase-band : 48.0B,Sc,0.6124059,0.38759407,48.0,0.6
ZTF19adcfsoc_20200529_P200_v1.ascii,binnings/ZTF19adcfsoc_20200529_P200_v1,SLSN-II,0.265475,SLSN-II/CSS121015/DOLORES phase-band : 49.0B,Sc,0.94865733,0.051342666,49.0,-1.6
ZTF20aaactgu_20200112_P60_v2.ascii,binnings/ZTF20aaactgu_20200112_P60_v2,II-flash,0.06175,II-flash/2014cn_early/GMOS phase-band : 0.0B,SB1,0.7351827,0.2648173,0.0,-0.4
ZTF20aaavvlv_20200118_P60_v1.ascii,binnings/ZTF20aaavvlv_20200118_P60_v1,Ia 99aa-like,0.086205,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,SB1,0.99254805,0.007451937,-10.66,1.0
ZTF20aaaweke_20200120_APO_v1.ascii,binnings/ZTF20aaaweke_20200120_APO_v1,IIb-flash,0.11,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.94426954,0.055730477,-7.0,-2.0
ZTF20aaaxghv_20200120_APO_v1.ascii,binnings/ZTF20aaaxghv_20200120_APO_v1,IIb-flash,0.038,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.86988723,0.13011277,-7.0,-2.0
ZTF20aaaxrad_20200105_P60_v1.ascii,binnings/ZTF20aaaxrad_20200105_P60_v1,II-flash,0.06825,II-flash/iPTF15crj_early/GMOS phase-band : u-,SB6,0.8600255,0.13997447,u,-1.2
ZTF20aabconi_20200120_APO_v1.ascii,binnings/ZTF20aabconi_20200120_APO_v1,IIb-flash,0.04515,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8566441,0.14335589,-7.0,-2.0
ZTF20aabqbxm_20200112_P60_v2.ascii,binnings/ZTF20aabqbxm_20200112_P60_v2,Ia-CSM,0.0503685,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,Sb,0.93700594,0.062994085,u,0.8
ZTF20aabqihu_20200719_DCT_v1.ascii,binnings/ZTF20aabqihu_20200719_DCT_v1,IIb-flash,0.068,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.84275705,0.15724298,-7.0,-2.0
ZTF20aacbyec_20200217_APO_v1.ascii,binnings/ZTF20aacbyec_20200217_APO_v1,IIb-flash,0.035295,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.89358526,0.10641475,-7.0,-2.0
ZTF20aacgrql_20200104_P60_v2.ascii,binnings/ZTF20aacgrql_20200104_P60_v2,TDE H+He,0.0299345,TDE H+He/2016fnl/DBSP phase-band : -1.04g,SB1,0.8997322,0.100267835,-1.04,0.0
ZTF20aadccel_20200108_P60_v1.ascii,binnings/ZTF20aadccel_20200108_P60_v1,Ia-CSM,0.03812,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,E,0.92595726,0.07404273,u,-2.0
ZTF20aadfyjl_20200113_LT_v1.ascii,binnings/ZTF20aadfyjl_20200113_LT_v1,IIb-flash,0.050225,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.87330294,0.12669708,-7.0,-2.0
ZTF20aadfyjl_20200131_APO_v1.ascii,binnings/ZTF20aadfyjl_20200131_APO_v1,IIb-flash,0.050225,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.84572953,0.15427046,-7.0,-2.0
ZTF20aadvaoi_20200114_P60_v1.ascii,binnings/ZTF20aadvaoi_20200114_P60_v1,Ib,0.0945,Ib/2008D/MMT-Blue phase-band : -12.57B,SB6,0.9565457,0.0434543,-12.57,-1.6
ZTF20aaertpj_20200111_GTC_v1.ascii,binnings/ZTF20aaertpj_20200111_GTC_v1,IIb-flash,0.02875,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.81683785,0.18316214,-7.0,-2.0
ZTF20aaeswym_20200129_P60_v1.ascii,binnings/ZTF20aaeswym_20200129_P60_v1,Ia-norm,0.0141855,Ia-norm/2015N/KAST phase-band : 24.5B,SB3,0.7457555,0.2542445,24.5,-0.4
ZTF20aafckit_20200127_P200_v1.ascii,binnings/ZTF20aafckit_20200127_P200_v1,IIb,0.031,IIb/2013df/HET-LRS phase-band : -1.0B,SB4,0.11193362,0.88806635,-1.0,2.0
ZTF20aafclqz_20200217_APO_v1.ascii,binnings/ZTF20aafclqz_20200217_APO_v1,IIb-flash,0.0335,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8675715,0.13242854,-7.0,-2.0
ZTF20aafrjqw_20200126_P60_v1.ascii,binnings/ZTF20aafrjqw_20200126_P60_v1,Ia 99aa-like,0.092631,Ia 99aa-like/1999aa/KAST phase-band : 0.0B,Sc,0.9628473,0.037152704,0.0,0.8
ZTF20aafsnpp_20200124_APO_v1.ascii,binnings/ZTF20aafsnpp_20200124_APO_v1,IIb-flash,0.0445,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.9208158,0.07918419,-7.0,-2.0
ZTF20aagewqr_20200128_P60_v1.ascii,binnings/ZTF20aagewqr_20200128_P60_v1,SLSN-IIn,0.01785,SLSN-IIn/2006gy/LRIS phase-band : 142.39R,Sa,0.9720832,0.027916795,142.39,0.6
ZTF20aagflqq_20200214_P200_v1.ascii,binnings/ZTF20aagflqq_20200214_P200_v1,Ia-CSM,0.04935,Ia-CSM/2005gj/LRIS phase-band : 48.04g,SB4,0.39906397,0.60093606,48.04,-2.0
ZTF20aaghpdc_20200131_P60_v1.ascii,binnings/ZTF20aaghpdc_20200131_P60_v1,Ia 99aa-like,0.08815,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,Sa,0.98842216,0.011577863,-10.66,0.2
ZTF20aagloch_20200212_P60_v1.ascii,binnings/ZTF20aagloch_20200212_P60_v1,Ia 02es-like,0.050715,Ia 02es-like/PTF10ops/DBSP phase-band : 101.0g,SB5,0.8843241,0.115675904,101.0,-0.4
ZTF20aagnbes_20200124_APO_v1.ascii,binnings/ZTF20aagnbes_20200124_APO_v1,IIb-flash,0.023289,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.9123594,0.08764061,-7.0,-2.0
ZTF20aagnbpw_20200214_P200_v1.ascii,binnings/ZTF20aagnbpw_20200214_P200_v1,Ia 99aa-like,0.049818,Ia 99aa-like/1999aa/KAST phase-band : 17.0B,SB6,0.5722346,0.4277654,17.0,-2.0
ZTF20aagryod_20200124_P60_v1.ascii,binnings/ZTF20aagryod_20200124_P60_v1,SLSN-IIn,0.0399735,SLSN-IIn/2006gy/LRIS phase-band : 142.39R,SB1,0.88842356,0.11157643,142.39,-0.2
ZTF20aagryod_20200124_P60_v2.ascii,binnings/ZTF20aagryod_20200124_P60_v2,SLSN-IIn,0.0399735,SLSN-IIn/2006gy/LRIS phase-band : 142.39R,SB1,0.8606608,0.1393392,142.39,-0.6
ZTF20aahgejq_20200127_P200_v1.ascii,binnings/ZTF20aahgejq_20200127_P200_v1,IIb,0.04519125,IIb/2013df/HET-LRS phase-band : -1.0B,SB6,0.17886692,0.8211331,-1.0,1.8
ZTF20aahpxzz_20200126_P60_v1.ascii,binnings/ZTF20aahpxzz_20200126_P60_v1,IIn,0.05544,IIn/2008fq/WFCCD phase-band : 3.0B,SB4,0.8817566,0.1182434,3.0,-2.0
ZTF20aahqbun_20200208_LT_v1.ascii,binnings/ZTF20aahqbun_20200208_LT_v1,IIb-flash,0.0294,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.87523323,0.12476678,-7.0,-2.0
ZTF20aaiaaoi_20200225_P200_v1.ascii,binnings/ZTF20aaiaaoi_20200225_P200_v1,Ia 91T-like,0.1375,Ia 91T-like/2018hfr/KAST phase-band : u-,SB1,0.5053991,0.49460086,u,2.0
ZTF20aaifkyj_20200215_P60_v2.ascii,binnings/ZTF20aaifkyj_20200215_P60_v2,Ia-CSM-(ambigious),0.07503,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,SB4,0.96821475,0.031785276,6.0,-1.4
ZTF20aaifybu_20200529_P200_v2.ascii,binnings/ZTF20aaifybu_20200529_P200_v2,SLSN-I,0.2625,SLSN-I/PTF09cnd/LRIS phase-band : 126.0u,Sc,0.74724376,0.2527562,126.0,0.8
ZTF20aaifybu_20200622_Keck1_v1.ascii,binnings/ZTF20aaifybu_20200622_Keck1_v1,Ia 02es-like,0.2625,Ia 02es-like/PTF10acdh/LRIS phase-band : u-,S0,0.9996919,0.00030808564,u,-0.6
ZTF20aaifybu_20200821_Keck1_v1.ascii,binnings/ZTF20aaifybu_20200821_Keck1_v1,Ia 02es-like,0.2625,Ia 02es-like/PTF10acdh/LRIS phase-band : u-,E,0.79116786,0.20883211,u,0.8
ZTF20aajcdad_20200128_LT_v1.ascii,binnings/ZTF20aajcdad_20200128_LT_v1,IIb-flash,0.01845,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.81449574,0.18550424,-7.0,-2.0
ZTF20aajvcwd_20200215_P60_v2.ascii,binnings/ZTF20aajvcwd_20200215_P60_v2,SLSN-I,0.0664,SLSN-I/PTF10aagc/LRIS phase-band : u-,S0,0.8526983,0.14730167,u,-2.0
ZTF20aajvwfh_20200226_P200_v1.ascii,binnings/ZTF20aajvwfh_20200226_P200_v1,Ca-Ia,0.0574,Ca-Ia/PTF09dav/LRIS phase-band : 72.67R,SB1,0.8522636,0.14773634,72.67,1.0
ZTF20aakndsn_20200202_P60_v1.ascii,binnings/ZTF20aakndsn_20200202_P60_v1,Ia-CSM,0.043173,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,Sc,0.9593318,0.040668197,u,-2.0
ZTF20aalcyih_20200209_P60_v1.ascii,binnings/ZTF20aalcyih_20200209_P60_v1,II-flash,0.0258685,II-flash/iPTF15crj_early/GMOS phase-band : u-,SB3,0.9135103,0.086489685,u,2.0
ZTF20aalcyih_20200221_P60_v1.ascii,binnings/ZTF20aalcyih_20200221_P60_v1,IIb,0.0258685,IIb/2011fu/AFOSC phase-band : -11.2B,Sa,0.90365344,0.09634658,-11.2,-0.4
ZTF20aalrqbu_20200217_APO_v1.ascii,binnings/ZTF20aalrqbu_20200217_APO_v1,IIb-flash,0.0646,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.95382243,0.04617759,-7.0,-2.0
ZTF20aalsiwo_20200226_P200_v1.ascii,binnings/ZTF20aalsiwo_20200226_P200_v1,ILRT,0.039501,ILRT/2015dl/DBSP phase-band : u-,S0,0.6314965,0.36850348,u,-1.8
ZTF20aamdsjv_20200217_P60_v1.ascii,binnings/ZTF20aamdsjv_20200217_P60_v1,II,0.057855,II/2013fs/ALFOSC phase-band : 6.24B,Sa,0.9806674,0.019332562,6.24,-2.0
ZTF20aamhocj_20200215_P60_v1.ascii,binnings/ZTF20aamhocj_20200215_P60_v1,Ia-CSM-(ambigious),0.0665,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,SB4,0.8886705,0.1113295,6.0,2.0
ZTF20aamlerx_20200226_P200_v1.ascii,binnings/ZTF20aamlerx_20200226_P200_v1,IIn,0.03618,IIn/2005cp/DBSP phase-band : 8.0B,S0,0.8217631,0.17823687,8.0,-2.0
ZTF20aammtwx_20200211_LT_v2.ascii,binnings/ZTF20aammtwx_20200211_LT_v2,IIb-flash,0.02718,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.847374,0.152626,-7.0,-2.0
ZTF20aamsdxb_20200214_P200_v1.ascii,binnings/ZTF20aamsdxb_20200214_P200_v1,Ib,0.0423735,Ib/2006ep/KAST phase-band : -5.63B,SB2,0.9755646,0.02443542,-5.63,2.0
ZTF20aanaibf_20200219_P60_v1.ascii,binnings/ZTF20aanaibf_20200219_P60_v1,IIn,0.053,IIn/2008fq/WFCCD phase-band : 3.0B,SB1,0.95844203,0.04155795,3.0,-2.0
ZTF20aanaibf_20200227_P60_v2.ascii,binnings/ZTF20aanaibf_20200227_P60_v2,IIn,0.053,IIn/2008fq/WFCCD phase-band : 10.0B,SB5,0.90478945,0.09521058,10.0,-1.8
ZTF20aanvmdt_20200307_P60_v1.ascii,binnings/ZTF20aanvmdt_20200307_P60_v1,Ia-CSM,0.03885,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,Sb,0.8007952,0.19920477,u,1.6
ZTF20aaoffej_20200307_P60_v2.ascii,binnings/ZTF20aaoffej_20200307_P60_v2,II,0.015405,II/2003ed/LRIS phase-band : u-,SB5,0.96157974,0.038420245,u,-2.0
ZTF20aaoldej_20200226_P200_v1.ascii,binnings/ZTF20aaoldej_20200226_P200_v1,II,0.0264245,II/iPTF15crj/FLOYDS-N phase-band : u-,Sa,0.715464,0.284536,u,1.2
ZTF20aapadwx_20200220_P60_v2.ascii,binnings/ZTF20aapadwx_20200220_P60_v2,II,0.035625,II/2013fs/ALFOSC phase-band : 6.24B,S0,0.95691925,0.043080755,6.24,-2.0
ZTF20aapchqy_20200701_NOT_v1.ascii,binnings/ZTF20aapchqy_20200701_NOT_v1,ILRT,0.003686,ILRT/2015dl/DBSP phase-band : u-,SB1,0.9943458,0.0056542205,u,-1.8
ZTF20aappfuo_20200226_P200_v2.ascii,binnings/ZTF20aappfuo_20200226_P200_v2,IIn,0.04191,IIn/2010jl/DEIMOS phase-band : 20.65V,S0,0.5677716,0.43222836,20.65,-2.0
