Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av
ZTF20aaqtlwo_20200402_LT_v1.ascii,binnings/ZTF20aaqtlwo_20200402_LT_v1,IIb-flash,0.03444,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.907662,0.09233801,-7.0,-2.0
ZTF20aarbvub_20200227_P60_v2.ascii,binnings/ZTF20aarbvub_20200227_P60_v2,II-flash,0.0115235,II-flash/iPTF15crj_early/GMOS phase-band : u-,SB1,0.9888083,0.0111917285,u,1.2
ZTF20aarcyhr_20200323_Keck1_v1.ascii,binnings/ZTF20aarcyhr_20200323_Keck1_v1,Ia-norm,0.0337785,Ia-norm/2015N/KAST phase-band : 24.5B,Sb,0.63696265,0.36303738,24.5,-2.0
ZTF20aatusjj_20200401_P60_v1.ascii,binnings/ZTF20aatusjj_20200401_P60_v1,Ia-CSM,0.0741,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,SB1,0.98920035,0.010799643,u,-1.0
ZTF20aatxryt_20200402_P60_v1.ascii,binnings/ZTF20aatxryt_20200402_P60_v1,Ia 99aa-like,0.0315,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 21.18B,S0,0.9445114,0.05548861,21.18,-0.8
ZTF20aauqrpe_20200505_P60_v1.ascii,binnings/ZTF20aauqrpe_20200505_P60_v1,Ia 91T-like,0.084,Ia 91T-like/2018hfr/KAST phase-band : u-,SB1,0.9956411,0.0043589068,u,0.4
ZTF20aaurfhs_20200502_P60_v2.ascii,binnings/ZTF20aaurfhs_20200502_P60_v2,IIn,0.03432,IIn/2008fq/WFCCD phase-band : 3.0B,S0,0.9970658,0.0029342454,3.0,-1.4
ZTF20aavgcnu_20200623_Keck1_v1.ascii,binnings/ZTF20aavgcnu_20200623_Keck1_v1,II,0.0181835,II/2002hh/KAST phase-band : 3544.35V,Sc,0.20651814,0.7934819,3544.35,0.6
ZTF20aavnnzx_20200527_P200_v1.ascii,binnings/ZTF20aavnnzx_20200527_P200_v1,Ia 02es-like,0.057,Ia 02es-like/PTF10acdh/LRIS phase-band : u-,SB2,0.8574865,0.14251351,u,-2.0
ZTF20aawadcp_20200524_P60_v1.ascii,binnings/ZTF20aawadcp_20200524_P60_v1,Ic-BL,0.0357,Ic-BL/1998bw/DFOSC phase-band : 46.24B,SB5,0.97235733,0.027642673,46.24,-2.0
ZTF20aawbzlo_20200527_P200_v2.ascii,binnings/ZTF20aawbzlo_20200527_P200_v2,IIn,0.03315,IIn/2010jl/DEIMOS phase-band : 20.65V,S0,0.42562705,0.57437295,20.65,-0.4
ZTF20aawwcgb_20200511_LT_v1.ascii,binnings/ZTF20aawwcgb_20200511_LT_v1,IIb-flash,0.04174,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8091963,0.19080369,-7.0,-2.0
ZTF20aaxbvkt_20200503_P60_v1.ascii,binnings/ZTF20aaxbvkt_20200503_P60_v1,II,0.038,II/2013fs/ALFOSC phase-band : 6.24B,S0,0.9572714,0.042728588,6.24,-1.4
ZTF20aayhacx_20200513_NOT_v4.ascii,binnings/ZTF20aayhacx_20200513_NOT_v4,Ic-BL,0.0285,Ic-BL/2006aj/FORS2 phase-band : 16.01B,Sb,0.94322145,0.05677855,16.01,0.4
ZTF20aaynrrh_20210420_NOT_v1.ascii,binnings/ZTF20aaynrrh_20210420_NOT_v1,II,0.005271,II/2014G/OSIRIS phase-band : 333.09B,SB1,0.36341527,0.63658476,333.09,2.0
ZTF20aayprqz_20200626_P200_v1.ascii,binnings/ZTF20aayprqz_20200626_P200_v1,Ia 91bg-like,0.06,Ia 91bg-like/2016ije/KAST phase-band : u-,SB5,0.6844324,0.3155676,u,-1.6
ZTF20aayprqz_20210211_Keck1_v2.ascii,binnings/ZTF20aayprqz_20210211_Keck1_v2,IIn,0.057,IIn/2010jl/LRIS phase-band : 845.34V,SB2,0.11287589,0.8871241,845.34,2.0
ZTF20aayqjpv_20200507_P60_v2.ascii,binnings/ZTF20aayqjpv_20200507_P60_v2,IIn,0.030495,IIn/2008fq/WFCCD phase-band : 10.0B,SB1,0.99444664,0.0055533643,10.0,-0.4
ZTF20aayqjpv_20200510_P60_v2.ascii,binnings/ZTF20aayqjpv_20200510_P60_v2,IIn,0.033705,IIn/2008fq/LDSS-3 phase-band : -2.0B,SB1,0.95930237,0.040697612,-2.0,-0.4
ZTF20aayubpi_20200517_P60_v1.ascii,binnings/ZTF20aayubpi_20200517_P60_v1,SLSN-IIn,0.021,SLSN-IIn/2006gy/LRIS phase-band : 142.39R,Sc,0.87223244,0.12776756,142.39,-0.8
ZTF20aayuyak_20200519_LT_v1.ascii,binnings/ZTF20aayuyak_20200519_LT_v1,IIb-flash,0.03192,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8739014,0.12609859,-7.0,-2.0
ZTF20aaywban_20200514_P60_v1.ascii,binnings/ZTF20aaywban_20200514_P60_v1,Ia 02es-like,0.032613,Ia 02es-like/PTF10ops/DBSP phase-band : 101.0g,S0,0.9829514,0.01704857,101.0,-0.6
ZTF20aaywban_20200514_P60_v2.ascii,binnings/ZTF20aaywban_20200514_P60_v2,Ia 91bg-like,0.0302835,Ia 91bg-like/2005bl/WFCCD phase-band : -3.87B,S0,0.9989713,0.0010286901,-3.87,0.0
ZTF20aazangn_20200517_P60_v1.ascii,binnings/ZTF20aazangn_20200517_P60_v1,Ib,0.05077,Ib/2006fo/EMMI phase-band : 56.27V,SB4,0.77493155,0.22506845,56.27,1.8
ZTF20aazxvox_20200530_P60_v1.ascii,binnings/ZTF20aazxvox_20200530_P60_v1,Ia-CSM,0.06212,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,S0,0.9840054,0.015994582,u,-2.0
ZTF20aazxvox_20200530_P60_v2.ascii,binnings/ZTF20aazxvox_20200530_P60_v2,Ia-CSM,0.060567,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,S0,0.974114,0.025885982,u,-2.0
ZTF20aazycgy_20200610_P200_v1.ascii,binnings/ZTF20aazycgy_20200610_P200_v1,SLSN-I,0.0295,SLSN-I/PTF10aagc/LRIS phase-band : u-,Sa,0.7436731,0.25632694,u,-1.0
ZTF20aazycgy_20200623_Keck1_v1.ascii,binnings/ZTF20aazycgy_20200623_Keck1_v1,SLSN-IIn,0.0287625,SLSN-IIn/PTF10tpz/KAST phase-band : u-,Sc,0.46369052,0.5363095,u,0.4
ZTF20abapvvq_20200614_APO_v1.ascii,binnings/ZTF20abapvvq_20200614_APO_v1,IIb-flash,0.05,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.94605947,0.053940523,-7.0,-2.0
ZTF20abaszgh_20200616_P200_v1.ascii,binnings/ZTF20abaszgh_20200616_P200_v1,Ib,0.02223,Ib/2008D/KAST phase-band : -5.0B,SB1,0.47759038,0.5224096,-5.0,0.6
ZTF20abaszgh_20200616_P200_v2.ascii,binnings/ZTF20abaszgh_20200616_P200_v2,Ib,0.02223,Ib/2008D/KAST phase-band : -5.0B,SB1,0.47759038,0.5224096,-5.0,0.6
ZTF20abaszgh_20200720_Keck1_v1.ascii,binnings/ZTF20abaszgh_20200720_Keck1_v1,II,0.02278575,II/iPTF15crj/DBSP phase-band : u-,S0,0.972695,0.027305018,u,-1.8
ZTF20abatows_20200623_Keck1_v1.ascii,binnings/ZTF20abatows_20200623_Keck1_v1,SLSN-IIn,0.09436,SLSN-IIn/PTF10tpz/DBSP phase-band : u-,Sa,0.7782445,0.22175552,u,-1.4
ZTF20abawtpy_20200531_P60_v2.ascii,binnings/ZTF20abawtpy_20200531_P60_v2,IIn,0.05225,IIn/2008fq/WFCCD phase-band : 3.0B,SB1,0.8748607,0.1251393,3.0,-0.2
ZTF20abbbumr_20200529_P60_v1.ascii,binnings/ZTF20abbbumr_20200529_P60_v1,Ia 91T-like,0.126,Ia 91T-like/1991T/Other phase-band : -7.0B,SB2,0.4876351,0.51236486,-7.0,1.4
ZTF20abblqtl_20200716_P200_v1.ascii,binnings/ZTF20abblqtl_20200716_P200_v1,SLSN-I,0.1113,SLSN-I/PTF10bfz/LRIS phase-band : 1172.0B,S0,0.9813869,0.018613119,1172.0,1.2
ZTF20abbpkng_20200623_Keck1_v1.ascii,binnings/ZTF20abbpkng_20200623_Keck1_v1,SLSN-IIn,0.0374,SLSN-IIn/PTF10tpz/KAST phase-band : u-,SB3,0.64769816,0.35230187,u,-1.0
ZTF20abbzmue_20200616_P60_v1.ascii,binnings/ZTF20abbzmue_20200616_P60_v1,Ia 02es-like,0.03919,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,S0,0.9380797,0.06192028,11.0,-0.6
ZTF20abcgjvq_20200601_P60_v1.ascii,binnings/ZTF20abcgjvq_20200601_P60_v1,Ia 91T-like,0.05747175,Ia 91T-like/1991T/Other phase-band : -7.0B,Sc,0.85676354,0.14323647,-7.0,0.8
ZTF20abdajyr_20200614_P60_v1.ascii,binnings/ZTF20abdajyr_20200614_P60_v1,Ia-CSM-(ambigious),0.06,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,Sb,0.98243284,0.01756718,6.0,-2.0
ZTF20abdxoeu_20200623_Keck1_v1.ascii,binnings/ZTF20abdxoeu_20200623_Keck1_v1,Ibn,0.0275,Ibn/2015G/KAST phase-band : 1.5B,Sa,0.22783579,0.7721642,1.5,2.0
ZTF20abdxyae_20200610_P200_v1.ascii,binnings/ZTF20abdxyae_20200610_P200_v1,Ia-CSM,0.04485,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,SB6,0.8788193,0.121180706,u,-0.6
ZTF20abegate_20200618_P60_v1.ascii,binnings/ZTF20abegate_20200618_P60_v1,IIn,0.0525,IIn/2008fq/WFCCD phase-band : 3.0B,SB1,0.908869,0.09113096,3.0,-2.0
ZTF20abegopd_20200615_P60_v1.ascii,binnings/ZTF20abegopd_20200615_P60_v1,IIn,0.0456,IIn/2008fq/WFCCD phase-band : 3.0B,Sc,0.94629145,0.053708557,3.0,-1.4
ZTF20abegopd_20200615_P60_v2.ascii,binnings/ZTF20abegopd_20200615_P60_v2,IIn,0.0456,IIn/2008fq/WFCCD phase-band : 10.0B,Sc,0.93730325,0.062696755,10.0,0.2
ZTF20abeifkj_20200716_P200_v1.ascii,binnings/ZTF20abeifkj_20200716_P200_v1,SLSN-I,0.0706875,SLSN-I/PTF10aagc/LRIS phase-band : u-,S0,0.58752906,0.41247094,u,-1.6
ZTF20abeifkj_20200716_P200_v2.ascii,binnings/ZTF20abeifkj_20200716_P200_v2,SLSN-I,0.0706875,SLSN-I/PTF10aagc/LRIS phase-band : u-,S0,0.58752906,0.41247094,u,-1.6
ZTF20abeldyn_20200615_P60_v1.ascii,binnings/ZTF20abeldyn_20200615_P60_v1,IIn,0.0437,IIn/2008fq/LDSS-3 phase-band : -2.0B,SB1,0.94977075,0.05022925,-2.0,-1.0
ZTF20abelnha_20200621_P60_v1.ascii,binnings/ZTF20abelnha_20200621_P60_v1,SLSN-I,0.07585,SLSN-I/PTF10aagc/LRIS phase-band : u-,S0,0.91138494,0.08861507,u,-2.0
ZTF20abfcrzj_20200703_SALT_v1.ascii,binnings/ZTF20abfcrzj_20200703_SALT_v1,IIb-flash,0.02415,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8934559,0.10654406,-7.0,-2.0
ZTF20abfcszi_20200731_NOT_v1.ascii,binnings/ZTF20abfcszi_20200731_NOT_v1,IIn,0.06825,IIn/2008fq/LDSS-3 phase-band : -2.0B,Sa,0.83822525,0.16177478,-2.0,0.0
ZTF20abffaxl_20200620_P60_v2.ascii,binnings/ZTF20abffaxl_20200620_P60_v2,Ia-CSM,0.043113,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,SB6,0.9593212,0.04067882,u,-1.2
ZTF20abfhyil_20210414_Keck1_v4.ascii,binnings/ZTF20abfhyil_20210414_Keck1_v4,IIb-flash,0.135,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8933244,0.10667564,-7.0,-2.0
ZTF20abfyriw_20200618_P60_v1.ascii,binnings/ZTF20abfyriw_20200618_P60_v1,IIn,0.03699225,IIn/2008fq/WFCCD phase-band : 10.0B,SB1,0.9320996,0.0679004,10.0,0.0
ZTF20abgbuly_20200624_P60_v1.ascii,binnings/ZTF20abgbuly_20200624_P60_v1,SLSN-Ib,0.0162355,SLSN-Ib/2010md/LRIS phase-band : 103.0B,Sa,0.91051024,0.08948977,103.0,2.0
ZTF20abgbvgl_20200621_P60_v1.ascii,binnings/ZTF20abgbvgl_20200621_P60_v1,Ia 91bg-like,0.0601675,Ia 91bg-like/2015ac/KAST phase-band : u-,SB1,0.99696696,0.003033062,u,0.8
ZTF20abgbvrf_20200723_P60_v1.ascii,binnings/ZTF20abgbvrf_20200723_P60_v1,TDE H+He,0.057,TDE H+He/2016fnl/DBSP phase-band : -1.04g,SB1,0.64115804,0.35884193,-1.04,0.6
ZTF20abgevcw_20200703_P60_v2.ascii,binnings/ZTF20abgevcw_20200703_P60_v2,Ia-CSM-(ambigious),0.0824,Ia-CSM-(ambigious)/2002ic/BC-Magellan phase-band : 2.0B,E,0.96556115,0.034438837,2.0,1.2
ZTF20abgxlut_20210607_Keck1_v1.ascii,binnings/ZTF20abgxlut_20210607_Keck1_v1,SN - Imposter,0.257,SN - Imposter/2000ch/LRIS phase-band : u-,SB2,0.46096998,0.53903,u,-2.0
ZTF20abgzvff_20200702_P60_v1.ascii,binnings/ZTF20abgzvff_20200702_P60_v1,IIn,0.02625,IIn/2008fq/WFCCD phase-band : 3.0B,SB1,0.920854,0.07914604,3.0,-1.2
ZTF20abisysx_20200825_APO_v1.ascii,binnings/ZTF20abisysx_20200825_APO_v1,IIb-flash,0.084,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.84804857,0.15195146,-7.0,-2.0
ZTF20abjapav_20200630_LT_v1.ascii,binnings/ZTF20abjapav_20200630_LT_v1,IIb-flash,0.0322525,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8759882,0.1240118,-7.0,-2.0
ZTF20abjtavx_20200821_Keck1_v1.ascii,binnings/ZTF20abjtavx_20200821_Keck1_v1,SLSN-I,0.133,SLSN-I/PTF10aagc/DBSP phase-band : u-,E,0.66371346,0.33628654,u,-2.0
ZTF20abjyovb_20200718_P60_v2.ascii,binnings/ZTF20abjyovb_20200718_P60_v2,IIb,0.08274,IIb/2011fu/AFOSC phase-band : -11.2B,Sa,0.9799716,0.020028416,-11.2,2.0
ZTF20abkiaku_20200920_Keck1_v1.ascii,binnings/ZTF20abkiaku_20200920_Keck1_v1,SLSN-I,0.0417165,SLSN-I/2018bsz/FLOYDS-N phase-band : -8.52r,S0,0.43365705,0.56634295,-8.52,-2.0
ZTF20abkiarz_20200715_P60_v3.ascii,binnings/ZTF20abkiarz_20200715_P60_v3,Ia-CSM,0.024717,Ia-CSM/2005gj/LRIS phase-band : 48.04g,S0,0.8296997,0.1703003,48.04,-0.4
ZTF20abkiarz_20200720_P60_v4.ascii,binnings/ZTF20abkiarz_20200720_P60_v4,IIn,0.024717,IIn/2008fq/WFCCD phase-band : 3.0B,SB1,0.9513256,0.048674375,3.0,-1.0
ZTF20abkiarz_20200915_Keck1_v2.ascii,binnings/ZTF20abkiarz_20200915_Keck1_v2,Ia 91bg-like,0.024717,Ia 91bg-like/1991bg/BC-Asi phase-band : u-,Sa,0.11225997,0.88774,u,1.2
ZTF20abliiex_20200808_P60_v1.ascii,binnings/ZTF20abliiex_20200808_P60_v1,IIn,0.041139,IIn/2008fq/WFCCD phase-band : 10.0B,SB2,0.9149569,0.08504307,10.0,-0.8
ZTF20ablsunu_20200717_Keck2_v1.ascii,binnings/ZTF20ablsunu_20200717_Keck2_v1,Ib,0.02925,Ib/2005bf/WFCCD phase-band : -23.0B,Sc,0.82841295,0.17158706,-23.0,2.0
ZTF20abmkwxg_20200915_P200_v1.ascii,binnings/ZTF20abmkwxg_20200915_P200_v1,IIn,0.1063,IIn/2005cp/DBSP phase-band : 8.0B,SB3,0.77435654,0.22564343,8.0,-2.0
ZTF20abmlxrx_20200813_NOT_v1.ascii,binnings/ZTF20abmlxrx_20200813_NOT_v1,Ia-CSM,0.092625,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,E,0.98874485,0.011255142,u,1.0
ZTF20abobpcb_20210513_P200_v1.ascii,binnings/ZTF20abobpcb_20210513_P200_v1,SLSN-I,0.159,SLSN-I/2015bn/LDSS-3 phase-band : 120.34B,E,0.9972337,0.0027663196,120.34,-1.0
ZTF20aborzxc_20201120_Keck1_v1.ascii,binnings/ZTF20aborzxc_20201120_Keck1_v1,IIn,0.019,IIn/2010jl/LRIS phase-band : 845.34V,Sb,0.27403075,0.72596925,845.34,-0.6
ZTF20aboytzr_20200805_P60_v1.ascii,binnings/ZTF20aboytzr_20200805_P60_v1,SLSN-I,0.06441,SLSN-I/2017egm/KAST phase-band : -0.39B,SB1,0.9983035,0.0016965196,-0.39,-2.0
ZTF20aboytzr_20200815_P60_v1.ascii,binnings/ZTF20aboytzr_20200815_P60_v1,Ia 99aa-like,0.07119,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,Sa,0.99613297,0.003867004,-10.66,-1.2
ZTF20aboytzr_20200815_P60_v2.ascii,binnings/ZTF20aboytzr_20200815_P60_v2,Ia-CSM-(ambigious),0.07119,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,SB5,0.8829345,0.117065474,6.0,2.0
ZTF20abpfbih_20200815_NOT_v1.ascii,binnings/ZTF20abpfbih_20200815_NOT_v1,IIn,0.04990725,IIn/2008fq/LDSS-3 phase-band : -2.0B,SB6,0.6032888,0.39671117,-2.0,1.8
ZTF20abpfbih_20200825_APO_v1.ascii,binnings/ZTF20abpfbih_20200825_APO_v1,IIb-flash,0.04990725,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.78359973,0.2164003,-7.0,-2.0
ZTF20abptxls_20200812_NOT_v1.ascii,binnings/ZTF20abptxls_20200812_NOT_v1,SLSN-I,0.0152,SLSN-I/2017egm/KAST phase-band : -0.39B,SB4,0.92898214,0.07101785,-0.39,-0.4
ZTF20abpuxna_20200814_P200_v1.ascii,binnings/ZTF20abpuxna_20200814_P200_v1,IIn,0.035256,IIn/2010jl/DEIMOS phase-band : 20.65V,SB5,0.6340194,0.36598063,20.65,-2.0
ZTF20abpuxna_20200915_Keck1_v1.ascii,binnings/ZTF20abpuxna_20200915_Keck1_v1,II,0.03616,II/iPTF15crj/DBSP phase-band : u-,Sc,0.80228144,0.19771859,u,-1.2
ZTF20abpvhqv_20200815_P60_v1.ascii,binnings/ZTF20abpvhqv_20200815_P60_v1,Ic,0.016113,Ic/2004gt/LRIS phase-band : 57.59B,E,0.9678507,0.03214934,57.59,-2.0
ZTF20abpyxja_20200808_P60_v1.ascii,binnings/ZTF20abpyxja_20200808_P60_v1,II,0.0475,II/2013fs/ALFOSC phase-band : 6.24B,S0,0.9638841,0.0361159,6.24,-2.0
ZTF20abqbzuv_20200804_P60_v2.ascii,binnings/ZTF20abqbzuv_20200804_P60_v2,IIn,0.025061,IIn/2008fq/WFCCD phase-band : 3.0B,SB1,0.948466,0.051533993,3.0,-1.6
ZTF20abqbzuv_20200812_P60_v2.ascii,binnings/ZTF20abqbzuv_20200812_P60_v2,Ia 02es-like,0.027699,Ia 02es-like/PTF10ops/DBSP phase-band : -7.0g,S0,0.8301092,0.16989084,-7.0,-1.4
ZTF20abqdkne_20200823_P60_v1.ascii,binnings/ZTF20abqdkne_20200823_P60_v1,SN - Imposter,0.029799,SN - Imposter/2019ahd/RSS phase-band : -10.0g,SB1,0.9875249,0.012475065,-10.0,1.2
ZTF20abqkbfx_20200816_P60_v1.ascii,binnings/ZTF20abqkbfx_20200816_P60_v1,II,0.10122,II/2014G/KAST phase-band : 2.4B,SB2,0.9965381,0.00346187,2.4,-1.0
ZTF20abqkbfx_20200830_NOT_v1.ascii,binnings/ZTF20abqkbfx_20200830_NOT_v1,Ia-CSM,0.0964,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,Sc,0.85369384,0.14630616,u,0.6
ZTF20abqmmhn_20200901_P60_v2.ascii,binnings/ZTF20abqmmhn_20200901_P60_v2,Ia-norm,0.08775,Ia-norm/2012cg/KAST phase-band : -5.5B,SB1,0.994883,0.0051169833,-5.5,1.2
ZTF20abqmtsh_20200817_LT_v1.ascii,binnings/ZTF20abqmtsh_20200817_LT_v1,IIb-flash,0.0263235,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.86247313,0.1375269,-7.0,-2.0
ZTF20abqnztv_20200820_P60_v1.ascii,binnings/ZTF20abqnztv_20200820_P60_v1,TDE H+He,0.06825,TDE H+He/2016fnl/DBSP phase-band : -1.04g,Sc,0.8296811,0.17031889,-1.04,0.6
ZTF20abrgzfn_20200905_P60_v1.ascii,binnings/ZTF20abrgzfn_20200905_P60_v1,Ia-CSM,0.1532,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,SB5,0.79433054,0.20566945,u,0.8
ZTF20abrgzfn_20200915_P200_v1.ascii,binnings/ZTF20abrgzfn_20200915_P200_v1,Ia-CSM,0.1532,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,E,0.9838843,0.016115736,u,1.0
ZTF20absvwdh_20200831_P60_v2.ascii,binnings/ZTF20absvwdh_20200831_P60_v2,Ia 91bg-like,0.0684495,Ia 91bg-like/2015ac/KAST phase-band : u-,SB1,0.9931351,0.006864926,u,1.8
ZTF20abswjae_20200825_P60_v1.ascii,binnings/ZTF20abswjae_20200825_P60_v1,IIn,0.07427,IIn/2008fq/LDSS-3 phase-band : -2.0B,Sc,0.9851536,0.014846373,-2.0,-1.0
ZTF20abujoya_20200821_P60_v2.ascii,binnings/ZTF20abujoya_20200821_P60_v2,Ia-CSM,0.0665,Ia-CSM/2005gj/LRIS phase-band : 48.04g,Sc,0.9388445,0.06115552,48.04,-2.0
ZTF20abvquuo_20200902_P60_v1.ascii,binnings/ZTF20abvquuo_20200902_P60_v1,IIb,0.0315,IIb/2011fu/AFOSC phase-band : -11.2B,Sa,0.9324442,0.067555755,-11.2,-0.4
ZTF20abwdwoa_20200917_Keck1_v1.ascii,binnings/ZTF20abwdwoa_20200917_Keck1_v1,Ia 91T-like,0.09785,Ia 91T-like/2018hfr/KAST phase-band : u-,Sc,0.59517366,0.40482634,u,2.0
ZTF20abwkqxd_20200901_P60_v1.ascii,binnings/ZTF20abwkqxd_20200901_P60_v1,II,0.0525,II/2013fs/ALFOSC phase-band : 6.24B,Sc,0.9319176,0.068082385,6.24,1.4
ZTF20abxawtg_20201021_P200_v1.ascii,binnings/ZTF20abxawtg_20201021_P200_v1,II,0.05639,II/iPTF15crj/FLOYDS-N phase-band : u-,Sa,0.43634892,0.5636511,u,0.0
ZTF20abxezim_20200901_P60_v1.ascii,binnings/ZTF20abxezim_20200901_P60_v1,II,0.07385625,II/2013fs/ALFOSC phase-band : 6.24B,SB1,0.9913659,0.0086341025,6.24,-1.6
ZTF20abxmgny_20200904_P60_v1.ascii,binnings/ZTF20abxmgny_20200904_P60_v1,Ia 99aa-like,0.09225,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,Sc,0.8431185,0.15688151,-6.0,-2.0
ZTF20abxrsjb_20200907_P60_v1.ascii,binnings/ZTF20abxrsjb_20200907_P60_v1,Ia 91T-like,0.0735,Ia 91T-like/1991T/Other phase-band : -7.0B,SB1,0.9902468,0.009753218,-7.0,1.2
ZTF20abxrsjb_20200907_P60_v2.ascii,binnings/ZTF20abxrsjb_20200907_P60_v2,Ia 91T-like,0.0735,Ia 91T-like/1991T/Other phase-band : -7.0B,Sc,0.935194,0.06480597,-7.0,1.4
ZTF20abxyauq_20200916_P200_v1.ascii,binnings/ZTF20abxyauq_20200916_P200_v1,IIn,0.0234,IIn/2005cp/DBSP phase-band : 36.0B,S0,0.7855021,0.21449791,36.0,-2.0
ZTF20abxyauq_20201020_Keck1_v1.ascii,binnings/ZTF20abxyauq_20201020_Keck1_v1,IIb-flash,0.024,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.9659375,0.034062486,-7.0,-2.0
ZTF20abxyifx_20201004_LT_v1.ascii,binnings/ZTF20abxyifx_20201004_LT_v1,IIb-flash,0.02498925,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.89425874,0.105741255,-7.0,-2.0
ZTF20abxyifx_20201012_P60_v1.ascii,binnings/ZTF20abxyifx_20201012_P60_v1,IIn,0.02627075,IIn/2008fq/LDSS-3 phase-band : -2.0B,SB1,0.99081826,0.009181713,-2.0,0.2
ZTF20abybeex_20200907_APO_v1.ascii,binnings/ZTF20abybeex_20200907_APO_v1,Ibn,0.0294,Ibn/2010al/DBSP phase-band : -8.18B,SB2,0.8477621,0.1522379,-8.18,2.0
ZTF20abygigy_20200915_APO_v1.ascii,binnings/ZTF20abygigy_20200915_APO_v1,IIb-flash,0.056525,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.89114934,0.10885064,-7.0,-2.0
ZTF20abyiycy_20200918_P60_v1.ascii,binnings/ZTF20abyiycy_20200918_P60_v1,Ia-02cx like,0.0735,Ia-02cx like/2005hk/DIS phase-band : -5.9B,SB3,0.996284,0.0037159992,-5.9,0.4
ZTF20abyppuk_20200915_P60_v1.ascii,binnings/ZTF20abyppuk_20200915_P60_v1,Ia-norm,0.078,Ia-norm/2012cg/KAST phase-band : -5.5B,SB1,0.99708515,0.0029148692,-5.5,1.2
ZTF20abzayoe_20200924_APO_v1.ascii,binnings/ZTF20abzayoe_20200924_APO_v1,Ia-norm,0.079,Ia-norm/2013dy/HET-LRS phase-band : 15.45B,S0,0.9249861,0.07501389,15.45,-2.0
ZTF20abztkiv_20201020_Keck1_v1.ascii,binnings/ZTF20abztkiv_20201020_Keck1_v1,IIb-flash,0.03617225,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.8591412,0.14085884,-7.0,-2.0
ZTF20abztkiv_20201020_Keck1_v2.ascii,binnings/ZTF20abztkiv_20201020_Keck1_v2,IIb-flash,0.0370545,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.29626969,0.7037303,-7.0,-2.0
ZTF20acauthg_20200926_P60_v1.ascii,binnings/ZTF20acauthg_20200926_P60_v1,Ia-CSM-(ambigious),0.08,Ia-CSM-(ambigious)/2002ic/BC-Magellan phase-band : 2.0B,E,0.9433613,0.056638725,2.0,0.2
ZTF20acbakkg_20200924_P60_v2.ascii,binnings/ZTF20acbakkg_20200924_P60_v2,Ia-CSM,0.0361,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,Sc,0.9449678,0.055032186,u,-1.6
ZTF20acbakkg_20200928_P60_v1.ascii,binnings/ZTF20acbakkg_20200928_P60_v1,IIn,0.0361,IIn/2008fq/WFCCD phase-band : 10.0B,Sc,0.9390518,0.06094821,10.0,-0.4
ZTF20acbakkg_20201011_P60_v1.ascii,binnings/ZTF20acbakkg_20201011_P60_v1,IIn,0.0399,IIn/2008fq/WFCCD phase-band : 3.0B,SB2,0.94359004,0.05640993,3.0,-2.0
ZTF20acbcfaa_20210513_P200_v1.ascii,binnings/ZTF20acbcfaa_20210513_P200_v1,IIb-flash,0.263,IIb-flash/2013cu_early/DEIMOS phase-band : -7.0V,E,0.76071274,0.23928723,-7.0,-2.0
