ZTF_Name,Version,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
ZTF19aakswrb,ZTF19aakswrb_20190629_DCT_v3.ascii,TDE,5,TDE,7.24,5,0.1232
ZTF19aakswrb,ZTF19aakswrb_20190827_DCT_v2.ascii,Gal,8,Gal,7.74,8,0.1208
ZTF19aakswrb,ZTF19aakswrb_20200609_DCT_v2.ascii,TDE,8,TDE,5.27,8,0.1227
ZTF19aaksxgp,ZTF19aaksxgp_20190314_P60_v1.ascii,Ia,3,Ia-norm,4.76,2,0.508
ZTF19aaksxgp,ZTF19aaksxgp_20190407_NOT_v1.ascii,AGN,6,AGN,19.15,6,0.047
ZTF19aaktdid,ZTF19aaktdid_20190228_P60_v1.ascii,Ia,6,Ia-norm,7.55,6,0.0812
ZTF19aakthjl,ZTF19aakthjl_20190318_P60_v1.ascii,Ia,10,Ia-norm,12.93,10,0.0637
ZTF19aaktorq,ZTF19aaktorq_20190314_P60_v1.ascii,AGN,4,AGN,13.17,4,0.1736
ZTF19aaktpns,ZTF19aaktpns_20190315_P60_v1.ascii,Ia,5,Ia-norm,6.04,5,0.0746
ZTF19aakvysq,ZTF19aakvysq_20190330_APO_v1.ascii,Ia,4,Ia-norm,5.93,4,0.4582
ZTF19aakwifv,ZTF19aakwifv_20190307_Keck1_v1.ascii,Ia,9,Ia-norm,18.0,9,0.0834
ZTF19aakxogv,ZTF19aakxogv_20190317_P60_v1.ascii,Ia,6,Ia-norm,5.68,6,0.1076
ZTF19aakxwqu,ZTF19aakxwqu_20190304_P60_v1.ascii,Ia,11,Ia-norm,25.56,9,0.0738
ZTF19aakykjl,ZTF19aakykjl_20190401_P60_v1.ascii,Ic,9,Ic-BL,12.54,8,0.4609
ZTF19aakykjl,ZTF19aakykjl_20190408_P60_v1.ascii,Ic,6,Ic-norm,8.24,4,0.4639
ZTF19aakynun,ZTF19aakynun_20190330_APO_v1.ascii,Gal,8,Gal,7.38,8,0.0988
ZTF19aakyqhj,ZTF19aakyqhj_20190307_Keck1_v1.ascii,QSO,2,QSO,6.19,2,0.4295
ZTF19aakyqhj,ZTF19aakyqhj_20190316_P200_v1.ascii,II,5,IIb,4.41,5,0.0652
ZTF19aakyqhj,ZTF19aakyqhj_20190316_P200_v2.ascii,Ic,4,Ic-BL,9.2,4,0.5784
ZTF19aakyxsq,ZTF19aakyxsq_20190406_Keck1_v1.ascii,Ia,8,Ia-norm,13.23,8,0.088
ZTF19aakzash,ZTF19aakzash_20190304_P60_v1.ascii,II,11,II-norm,9.94,11,0.0316
ZTF19aakzwao,ZTF19aakzwao_20190304_P200_v1.ascii,Ia,9,Ia-norm,16.43,9,0.0204
ZTF19aaladlt,ZTF19aaladlt_20190314_P60_v1.ascii,Ib,4,Ia-norm,5.45,3,0.5093
ZTF19aalafip,ZTF19aalafip_20190316_P60_v1.ascii,Ia,10,Ia-norm,15.55,7,0.0705
ZTF19aalahqa,ZTF19aalahqa_20190301_P60_v1.ascii,Ib,9,Ib-norm,6.17,9,0.0834
ZTF19aalahqa,ZTF19aalahqa_20190315_P60_v1.ascii,Ib,6,Ib-norm,9.27,6,0.0486
ZTF19aalaxsa,ZTF19aalaxsa_20190406_Keck1_v1.ascii,Gal,6,Gal,28.18,6,0.1163
ZTF19aalbaff,ZTF19aalbaff_20190305_P60_v1.ascii,C-star,4,C-star,5.55,4,0.3996
ZTF19aalbaff,ZTF19aalbaff_20190305_P60_v2.ascii,Gal,7,Gal,9.74,7,0.0554
ZTF19aalbrgu,ZTF19aalbrgu_20190408_LT_v1.ascii,Gal,6,Gal,9.67,6,0.0958
ZTF19aalbrgu,ZTF19aalbrgu_20190424_P60_v1.ascii,II,4,II-norm,6.7,4,0.0949
ZTF19aalbrgu,ZTF19aalbrgu_20190701_P60_v1.ascii,II,8,II-norm,8.89,4,0.0948
ZTF19aalbrgu,ZTF19aalbrgu_20190716_P60_v1.ascii,Ia,3,Ia-norm,5.18,3,0.1437
ZTF19aalbrgu,ZTF19aalbrgu_20210513_P200_v1.ascii,Ic,7,Ic-BL,4.98,4,0.8159
ZTF19aalcbda,ZTF19aalcbda_20190301_P60_v1.ascii,Ia,22,Ia-03fg,4.77,15,0.0744
ZTF19aalckuo,ZTF19aalckuo_20190316_P60_v1.ascii,Ia,8,Ia-norm,5.44,4,-0.0038
ZTF19aalclok,ZTF19aalclok_20190403_Keck1_v1.ascii,Ic,6,Ic-norm,12.29,6,0.0318
ZTF19aalcwjt,ZTF19aalcwjt_20190304_P60_v1.ascii,Ia,4,Ia-norm,9.13,3,0.0677
ZTF19aaldqvh,ZTF19aaldqvh_20190424_P200_v1.ascii,Gal,10,Gal,8.58,10,0.0997
ZTF19aalemmz,ZTF19aalemmz_20190316_P60_v1.ascii,Ia,8,Ia-norm,13.98,6,0.0758
ZTF19aaleptm,ZTF19aaleptm_20190314_P60_v1.ascii,Ia,6,Ia-norm,8.99,6,0.0936
ZTF19aaleptm,ZTF19aaleptm_20190314_P60_v2.ascii,Ia,10,Ia-norm,14.72,10,0.0769
ZTF19aalfsqm,ZTF19aalfsqm_20190315_P60_v1.ascii,Ic,4,Ic-norm,3.97,4,0.2895
ZTF19aalfsqm,ZTF19aalfsqm_20190406_Keck1_v1.ascii,Ic,9,Ic-norm,9.2,8,0.0527
ZTF19aalfsrm,ZTF19aalfsrm_20190315_P200_v1.ascii,Ic,6,Ic-BL,8.51,6,0.0463
ZTF19aalfsrm,ZTF19aalfsrm_20190706_Keck1_v1.ascii,Ic,5,Ic-norm,16.18,5,0.0438
ZTF19aalfxyi,ZTF19aalfxyi_20190316_P60_v1.ascii,II,4,IIb,5.77,4,0.2857
ZTF19aaljeup,ZTF19aaljeup_20190406_Keck1_v1.ascii,Ia,9,Ia-norm,14.71,6,0.0867
ZTF19aalkxhz,ZTF19aalkxhz_20190315_P200_v1.ascii,AGN,5,AGN,14.5,5,0.0378
ZTF19aalkxhz,ZTF19aalkxhz_20190403_Keck1_v1.ascii,Gal,4,Gal,38.01,4,0.0378
ZTF19aallimd,ZTF19aallimd_20190329_P60_v1.ascii,II,5,II-norm,8.95,5,0.0343
ZTF19aallvor,ZTF19aallvor_20190304_Keck1_v1.ascii,Ia,10,Ia-norm,21.0,9,0.0708
ZTF19aalofwy,ZTF19aalofwy_20190603_Keck1_v1.ascii,Gal,5,Gal,32.17,5,0.0006
ZTF19aaloqmd,ZTF19aaloqmd_20190315_P200_v1.ascii,II,7,II-norm,12.12,7,0.0308
ZTF19aalouag,ZTF19aalouag_20190331_P60_v1.ascii,Ib,7,Ib-norm,13.75,7,0.0566
ZTF19aalouag,ZTF19aalouag_20190415_P60_v1.ascii,Ib,4,Ib-norm,12.01,4,0.0639
ZTF19aalouag,ZTF19aalouag_20190423_NOT_v1.ascii,Ib,7,Ib-norm,20.74,6,0.057
ZTF19aalouag,ZTF19aalouag_20190423_P60_v1.ascii,Ib,6,Ib-norm,9.11,6,0.0767
ZTF19aalouag,ZTF19aalouag_20190424_P60_v1.ascii,Ia,9,Ia-norm,7.28,9,0.064
ZTF19aalouag,ZTF19aalouag_20190502_P60_v1.ascii,Ib,6,Ib-norm,6.16,6,0.0675
ZTF19aalouag,ZTF19aalouag_20190530_P60_v1.ascii,Ic,6,Ic-norm,9.73,6,0.0655
ZTF19aalouag,ZTF19aalouag_20190608_NOT_v1.ascii,Ib,8,Ib-norm,13.08,8,0.0562
ZTF19aalrfoi,ZTF19aalrfoi_20190315_P60_v1.ascii,Ia,6,Ia-norm,10.94,6,0.0718
ZTF19aalrfoi,ZTF19aalrfoi_20190315_P60_v2.ascii,Ic,5,Ia-norm,10.58,4,0.0723
ZTF19aalrtfm,ZTF19aalrtfm_20190314_P60_v1.ascii,Ia,6,Ia-norm,5.74,3,0.0444
ZTF19aalryov,ZTF19aalryov_20190305_P60_v1.ascii,Ia,10,Ia-norm,11.79,9,0.0584
ZTF19aalsnbp,ZTF19aalsnbp_20190315_P60_v1.ascii,Ia,3,Ia-norm,7.07,3,0.5004
ZTF19aalsnbp,ZTF19aalsnbp_20190315_P60_v2.ascii,AGN,5,AGN,6.3,5,0.0506
ZTF19aalubxw,ZTF19aalubxw_20190316_P60_v1.ascii,Ib,7,Ib-norm,5.0,7,0.2747
ZTF19aalubxw,ZTF19aalubxw_20190424_P200_v1.ascii,Ic,4,Ic-norm,6.19,3,0.5825
ZTF19aaluprf,ZTF19aaluprf_20190316_P60_v1.ascii,Ia,9,Ia-norm,12.77,6,0.058
ZTF19aalveag,ZTF19aalveag_20190316_P60_v1.ascii,Ia,11,Ia-norm,11.63,11,0.0532
ZTF19aalwegb,ZTF19aalwegb_20190317_NTT_v1.ascii,Ia,10,Ia-norm,22.83,9,0.0723
ZTF19aalwfqj,ZTF19aalwfqj_20190316_P200_v1.ascii,Ia,5,Ia-91T,5.6,4,0.3182
ZTF19aalwfqj,ZTF19aalwfqj_20190403_Keck1_v1.ascii,Ic,9,Ic-norm,15.83,5,0.0376
ZTF19aalwqqa,ZTF19aalwqqa_20190315_P200_v1.ascii,Gal,6,Gal,27.48,6,0.0293
ZTF19aalwqqa,ZTF19aalwqqa_20190403_Keck1_v1.ascii,Gal,8,Gal,21.35,8,0.0293
ZTF19aalxcyo,ZTF19aalxcyo_20190318_P60_v1.ascii,Ia,5,Ia-91T,9.12,4,0.1057
ZTF19aalxlpp,ZTF19aalxlpp_20190317_P60_v1.ascii,Ia,10,Ia-norm,10.6,8,0.0823
ZTF19aalyccw,ZTF19aalyccw_20190408_P60_v1.ascii,Ia,6,Ia-norm,4.78,6,0.2584
ZTF19aalycsv,ZTF19aalycsv_20190315_P200_v1.ascii,Gal,4,Gal,13.04,4,0.0224
ZTF19aalycsv,ZTF19aalycsv_20190403_Keck1_v1.ascii,II,5,II-norm,16.33,5,0.0254
ZTF19aalyecr,ZTF19aalyecr_20190406_Keck1_v1.ascii,Ia,10,Ia-norm,16.15,10,0.0819
ZTF19aalyleg,ZTF19aalyleg_20190317_P60_v1.ascii,Ia,7,Ia-norm,10.02,7,0.0702
ZTF19aalypsi,ZTF19aalypsi_20190307_Keck1_v1.ascii,Ia,11,Ia-91bg,8.18,10,0.0153
ZTF19aalypsi,ZTF19aalypsi_20190315_P200_v1.ascii,Ia,5,Ia-norm,7.04,5,0.045
ZTF19aalypsi,ZTF19aalypsi_20190403_Keck1_v1.ascii,Gal,17,Gal,8.86,17,0.022
ZTF19aalzgdr,ZTF19aalzgdr_20190307_Keck1_v1.ascii,Ia,7,Ia-norm,11.53,3,0.0964
ZTF19aalzmio,ZTF19aalzmio_20190329_P60_v1.ascii,Ia,10,Ia-norm,15.5,8,0.0686
ZTF19aalzmiu,ZTF19aalzmiu_20190318_P60_v1.ascii,Ia,10,Ia-norm,7.76,10,0.0991
ZTF19aalzrrz,ZTF19aalzrrz_20190325_P60_v1.ascii,Ia,11,Ia-norm,9.42,6,0.0545
ZTF19aalzrrz,ZTF19aalzrrz_20190325_P60_v2.ascii,Ia,10,Ia-norm,11.67,8,0.053
ZTF19aalzrrz,ZTF19aalzrrz_20190325_P60_v3.ascii,Ia,14,Ia-norm,6.38,13,0.0551
ZTF19aalztms,ZTF19aalztms_20190401_P60_v1.ascii,II,8,IIb,5.76,4,0.0422
ZTF19aamaeve,ZTF19aamaeve_20190330_APO_v1.ascii,Ia,7,Ia-norm,12.44,7,0.0642
ZTF19aambfxc,ZTF19aambfxc_20200209_LT_v1.ascii,Ia,9,Ia-norm,7.22,6,0.0642
ZTF19aambfxc,ZTF19aambfxc_20200209_P60_v1.ascii,Ic,4,Ic-BL,6.34,2,0.2697
ZTF19aambfxc,ZTF19aambfxc_20200211_LT_v1.ascii,Ia,10,Ia-norm,11.15,6,0.0584
ZTF19aambfxc,ZTF19aambfxc_20200428_NOT_v1.ascii,Gal,6,Gal,8.46,6,0.0543
ZTF19aambixl,ZTF19aambixl_20190327_P60_v1.ascii,Ic,10,Ic-norm,8.71,10,0.0764
ZTF19aamftfu,ZTF19aamftfu_20190316_P200_v1.ascii,II,10,II-norm,8.12,10,0.029
ZTF19aamfupk,ZTF19aamfupk_20190406_Keck1_v1.ascii,Ib,7,Ib-norm,18.4,7,0.014
ZTF19aamfupk,ZTF19aamfupk_20190928_Keck1_v1.ascii,Ic,8,Ic-SLSN,6.69,6,0.6279
ZTF19aamfuvt,ZTF19aamfuvt_20190318_P60_v1.ascii,Ic,5,Ic-SLSN,4.45,5,0.279
ZTF19aamfxby,ZTF19aamfxby_20190324_P60_v1.ascii,Ia,10,Ia-02cx,9.59,5,0.0625
ZTF19aamgghn,ZTF19aamgghn_20190318_P60_v1.ascii,Ic,4,Ia-91bg,6.0,3,1.002
ZTF19aamgghn,ZTF19aamgghn_20190326_P60_v1.ascii,Ia,6,Ia-norm,6.25,6,0.3026
ZTF19aamgghn,ZTF19aamgghn_20190406_Keck1_v1.ascii,Ib,9,Ib-norm,10.37,9,0.0264
ZTF19aamggmk,ZTF19aamggmk_20190318_P60_v1.ascii,Ia,3,II-norm,6.52,3,0.0501
ZTF19aamggnw,ZTF19aamggnw_20190318_P60_v1.ascii,II,7,II-norm,6.4,7,0.034
ZTF19aamggua,ZTF19aamggua_20200322_Keck1_v1.ascii,Gal,4,Gal,12.81,4,0.0171
ZTF19aamgjtz,ZTF19aamgjtz_20190316_P60_v1.ascii,Ia,6,Ia-norm,5.86,6,0.0962
ZTF19aamgokq,ZTF19aamgokq_20190316_P60_v1.ascii,Ia,11,Ia-norm,13.2,10,0.0794
ZTF19aamgttu,ZTF19aamgttu_20190330_P60_v1.ascii,Ia,9,Ia-norm,17.65,8,0.0352
ZTF19aamhgwm,ZTF19aamhgwm_20190318_P60_v1.ascii,II,9,II-norm,8.2,9,0.0362
ZTF19aamhhae,ZTF19aamhhae_20190326_P60_v1.ascii,Ia,9,Ia-norm,10.3,7,0.0393
ZTF19aamhhey,ZTF19aamhhey_20190315_P60_v1.ascii,Ia,14,Ib-norm,5.05,13,0.1634
ZTF19aamhhgu,ZTF19aamhhgu_20190324_P60_v1.ascii,Ia,8,Ia-norm,20.87,8,0.0389
ZTF19aamhhyo,ZTF19aamhhyo_20190327_P60_v1.ascii,Ia,8,Ia-norm,8.34,5,0.0807
ZTF19aamhlnl,ZTF19aamhlnl_20190326_P60_v1.ascii,Ia,9,Ia-norm,10.22,9,0.0746
ZTF19aamhqow,ZTF19aamhqow_20190326_P60_v1.ascii,Ia,6,Ia-norm,9.32,6,0.0597
ZTF19aamjsyl,ZTF19aamjsyl_20200806_P60_v1.ascii,Ia,8,Ia-norm,4.3,5,-0.0064
ZTF19aamjvie,ZTF19aamjvie_20190316_P60_v1.ascii,Ia,10,Ia-norm,17.95,6,0.0386
ZTF19aamkdtq,ZTF19aamkdtq_20190316_P200_v1.ascii,Ia,11,Ia-norm,11.66,9,0.042
ZTF19aamkfvy,ZTF19aamkfvy_20190317_P60_v1.ascii,II,9,II-norm,7.41,9,0.0285
ZTF19aamkfvy,ZTF19aamkfvy_20190325_P60_v1.ascii,II,9,II-norm,7.97,7,0.0299
ZTF19aamkfxb,ZTF19aamkfxb_20190319_P60_v1.ascii,QSO,2,QSO,13.08,2,0.2791
ZTF19aamkfxb,ZTF19aamkfxb_20190319_P60_v2.ascii,Ia,10,Ia-norm,9.22,9,0.0914
ZTF19aamkmxv,ZTF19aamkmxv_20190323_P60_v1.ascii,II,6,II-norm,6.07,6,0.0185
ZTF19aamkmxv,ZTF19aamkmxv_20190423_LT_v1.ascii,Gal,9,Gal,13.78,9,0.0141
ZTF19aamkmxv,ZTF19aamkmxv_20190424_P200_v1.ascii,Gal,9,Gal,21.74,9,0.0137
ZTF19aamkowf,ZTF19aamkowf_20190316_P200_v1.ascii,QSO,6,QSO,8.63,6,0.0295
ZTF19aamkowf,ZTF19aamkowf_20190406_Keck1_v1.ascii,II,4,II-norm,13.16,4,0.0294
ZTF19aamkugw,ZTF19aamkugw_20190401_P60_v1.ascii,Ic,8,Ic-SLSN,5.42,4,0.2666
ZTF19aamkywr,ZTF19aamkywr_20190420_P60_v1.ascii,Ic,4,Ic-BL,7.22,4,0.4685
ZTF19aamljom,ZTF19aamljom_20190326_P60_v1.ascii,Ic,9,Ic-SLSN,8.8,6,0.2672
ZTF19aamljom,ZTF19aamljom_20190330_APO_v1.ascii,Ia,7,Ia-csm,3.76,3,0.1849
ZTF19aamljom,ZTF19aamljom_20190330_P60_v1.ascii,Ic,10,Ic-SLSN,7.91,9,0.2705
ZTF19aamljom,ZTF19aamljom_20190418_LT_v1.ascii,II,6,II-norm,7.2,6,0.0175
ZTF19aamljom,ZTF19aamljom_20190419_P60_v1.ascii,II,9,II-norm,6.69,9,0.0239
ZTF19aamljom,ZTF19aamljom_20190530_P60_v1.ascii,II,9,II-norm,14.07,9,0.0202
ZTF19aamljom,ZTF19aamljom_20190714_P60_v1.ascii,II,8,II-norm,7.7,8,0.0194
ZTF19aamohrk,ZTF19aamohrk_20190327_P60_v1.ascii,Ia,8,Ia-91T,5.32,5,0.0454
ZTF19aamoidt,ZTF19aamoidt_20190330_P60_v1.ascii,Ic,4,Ic-SLSN,5.63,4,0.0937
ZTF19aamooex,ZTF19aamooex_20190407_APO_v1.ascii,Ia,9,Ia-norm,20.02,9,0.0918
ZTF19aamoqxy,ZTF19aamoqxy_20190316_P60_v1.ascii,Ia,11,Ia-norm,20.46,11,0.0837
ZTF19aamowaf,ZTF19aamowaf_20190330_P60_v1.ascii,II,2,II-norm,7.12,2,0.0276
ZTF19aamowaf,ZTF19aamowaf_20190330_P60_v2.ascii,Ic,6,Ic-norm,6.24,3,-0.0032
ZTF19aamowaf,ZTF19aamowaf_20190330_P60_v3.ascii,II,5,II-norm,6.98,5,0.0231
ZTF19aamoyzf,ZTF19aamoyzf_20190325_P60_v1.ascii,Ia,7,Ia-norm,6.63,5,0.0983
ZTF19aampokl,ZTF19aampokl_20190319_P60_v1.ascii,Ia,4,Ia-norm,3.72,4,0.4407
ZTF19aampqcq,ZTF19aampqcq_20190319_P60_v1.ascii,Ia,8,Ia-norm,6.6,8,0.0169
ZTF19aampyum,ZTF19aampyum_20190401_P60_v1.ascii,Ia,10,Ia-91T,24.03,7,0.0278
ZTF19aamqebl,ZTF19aamqebl_20190331_P60_v1.ascii,Ia,8,Ia-norm,10.25,7,0.0674
ZTF19aamqlxu,ZTF19aamqlxu_20190424_P200_v1.ascii,Ia,10,Ia-norm,13.37,10,0.0699
ZTF19aamqlyl,ZTF19aamqlyl_20190407_P60_v1.ascii,Ia,8,Ia-norm,28.19,5,0.0354
ZTF19aamrais,ZTF19aamrais_20190411_P60_v1.ascii,Ic,4,Ic-BL,8.15,4,0.0344
ZTF19aamrais,ZTF19aamrais_20190417_P60_v1.ascii,Ia,6,Ia-norm,6.67,6,0.2911
ZTF19aamrais,ZTF19aamrais_20190424_P200_v1.ascii,Gal,8,Gal,12.92,8,0.1172
ZTF19aamrais,ZTF19aamrais_20190524_P200_v1.ascii,Ic,9,Ic-BL,6.65,9,0.1352
ZTF19aamrnyv,ZTF19aamrnyv_20190318_P60_v1.ascii,Ic,9,Ic-BL,6.46,9,0.3017
ZTF19aamrnyv,ZTF19aamrnyv_20190318_P60_v2.ascii,Gal,9,Gal,4.27,9,0.4544
ZTF19aamrnyv,ZTF19aamrnyv_20190326_P60_v1.ascii,Ia,11,Ia-91T,4.6,10,0.0378
ZTF19aamsetj,ZTF19aamsetj_20190325_P60_v1.ascii,Ic,8,Ic-norm,11.14,4,0.0506
ZTF19aamsetj,ZTF19aamsetj_20190403_Keck1_v1.ascii,Ic,7,Ic-norm,16.49,4,0.0361
ZTF19aamsetj,ZTF19aamsetj_20190417_LT_v2.ascii,Ic,8,Ic-BL,7.58,8,0.0334
ZTF19aamsetj,ZTF19aamsetj_20190418_P60_v1.ascii,Ic,4,Ic-BL,3.18,3,0.7617
ZTF19aamsetj,ZTF19aamsetj_20190420_NOT_v1.ascii,Ic,8,Ic-BL,9.57,6,0.035
ZTF19aamsetj,ZTF19aamsetj_20190423_P60_v1.ascii,Ic,6,Ic-BL,5.32,3,0.0393
ZTF19aamsetj,ZTF19aamsetj_20190424_P200_v1.ascii,Ic,7,Ic-SLSN,9.5,5,0.0294
ZTF19aamsetj,ZTF19aamsetj_20190424_P200_v3.ascii,Ic,7,Ic-norm,9.51,6,0.0363
ZTF19aamsetj,ZTF19aamsetj_20190429_NOT_v1.ascii,Ic,6,Ic-SLSN,8.57,6,0.0304
ZTF19aamsetj,ZTF19aamsetj_20190514_NOT_v1.ascii,Ic,9,Ic-BL,10.78,5,0.0269
ZTF19aamsetj,ZTF19aamsetj_20190604_Keck1_v1.ascii,Ic,6,Ic-BL,11.64,5,0.0326
ZTF19aamsnhu,ZTF19aamsnhu_20190329_P60_v1.ascii,Ia,10,Ia-norm,14.8,8,0.1018
ZTF19aamtima,ZTF19aamtima_20190319_P60_v1.ascii,Ic,1,Ic-norm,5.16,1,0.2683
ZTF19aamtima,ZTF19aamtima_20190406_Keck1_v1.ascii,Ia,9,Ia-norm,19.53,7,0.0487
ZTF19aamtwiz,ZTF19aamtwiz_20190322_P60_v1.ascii,LBV,7,LBV,6.95,7,0.2014
ZTF19aamtwiz,ZTF19aamtwiz_20190325_P60_v1.ascii,TDE,6,TDE,6.86,6,0.0455
ZTF19aamtwiz,ZTF19aamtwiz_20190326_P60_v1.ascii,Ic,5,Ic-norm,6.05,4,0.284
ZTF19aamtwiz,ZTF19aamtwiz_20190428_P60_v1.ascii,Ia,4,Ia-norm,6.44,4,0.9321
ZTF19aamtwwv,ZTF19aamtwwv_20190331_P60_v1.ascii,Ia,9,Ia-norm,12.2,6,0.0736
ZTF19aamvape,ZTF19aamvape_20190406_P60_v1.ascii,II,10,IIb,12.57,9,0.0434
ZTF19aamvmer,ZTF19aamvmer_20190407_APO_v1.ascii,Ia,8,Ia-norm,17.32,6,0.0847
ZTF19aamwyzl,ZTF19aamwyzl_20190331_P60_v1.ascii,Ia,9,Ia-91T,14.92,8,0.0942
ZTF19aanbfaw,ZTF19aanbfaw_20190329_P60_v1.ascii,Ia,10,Ia-norm,16.11,10,0.0596
ZTF19aanbojt,ZTF19aanbojt_20190325_P60_v1.ascii,Ia,8,Ia-norm,8.82,8,0.0498
ZTF19aanbpus,ZTF19aanbpus_20201212_LT_v1.ascii,Gal,6,Gal,21.18,6,0.0102
ZTF19aanbpus,ZTF19aanbpus_20210217_Keck1_v1.ascii,Gal,9,Gal,31.48,9,0.0099
ZTF19aancoel,ZTF19aancoel_20190406_Keck1_v1.ascii,Ic,8,Ic-BL,12.39,6,0.0367
ZTF19aandjiw,ZTF19aandjiw_20190408_P60_v1.ascii,Ic,6,Ic-norm,5.68,5,0.4954
ZTF19aanejfr,ZTF19aanejfr_20190324_P60_v1.ascii,Ia,8,Ia-91T,15.76,7,0.0446
ZTF19aanesgt,ZTF19aanesgt_20190410_LT_v1.ascii,Ic,7,Ic-BL,10.02,4,0.1683
ZTF19aanesgt,ZTF19aanesgt_20190415_P60_v1.ascii,Ic,6,Ic-SLSN,4.77,4,0.2876
ZTF19aanesgt,ZTF19aanesgt_20190424_P200_v1.ascii,Ia,10,Ia-norm,12.34,10,0.1472
ZTF19aanesgt,ZTF19aanesgt_20190602_P200_v1.ascii,Ic,5,Ic-BL,5.47,5,0.3771
ZTF19aanesxt,ZTF19aanesxt_20190326_P60_v1.ascii,Ia,10,Ia-norm,15.05,7,0.0466
ZTF19aanetjx,ZTF19aanetjx_20190331_P60_v1.ascii,Ia,6,Ia-norm,6.7,4,0.0618
ZTF19aaneugz,ZTF19aaneugz_20190402_P60_v1.ascii,Ia,5,Ia-norm,7.02,5,0.0545
ZTF19aanevlu,ZTF19aanevlu_20190331_P60_v1.ascii,II,5,II-norm,5.45,5,0.2053
ZTF19aanfkyc,ZTF19aanfkyc_20190403_Keck1_v1.ascii,II,41,II-norm,27.1,41,0.0376
ZTF19aanfnvl,ZTF19aanfnvl_20190325_P60_v1.ascii,II,5,II-norm,7.69,5,0.0327
ZTF19aanfnvl,ZTF19aanfnvl_20190326_P60_v1.ascii,II,5,II-norm,7.34,5,0.0338
ZTF19aanfqug,ZTF19aanfqug_20190408_P60_v1.ascii,II,7,II-norm,5.97,7,0.0475
ZTF19aanfqug,ZTF19aanfqug_20190422_P60_v1.ascii,II,10,II-norm,6.5,10,0.0454
ZTF19aanfqug,ZTF19aanfqug_20190424_P200_v1.ascii,AGN,7,AGN,18.63,7,0.046
ZTF19aanfrmq,ZTF19aanfrmq_20190414_P60_v1.ascii,Gal,5,Gal,5.01,5,0.1304
ZTF19aanfsmc,ZTF19aanfsmc_20190406_Keck1_v1.ascii,Ib,9,Ib-norm,17.82,7,0.0433
ZTF19aanfsmc,ZTF19aanfsmc_20200218_Keck1_v1.ascii,Gal,8,Gal,20.06,8,0.0343
ZTF19aanftyh,ZTF19aanftyh_20190413_P200_v1.ascii,Gal,9,Gal,12.46,9,0.0329
ZTF19aanfukh,ZTF19aanfukh_20190325_P60_v1.ascii,Ic,9,Ic-norm,15.37,6,0.0295
ZTF19aanfukh,ZTF19aanfukh_20190325_P60_v2.ascii,Ic,12,Ic-norm,11.65,10,0.0278
ZTF19aanfukh,ZTF19aanfukh_20190326_P60_v1.ascii,Ic,9,Ic-norm,12.46,6,0.028
ZTF19aanfukh,ZTF19aanfukh_20190330_P60_v1.ascii,Ic,11,Ic-norm,9.54,6,0.0289
ZTF19aanfukh,ZTF19aanfukh_20190417_NOT_v1.ascii,Ib,5,Ib-norm,15.17,5,0.0285
ZTF19aanfukh,ZTF19aanfukh_20190421_P60_v1.ascii,II,5,II-norm,3.64,5,0.359
ZTF19aanfukh,ZTF19aanfukh_20190421_P60_v2.ascii,Ia,6,Ia-norm,4.59,6,0.2664
ZTF19aanfyey,ZTF19aanfyey_20190402_P60_v1.ascii,Ia,9,Ia-91T,8.66,5,0.09
ZTF19aangier,ZTF19aangier_20190331_P60_v1.ascii,Ia,8,Ia-norm,15.51,7,0.0646
ZTF19aanhgqg,ZTF19aanhgqg_20190325_P60_v1.ascii,Ia,11,Ia-norm,13.32,9,0.0258
ZTF19aanhgqg,ZTF19aanhgqg_20190325_P60_v2.ascii,Ia,10,Ia-91bg,12.11,7,0.0254
ZTF19aanhhal,ZTF19aanhhal_20190325_P60_v1.ascii,II,23,II-norm,10.45,23,0.0261
ZTF19aanhhal,ZTF19aanhhal_20190325_P60_v2.ascii,II,11,II-norm,8.72,11,0.0257
ZTF19aanhlxe,ZTF19aanhlxe_20190408_P60_v1.ascii,Ia,8,Ia-norm,19.94,7,0.0694
ZTF19aanhlzi,ZTF19aanhlzi_20190326_P60_v1.ascii,Ia,9,Ia-norm,23.38,7,0.0603
ZTF19aanhlzn,ZTF19aanhlzn_20190408_P60_v1.ascii,Ia,14,Ia-norm,18.02,12,0.0664
ZTF19aanijpu,ZTF19aanijpu_20190411_P60_v1.ascii,Ic,2,Ic-SLSN,6.64,2,0.0538
ZTF19aanijpu,ZTF19aanijpu_20190413_P60_v1.ascii,Ic,8,Ic-norm,8.46,6,0.0421
ZTF19aanijpu,ZTF19aanijpu_20190424_P60_v1.ascii,Ia,9,Ia-91bg,15.65,9,0.0438
ZTF19aanijpu,ZTF19aanijpu_20190529_P60_v1.ascii,Ic,6,Ic-norm,18.92,4,0.0451
ZTF19aanijpu,ZTF19aanijpu_20190530_P60_v1.ascii,Ia,7,Ia-91bg,13.35,7,0.0509
ZTF19aanijpu,ZTF19aanijpu_20190608_NOT_v1.ascii,Ib,8,Ib-norm,11.96,8,0.0445
ZTF19aanijpu,ZTF19aanijpu_20190616_P60_v1.ascii,Ia,6,Ia-91T,4.7,6,0.1063
