,Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av,ZTF_Name,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
6051,ZTF19aciefgg_20200831_P60_v1.ascii,ZTF19aciefgg_20200831_P60_v1_10,IIn,0.04551,IIn/2008fq/WFCCD+2454731.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.49042124,0.50957876,3.0,-2.0,ZTF19aciefgg,Ia,8,Ia-91T,6.47,7,0.1107
6052,ZTF19aciefgg_20200831_P60_v2.ascii,ZTF19aciefgg_20200831_P60_v2_10,II,0.04662,II/iPTF14flu/LRIS+2456980.7418519,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.19098827,0.80901176,56981.242,2.0,ZTF19aciefgg,Ia,4,Ia-norm,5.26,4,0.2644
6053,ZTF19acifduk_20191125_P200_v1.ascii,ZTF19acifduk_20191125_P200_v1_10,II,0.0471765,II/2013fs/LRIS+2456628.8441204,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.42020094,0.57979906,52.536503,2.0,ZTF19acifduk,II,11,II-norm,21.47,11,0.0514
6054,ZTF19acifjfp_20191109_P60_v1.ascii,ZTF19acifjfp_20191109_P60_v1_10,Ia 99aa-like,0.02,Ia 99aa-like/1999aa/DIS+2451226.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5072882,0.49271175,-6.0,1.2,ZTF19acifjfp,Ic,6,Ic-BL,4.81,6,0.1546
6055,ZTF19acifjfp_20191201_P60_v1.ascii,ZTF19acifjfp_20191201_P60_v1_10,SLSN-I,0.0205,SLSN-I/iPTF13ajg/X-Shooter+2456420.7248148,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.99727094,0.00272904,15.425392,2.0,ZTF19acifjfp,Gal,4,Gal,7.64,4,0.3057
6056,ZTF19acifuyf_20191030_P60_v1.ascii,ZTF19acifuyf_20191030_P60_v1_10,Ia 99aa-like,0.0361,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.32892016,0.6710798,8.0,-2.0,ZTF19acifuyf,Ic,6,Ic-BL,4.6,6,0.6306
6057,ZTF19acifuyf_20191030_P60_v2.ascii,ZTF19acifuyf_20191030_P60_v2_10,Ia 99aa-like,0.0361,Ia 99aa-like/1999aa/ALFOSC+2451222.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.23028405,0.76971596,-10.0,2.0,ZTF19acifuyf,Ic,5,Ic-BL,4.72,5,0.6328
6058,ZTF19acifuyf_20191104_P60_v1.ascii,ZTF19acifuyf_20191104_P60_v1_10,Ia-norm,0.0399,Ia-norm/2015N/LRIS+2457219.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.43402806,0.5659719,-2.0,-0.2,ZTF19acifuyf,Ib,7,Ib-norm,4.93,6,0.3266
6059,ZTF19acigkma_20191102_P60_v1.ascii,ZTF19acigkma_20191102_P60_v1_10,Ia-norm,0.0975,Ia-norm/2012cg/KAST+2456076.68,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.5166885,0.48331147,-5.499426,0.6,ZTF19acigkma,Ia,9,Ia-norm,6.69,5,0.0966
6060,ZTF19acignlo_20191030_P60_v2.ascii,ZTF19acignlo_20191030_P60_v2_10,TDE H+He,0.04522,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.13837619,0.8616238,9.906065,2.0,ZTF19acignlo,Ic,4,Ic-BL,6.35,3,0.0663
6061,ZTF19acignlo_20191105_P60_v1.ascii,ZTF19acignlo_20191105_P60_v1_10,TDE H+He,0.04998,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.29221472,0.7077853,9.906065,-2.0,ZTF19acignlo,Ic,5,Ic-SLSN,5.55,5,0.7574
6062,ZTF19acigwcg_20191105_P60_v1.ascii,ZTF19acigwcg_20191105_P60_v1_10,Ibn,0.08385,Ibn/2005la/DEIMOS+2453709.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.50146407,0.49853593,-1.3490046,2.0,ZTF19acigwcg,Ic,2,Ic-SLSN,4.35,2,0.3151
6063,ZTF19acihfxz_20191031_P60_v1.ascii,ZTF19acihfxz_20191031_P60_v1_10,SLSN-I,0.0665,SLSN-I/PTF10aagc/LRIS+2455593.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.3576502,0.64234984,55594.0,1.2,ZTF19acihfxz,Ia,3,Ia-norm,6.37,3,0.0601
6064,ZTF19acihfxz_20191106_P60_v1.ascii,ZTF19acihfxz_20191106_P60_v1_10,Ia-norm,0.0665,Ia-norm/2015N/KAST+2457226.89,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.36389416,0.63610584,5.39,0.4,ZTF19acihfxz,Ia,6,Ia-norm,11.56,5,0.0613
6065,ZTF19acihgng_20191101_P60_v1.ascii,ZTF19acihgng_20191101_P60_v1_10,Ia-norm,0.05,Ia-norm/2011fe/STIS+2455818.1701389,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.35995406,0.64004594,2.8136833,-0.2,ZTF19acihgng,Ia,9,Ia-norm,10.9,6,0.0549
6066,ZTF19acihlft_20191030_P60_v2.ascii,ZTF19acihlft_20191030_P60_v2_10,Ia-norm,0.0195,Ia-norm/2011by/KAST+2455679.7389931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.5110729,0.4889271,-10.761007,0.4,ZTF19acihlft,Ia,8,Ia-norm,8.88,7,0.0166
6067,ZTF19acitkzs_20191110_P60_v1.ascii,ZTF19acitkzs_20191110_P60_v1_10,Ia-norm,0.09135,Ia-norm/2011by/KAST+2455685.7489931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.7441966,0.25580344,-4.751007,0.4,ZTF19acitkzs,Ia,8,Ia-91T,7.57,5,0.1014
6068,ZTF19acitkzs_20191124_P200_v1.ascii,ZTF19acitkzs_20191124_P200_v1_10,Ia-norm,0.087,Ia-norm/2013dy/HET-LRS+2456515.9509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.54698,0.45301998,15.450995,-1.2,ZTF19acitkzs,Ia,7,Ia-norm,10.42,6,0.0858
6069,ZTF19acitnck_20191101_P60_v1.ascii,ZTF19acitnck_20191101_P60_v1_10,Ia-norm,0.042,Ia-norm/2011by/KAST+2455695.7459954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.505245,0.49475506,5.2459955,0.4,ZTF19acitnck,Ia,10,Ia-norm,12.95,10,0.0493
6070,ZTF19aciuhwi_20191115_P60_v1.ascii,ZTF19aciuhwi_20191115_P60_v1_10,TDE H+He,0.0418,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22334689,0.7766531,9.906065,2.0,ZTF19aciuhwi,Ib,2,Ib-norm,5.84,2,0.2768
6071,ZTF19acjduan_20191101_P60_v1.ascii,ZTF19acjduan_20191101_P60_v1_10,SLSN-I,0.08265,SLSN-I/2017egm/KAST+2457932.7089931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.76896423,0.23103575,6.624898,0.0,ZTF19acjduan,Ic,9,Ic-SLSN,7.96,9,0.2829
6072,ZTF19acjdufa_20191105_P60_v1.ascii,ZTF19acjdufa_20191105_P60_v1_10,Ia 99aa-like,0.084,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.8998349,0.100165136,0.0,-1.0,ZTF19acjdufa,Ia,8,Ia-91T,10.22,8,0.0812
6073,ZTF19acjdwqv_20191103_P60_v1.ascii,ZTF19acjdwqv_20191103_P60_v1_10,SLSN-I,0.04655,SLSN-I/2012il/X-Shooter+2456003.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.32283965,0.6771603,25.0,2.0,ZTF19acjdwqv,Ic,7,Ic-norm,7.75,7,0.7284
6074,ZTF19acjdwqv_20191103_P60_v2.ascii,ZTF19acjdwqv_20191103_P60_v2_10,Ia-norm,0.05145,Ia-norm/2012fr/KAST+2456245.8209954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.35564253,0.64435744,2.284332,1.6,ZTF19acjdwqv,Ia,9,Ia-norm,12.91,5,0.0493
6075,ZTF19acjerdh_20191103_P60_v1.ascii,ZTF19acjerdh_20191103_P60_v1_10,Ia-norm,0.041,Ia-norm/2011fe/STIS+2455814.8902778,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.77881676,0.22118324,-0.46617794,-2.0,ZTF19acjerdh,Ia,10,Ia-norm,8.51,9,0.0395
6076,ZTF19acjfhom_20191101_P60_v1.ascii,ZTF19acjfhom_20191101_P60_v1_10,FBOT,0.06175,FBOT/AT2018cow/ACAM+2458296.0,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.8040794,0.19592056,-19.5,0.6,ZTF19acjfhom,Ib,14,Ib-norm,10.78,13,0.2807
6077,ZTF19acjfhom_20191101_P60_v2.ascii,ZTF19acjfhom_20191101_P60_v2_10,Ia-norm,0.06825,Ia-norm/2011by/KAST+2455679.7389931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.57730275,0.42269725,-10.761007,0.4,ZTF19acjfhom,Ia,9,Ia-norm,10.4,9,0.0626
6078,ZTF19acjifxp_20191109_P60_v1.ascii,ZTF19acjifxp_20191109_P60_v1_10,Ia-norm,0.01292,Ia-norm/2013dy/STIS+2456500.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.9857008,0.014299217,0.0,0.0,ZTF19acjifxp,Ia,11,Ia-norm,13.61,10,0.0121
6079,ZTF19acjijfr_20191121_Lick_3-m_v1.ascii,ZTF19acjijfr_20191121_Lick_3-m_v1_10,Ia-norm,0.076,Ia-norm/2011by/KAST+2455720.7859954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.06295732,0.9370427,30.285995,2.0,ZTF19acjijfr,Ic,6,Ic-SLSN,4.87,6,0.3069
6080,ZTF19acjjwsy_20191104_P60_v1.ascii,ZTF19acjjwsy_20191104_P60_v1_10,Ia 91T-like,0.104,Ia 91T-like/2018hfr/KAST+2458408.0429977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.99632114,0.0036788664,58408.543,-0.8,ZTF19acjjwsy,Ia,7,Ia-norm,8.42,4,0.1042
6081,ZTF19acjnatv_20191104_P60_v1.ascii,ZTF19acjnatv_20191104_P60_v1_10,Ia-norm,0.0931,Ia-norm/2011by/KAST+2455695.7459954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.38085094,0.619149,5.2459955,-0.2,ZTF19acjnatv,Ia,8,Ia-norm,8.62,8,0.1149
6082,ZTF19acjnatv_20191104_P60_v2.ascii,ZTF19acjnatv_20191104_P60_v2_10,Ia-norm,0.09555,Ia-norm/2013dy/STIS+2456500.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.29304072,0.70695925,0.0,0.8,ZTF19acjnatv,Ia,8,Ia-norm,10.09,5,0.102
6083,ZTF19acjnaxa_20191031_P60_v2.ascii,ZTF19acjnaxa_20191031_P60_v2_10,Ia-norm,0.08493,Ia-norm/2013dy/HET-LRS+2456506.74,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.071254246,0.92874575,6.24,2.0,ZTF19acjnaxa,II,3,Ic-BL,4.68,3,0.3103
6084,ZTF19acjnaxa_20191105_P60_v1.ascii,ZTF19acjnaxa_20191105_P60_v1_10,Ia-CSM-(ambigious),0.087165,Ia-CSM-(ambigious)/2002ic/BC-duPont+2452611.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.48722544,0.5127745,6.0,-0.4,ZTF19acjnaxa,Ic,4,Ic-norm,9.09,3,0.0969
6085,ZTF19acjnaxa_20191123_Keck1_v1.ascii,ZTF19acjnaxa_20191123_Keck1_v1_10,Ia-02cx like,0.08493,Ia-02cx like/2012Z/LRIS+2455978.7589931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.53688496,0.46311504,11.44724,0.0,ZTF19acjnaxa,Ia,8,Ia-91T,7.38,5,0.0817
6086,ZTF19acjqecl_20191111_LT_v1.ascii,ZTF19acjqecl_20191111_LT_v1_10,Ia-norm,0.09219,Ia-norm/2013dy/STIS+2456500.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.9995012,0.0004987575,0.0,0.2,ZTF19acjqecl,Ia,6,Ia-norm,6.1,6,0.0951
6087,ZTF19acjqecl_20191125_P200_v1.ascii,ZTF19acjqecl_20191125_P200_v1_10,Ia-norm,0.0878,Ia-norm/2011by/KAST+2455706.8069907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.7354721,0.26452792,16.306992,-0.2,ZTF19acjqecl,Ia,8,Ia-norm,20.96,6,0.0887
6088,ZTF19acjtkha_20191030_P60_v2.ascii,ZTF19acjtkha_20191030_P60_v2_10,Ia-norm,0.0304,Ia-norm/2012cu/KAST+2456105.745,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.12228552,0.87771446,56106.246,-0.4,ZTF19acjtkha,Gal,11,Gal,5.02,11,0.0238
6089,ZTF19acjtkha_20191106_P60_v1.ascii,ZTF19acjtkha_20191106_P60_v1_10,Ia 91bg-like,0.0304,Ia 91bg-like/2015ac/KAST+2457246.955,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.8894841,0.11051588,57247.453,-1.2,ZTF19acjtkha,Ia,10,Ia-91bg,13.8,8,0.0337
6090,ZTF19acjtkha_20191108_P60_v1.ascii,ZTF19acjtkha_20191108_P60_v1_10,SLSN-I,0.0312,SLSN-I/2012il/X-Shooter+2456003.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.25204355,0.74795645,25.0,0.2,ZTF19acjtkha,Ic,6,Ic-norm,4.96,4,0.4321
6091,ZTF19acjtkha_20191108_P60_v2.ascii,ZTF19acjtkha_20191108_P60_v2_10,Ia 91bg-like,0.0304,Ia 91bg-like/1999by/FAST+2451311.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.6479817,0.3520183,3.0,-1.4,ZTF19acjtkha,Ia,7,Ia-norm,10.29,5,0.0372
6092,ZTF19acjtkha_20191112_P60_v1.ascii,ZTF19acjtkha_20191112_P60_v1_10,Ia 91bg-like,0.0336,Ia 91bg-like/1991bg/BC-Asi+2448605.6006944,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5322344,0.46776563,48606.1,2.0,ZTF19acjtkha,Ia,2,Ia-91bg,6.2,2,0.0354
6093,ZTF19acjtkha_20191118_NOT_v1.ascii,ZTF19acjtkha_20191118_NOT_v1_10,Ia 02es-like,0.0304,Ia 02es-like/PTF10ops/ISIS+2455409.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.74496543,0.25503457,11.0,-2.0,ZTF19acjtkha,Ia,8,Ia-91bg,11.57,7,0.0305
6094,ZTF19acjtlxe_20191102_P60_v1.ascii,ZTF19acjtlxe_20191102_P60_v1_10,Ic-BL,0.0504,Ic-BL/2006aj/FORS2+2453789.5259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.9233988,0.076601215,5.0259953,2.0,ZTF19acjtlxe,Ic,6,Ic-norm,6.96,6,0.0296
6095,ZTF19acjtlxe_20191110_P60_v1.ascii,ZTF19acjtlxe_20191110_P60_v1_10,Ic-BL,0.0456,Ic-BL/1998bw/DFOSC+2450988.7395833,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.8089925,0.19100751,46.239582,0.6,ZTF19acjtlxe,Ic,8,Ic-norm,6.09,5,0.0311
6096,ZTF19acjtpmm_20191102_P60_v1.ascii,ZTF19acjtpmm_20191102_P60_v1_10,Ic-BL,0.0357295,Ic-BL/2006aj/FORS2+2453789.5259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9527832,0.047216773,5.0259953,2.0,ZTF19acjtpmm,Ib,4,Ib-norm,6.29,4,0.1442
6097,ZTF19acjtpmm_20191109_P60_v1.ascii,ZTF19acjtpmm_20191109_P60_v1_10,Ia-pec,0.0357295,Ia-pec/2013bh/HET-LRS+2456388.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.097158246,0.90284175,3.0,2.0,ZTF19acjtpmm,Ic,4,Ic-norm,5.62,4,0.3989
6098,ZTF19acjtpmm_20200225_APO_v1.ascii,ZTF19acjtpmm_20200225_APO_v1_10,IIn,0.0394905,IIn/2010jl/DEIMOS+2455508.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.9906428,0.00935722,20.650995,0.8,ZTF19acjtpmm,Gal,4,Gal,7.0,4,0.0378
6099,ZTF19acjtpps_20200218_Keck1_v1.ascii,ZTF19acjtpps_20200218_Keck1_v1_10,II,0.036939,II/2013fs/DBSP+2456622.702037,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5407551,0.45924494,46.39442,0.2,ZTF19acjtpps,II,10,II-norm,16.77,7,0.0379
6100,ZTF19acjtpqd_20200101_P60_v1.ascii,ZTF19acjtpqd_20200101_P60_v1_10,Ic,0.0180285,Ic/2014L/KAST+2456724.01,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.34214708,0.65785295,30.51,1.6,ZTF19acjtpqd,Ic,6,Ib-norm,7.81,5,0.0187
6101,ZTF19acjtpqd_20200502_P60_v1.ascii,ZTF19acjtpqd_20200502_P60_v1_10,IIb,0.0163115,IIb/2011fu/OSIRIS+2456128.6,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.16855201,0.83144796,282.1,2.0,ZTF19acjtpqd,Ic,5,Ic-BL,5.59,4,0.4243
6102,ZTF19acjuomg_20191108_P60_v1.ascii,ZTF19acjuomg_20191108_P60_v1_10,Ia 99aa-like,0.10865,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.9948785,0.0051215547,8.0,2.0,ZTF19acjuomg,Ic,6,Ic-norm,4.82,5,0.4146
6103,ZTF19acjuomg_20191108_P60_v2.ascii,ZTF19acjuomg_20191108_P60_v2_10,Ia 99aa-like,0.1007,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.99826473,0.001735266,0.0,1.8,ZTF19acjuomg,Ia,7,Ia-norm,5.69,4,0.2547
6104,ZTF19acjuomg_20191114_P60_v1.ascii,ZTF19acjuomg_20191114_P60_v1_10,Ia-norm,0.10335,Ia-norm/2012cg/KAST+2456091.7259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.93172204,0.068277925,9.54657,2.0,ZTF19acjuomg,Ia,11,Ia-norm,17.8,10,0.1058
6105,ZTF19acjurot_20191107_P60_v1.ascii,ZTF19acjurot_20191107_P60_v1_10,Ia-norm,0.05775,Ia-norm/2013dy/STIS+2456500.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.6836427,0.31635734,0.0,2.0,ZTF19acjurot,Ia,8,Ia-norm,7.83,8,0.0595
6106,ZTF19acjutrw_20191111_P60_v1.ascii,ZTF19acjutrw_20191111_P60_v1_10,II,0.044802,II/2012aw/AFOSC+2456013.3766088,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9745287,0.02547135,2.1323147,1.8,ZTF19acjutrw,Ic,4,Ic-BL,4.91,3,0.304
6107,ZTF19acjutrw_20191123_Keck1_v1.ascii,ZTF19acjutrw_20191123_Keck1_v1_10,II,0.049518,II/2016esw/KAST+2457614.7929977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.99804956,0.001950429,0.5936386,0.4,ZTF19acjutrw,II,7,II-norm,9.09,6,0.0469
6108,ZTF19acjwdnu_20191104_P60_v1.ascii,ZTF19acjwdnu_20191104_P60_v1_10,II,0.051675,II/2013fs/ALFOSC+2456582.5489931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.9962079,0.0037920862,6.2413764,0.8,ZTF19acjwdnu,Ib,5,Ib-norm,4.51,5,-0.0017
6109,ZTF19acjwqvo_20191103_P60_v1.ascii,ZTF19acjwqvo_20191103_P60_v1_10,Ia-norm,0.047775,Ia-norm/1994D/KAST+2449423.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.451734,0.548266,-8.802454,0.0,ZTF19acjwqvo,Ia,6,Ia-norm,10.33,5,0.0517
6110,ZTF19acjwqvo_20191104_P60_v1.ascii,ZTF19acjwqvo_20191104_P60_v1_10,Ia-norm,0.05145,Ia-norm/2015N/LRIS+2457219.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.33257058,0.66742945,-2.0,2.0,ZTF19acjwqvo,Ia,9,Ia-norm,12.59,9,0.0498
6111,ZTF19ackbclh_20191101_P60_v1.ascii,ZTF19ackbclh_20191101_P60_v1_10,TDE H+He,0.0741,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.39065075,0.60934925,9.906065,-2.0,ZTF19ackbclh,II,4,II-norm,9.56,4,0.0702
6112,ZTF19ackbjtf_20191107_P60_v1.ascii,ZTF19ackbjtf_20191107_P60_v1_10,Ia 91T-like,0.0855,Ia 91T-like/1991T/UV-Schmidt+2448381.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.9317012,0.06829881,6.0,2.0,ZTF19ackbjtf,Ia,8,Ia-norm,6.88,5,0.0912
6113,ZTF19ackimmi_20191124_P200_v1.ascii,ZTF19ackimmi_20191124_P200_v1_10,II,0.0440685,II/2013fs/FLOYDS-S+2456602.9005671,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.6837646,0.31623545,26.59295,1.6,ZTF19ackimmi,II,6,II-norm,14.44,3,0.0435
6114,ZTF19ackjene_20191106_P60_v1.ascii,ZTF19ackjene_20191106_P60_v1_10,TDE H+He,0.0424125,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.13077751,0.86922246,9.906065,2.0,ZTF19ackjene,Ib,8,Ib-norm,4.59,8,0.7273
6115,ZTF19ackjene_20191109_P60_v1.ascii,ZTF19ackjene_20191109_P60_v1_10,II,0.045675,II/2013fs/ALFOSC+2456582.5489931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.749258,0.250742,6.2413764,2.0,ZTF19ackjene,Ic,6,Ic-norm,5.39,3,0.2815
6116,ZTF19ackjene_20191124_P200_v1.ascii,ZTF19ackjene_20191124_P200_v1_10,II,0.0445875,II/2014cn/DBSP+2456781.8111921,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.27275178,0.7272482,10.3111925,1.0,ZTF19ackjene,II,10,IIb,9.48,10,0.0455
