,ZTF_Name,Version,subject_ids,NoMatch,#1,#2,#3,#4,#5
3120,ZTF19aanjfnk,ZTF19aanjfnk_20190414_P60_v1.ascii,53626684,5,4,1,0,0,1
3121,ZTF19aanjjgr,ZTF19aanjjgr_20190411_P60_v1.ascii,53626685,1,8,1,1,0,0
3122,ZTF19aanjjhk,ZTF19aanjjhk_20190407_P60_v1.ascii,53626686,1,2,1,3,1,3
3123,ZTF19aanjlwx,ZTF19aanjlwx_20190330_P60_v1.ascii,53626687,0,2,3,2,1,1
3124,ZTF19aanjlwx,ZTF19aanjlwx_20190401_P60_v1.ascii,53626688,0,3,0,0,6,1
3125,ZTF19aanjyrn,ZTF19aanjyrn_20190402_P60_v1.ascii,53626689,1,3,0,1,4,1
3126,ZTF19aankiwf,ZTF19aankiwf_20190424_P200_v1.ascii,53626690,1,2,3,1,1,3
3127,ZTF19aanlekq,ZTF19aanlekq_20190326_P60_v1.ascii,53626691,2,0,5,0,4,0
3128,ZTF19aanlekq,ZTF19aanlekq_20190401_P60_v1.ascii,53626692,2,7,0,1,0,0
3129,ZTF19aanlekq,ZTF19aanlekq_20190412_P60_v1.ascii,53626693,2,5,0,0,0,3
3130,ZTF19aanlvnl,ZTF19aanlvnl_20190502_P200_v1.ascii,53626694,1,4,2,2,1,0
